event_sequence,elapsed_runtime_seconds,work,incumbent_available,incumbent,best_bound_available,best_bound,processed_nodes,open_nodes,solution_count,callback_where,phase,context
0,0.069999933242797852,0.13333562412535654,false,1e+100,true,0,0,0,0,3,1,MIP
1,0.078999996185302734,0.14203360830414666,true,2.2854651625661053,true,0,0,0,4.9406564584124654e-324,3,1,MIP
2,0.12999987602233887,0.26017008402346159,true,2.2854651625661053,true,0.1279954637016659,0,0,4.9406564584124654e-324,3,1,MIP
3,0.24699997901916504,0.40230908240976865,true,2.1850976291281063,true,0.12799546370166595,0,0,9.8813129168249309e-324,3,1,MIP
4,0.33499979972839355,0.58663599468294947,true,2.1850976291281063,true,0.15741941562861281,0,0,9.8813129168249309e-324,3,1,MIP
5,0.35399985313415527,0.60898995980644088,true,2.1294222057331917,true,0.15757945539313067,0,0,1.9762625833649862e-323,3,1,MIP
6,0.38199996948242188,0.6657186061993986,true,2.1294222057331917,true,0.15957379990824036,0,0,1.9762625833649862e-323,3,1,MIP
7,0.52999997138977051,0.96743309522590004,true,2.1294222057331917,true,0.1801053895005017,0,0,1.9762625833649862e-323,3,1,MIP
8,0.54900002479553223,0.98792541599597383,true,2.1281697270965192,true,0.1801053895005017,0,0,2.4703282292062327e-323,3,1,MIP
9,0.57599997520446777,1.0459360411067153,true,2.1281697270965192,true,0.18250856931435694,0,0,2.4703282292062327e-323,3,1,MIP
10,0.70599985122680664,1.250937889937346,true,2.1281697270965192,true,0.18841164584914294,0,0,2.4703282292062327e-323,3,1,MIP
11,0.72799992561340332,1.2741734741142594,true,1.1061352920937126,true,0.18841164584914294,0,0,3.4584595208887258e-323,3,1,MIP
12,0.75199985504150391,1.324494781549324,true,1.1061352920937126,true,0.18856163183156269,0,0,3.4584595208887258e-323,3,1,MIP
13,0.87399983406066895,1.5205864261218496,true,1.1061352920937126,true,0.18869276434813931,0,0,3.4584595208887258e-323,3,1,MIP
14,0.90100002288818359,1.5464582847857269,true,1.0880787569441401,true,0.18879830311930573,0,0,4.9406564584124654e-323,3,1,MIP
15,0.92199993133544922,1.5917030850241189,true,1.0880787569441401,true,0.18912798576502396,0,0,4.9406564584124654e-323,3,1,MIP
16,1.0260000228881836,1.7743715445087453,true,1.0880787569441401,true,0.19121914319022973,0,0,4.9406564584124654e-323,3,1,MIP
17,1.0619997978210449,1.829079603660744,true,1.0880787569441401,true,0.19126603264340719,0,0,4.9406564584124654e-323,3,1,MIP
18,1.1510000228881836,1.9773351015224234,true,1.0880787569441401,true,0.1915288064905119,0,0,4.9406564584124654e-323,3,1,MIP
19,1.1840000152587891,2.0114270242516707,true,1.0392944175421215,true,0.1915288064905119,0,0,5.9287877500949585e-323,3,1,MIP
20,1.1989998817443848,2.0431086866879213,true,1.0392944175421215,true,0.19157114948229825,0,0,5.9287877500949585e-323,3,1,MIP
21,1.2769999504089355,2.1701916594102038,true,1.0392944175421215,true,0.19157329437050344,0,0,5.9287877500949585e-323,3,1,MIP
22,1.2960000038146973,2.1902488575923482,true,1.0392944175421215,true,0.19165384620810189,0,0,5.9287877500949585e-323,3,1,MIP
23,1.4089999198913574,2.3402944481725778,true,0.87644149670878735,true,0.19165384620810189,0,0,8.8931816251424378e-323,3,1,MIP
24,1.5529999732971191,2.6250767189964339,true,0.87644149670878735,true,0.19368491084106459,0,0,8.8931816251424378e-323,3,1,MIP
25,1.5749998092651367,2.6473546754031489,true,0.83678206079711459,true,0.19372949606178291,0,0,9.8813129168249309e-323,3,1,MIP
26,1.5909998416900635,2.6806280678382128,true,0.83678206079711459,true,0.19378608829391489,0,0,9.8813129168249309e-323,3,1,MIP
27,1.6929998397827148,2.8596481422871274,true,0.83678206079711459,true,0.19445281394425895,0,0,9.8813129168249309e-323,3,1,MIP
28,1.7139999866485596,2.8836144481153214,true,0.83523644155629395,true,0.19445281394425895,0,0,1.0375378562666177e-322,3,1,MIP
29,1.7319998741149902,2.9218080003274252,true,0.83523644155629395,true,0.19446235511477789,0,0,1.0375378562666177e-322,3,1,MIP
30,1.8299999237060547,3.1036590504746449,true,0.83523644155629395,true,0.19455639943950426,0,0,1.0375378562666177e-322,3,1,MIP
31,1.9059998989105225,3.2672466374135052,true,0.83523644155629395,true,0.19461826585697894,0,0,1.0375378562666177e-322,3,1,MIP
32,1.996999979019165,3.4293874269137921,true,0.83523644155629395,true,0.194640477896766,0,0,1.0375378562666177e-322,3,1,MIP
33,2.1029999256134033,3.5692364371911127,true,0.83523644155629395,true,0.19464047789676622,0,0,1.0375378562666177e-322,3,1,MIP
34,2.378000020980835,3.9947517793785838,true,0.81041786832137641,true,0.19464047789676622,0,0,1.3339772437713657e-322,3,1,MIP
35,2.4119999408721924,4.036328853489592,true,0.81041786832137641,true,0.19466907798703673,0,2,1.3339772437713657e-322,3,1,MIP
36,2.429999828338623,4.0734832174459603,true,0.81041786832137641,true,0.19489343941151199,2,4,1.3339772437713657e-322,3,1,MIP
37,2.5999999046325684,4.3657068357509754,true,0.7107139129243828,true,0.19489343941151199,10,12,1.6798231958602383e-322,3,1,MIP
38,2.7949998378753662,4.6334161784905064,true,0.7107139129243828,true,0.19489343941151199,17,19,1.6798231958602383e-322,3,1,MIP
39,2.9769999980926514,4.8711266590006588,true,0.69955686720763133,true,0.19489343941151199,20,22,1.8280428896126122e-322,3,1,MIP
40,3.0759999752044678,5.0544375996484421,true,0.69508903578633108,true,0.19489343941151199,30,32,1.9268560187808615e-322,3,1,MIP
41,3.182999849319458,5.2615244185517582,true,0.69508903578633108,true,0.19489343941151199,46,48,1.9268560187808615e-322,3,1,MIP
42,3.2849998474121094,5.4558571949942936,true,0.69508903578633108,true,0.19489343941151199,67,66,1.9268560187808615e-322,3,1,MIP
43,3.3849999904632568,5.6374758928064139,true,0.69508903578633108,true,0.19489343941151199,102,100,1.9268560187808615e-322,3,1,MIP
44,3.4919998645782471,5.8353847459200079,true,0.69508903578633108,true,0.19885035524597222,123,113,1.9268560187808615e-322,3,1,MIP
45,3.5920000076293945,6.05385992863435,true,0.69508903578633108,true,0.19885035524597222,128,118,1.9268560187808615e-322,3,1,MIP
46,3.6940000057220459,6.2672736387362669,true,0.69508903578633108,true,0.19885035524597222,134,124,1.9268560187808615e-322,3,1,MIP
47,3.7999999523162842,6.483533763271609,true,0.69508903578633108,true,0.19885035524597222,142,132,1.9268560187808615e-322,3,1,MIP
48,3.9019999504089355,6.6576172659271258,true,0.69508903578633108,true,0.19885035524597222,174,164,1.9268560187808615e-322,3,1,MIP
49,4.1449999809265137,6.9914417669071787,true,0.69399880134323344,true,0.19885035524597222,186,174,2.0256691479491108e-322,3,1,MIP
50,4.2009999752044678,7.0836613741712844,true,0.69399366577532628,true,0.19885035524597222,196,184,2.0750757125332355e-322,3,1,MIP
51,4.3029999732971191,7.2429624637519261,true,0.69399366577532628,true,0.19885035524597222,228,216,2.0750757125332355e-322,3,1,MIP
52,4.4039998054504395,7.4144361542593433,true,0.69399366577532628,true,0.19885035524597222,260,245,2.0750757125332355e-322,3,1,MIP
53,4.5289998054504395,7.6777021288633662,true,0.69399366577532628,true,0.20074737058132827,269,244,2.0750757125332355e-322,3,1,MIP
54,4.6349999904632568,7.8932383772391512,true,0.68828054276304029,true,0.20074737058132827,274,249,2.2232954062856094e-322,3,1,MIP
55,4.7369999885559082,8.0983837448438649,true,0.68828054276304029,true,0.20074737058132827,281,256,2.2232954062856094e-322,3,1,MIP
56,4.8409998416900635,8.2952675951643684,true,0.68828054276304029,true,0.20074737058132827,300,273,2.2232954062856094e-322,3,1,MIP
57,4.9419999122619629,8.460654973623372,true,0.68828054276304029,true,0.20074737058132827,324,293,2.2232954062856094e-322,3,1,MIP
58,5.0429999828338623,8.617798619304855,true,0.68828054276304029,true,0.20074737058132827,370,339,2.2232954062856094e-322,3,1,MIP
59,5.1449999809265137,8.8413717056756997,true,0.68828054276304029,true,0.20074737058132827,383,342,2.2232954062856094e-322,3,1,MIP
60,5.2099997997283936,8.9511659393638396,true,0.64998543892824834,true,0.20074759975969433,384,341,2.5197347937903574e-322,3,1,MIP
61,5.3239998817443848,9.1606078211855486,true,0.64998543892824834,true,0.20074759975969433,392,349,2.5197347937903574e-322,3,1,MIP
62,5.3789999485015869,9.2579462607464507,true,0.64922776930282999,true,0.20074759975969433,396,353,2.569141358374482e-322,3,1,MIP
63,5.4649999141693115,9.4037640573760992,true,0.4693763764884783,true,0.20074759975969433,406,348,2.6679544875427313e-322,3,1,MIP
64,5.5679998397827148,9.5830565972171726,true,0.4693763764884783,true,0.20074759975969433,421,363,2.6679544875427313e-322,3,1,MIP
65,5.6749999523162842,9.7834146799090682,true,0.4693763764884783,true,0.20074759975969433,435,377,2.6679544875427313e-322,3,1,MIP
66,5.7760000228881836,9.9476150696242218,true,0.4693763764884783,true,0.20074759975969433,455,397,2.6679544875427313e-322,3,1,MIP
67,5.8819999694824219,10.122450639767312,true,0.4693763764884783,true,0.20074759975969433,466,408,2.6679544875427313e-322,3,1,MIP
68,5.9829998016357422,10.29217731337337,true,0.4693763764884783,true,0.20074759975969433,496,425,2.6679544875427313e-322,3,1,MIP
69,6.0849997997283936,10.507601495582009,true,0.4693763764884783,true,0.20171526186582497,501,424,2.6679544875427313e-322,3,1,MIP
70,6.1970000267028809,10.716317814198739,true,0.4693763764884783,true,0.20171526186582497,507,430,2.6679544875427313e-322,3,1,MIP
71,6.3059999942779541,10.929752043330531,true,0.4693763764884783,true,0.20171526186582497,518,441,2.6679544875427313e-322,3,1,MIP
72,6.4169998168945312,11.122424213646326,true,0.4693763764884783,true,0.20171526186582497,540,463,2.6679544875427313e-322,3,1,MIP
73,7.5209999084472656,13.478427124897802,true,0.4693763764884783,true,0.20171526186582497,549,471,2.6679544875427313e-322,3,1,MIP
74,7.7099997997283936,13.86221404864852,true,0.4693763764884783,true,0.20171526186582497,550,472,2.6679544875427313e-322,3,1,MIP
75,7.8439998626708984,14.075741513505694,true,0.4693763764884783,true,0.20171526186582497,551,472,2.6679544875427313e-322,3,1,MIP
76,8.2409999370574951,14.79078514849655,true,0.4693763764884783,true,0.20171526186582497,551,472,2.6679544875427313e-322,3,1,MIP
77,8.4089999198913574,15.166828650050689,true,0.4693763764884783,true,0.20301592457144585,552,473,2.6679544875427313e-322,3,1,MIP
78,8.5720000267028809,15.436457998758245,true,0.4693763764884783,true,0.20301592457144585,553,474,2.6679544875427313e-322,3,1,MIP
79,8.937999963760376,16.126544463774305,true,0.4693763764884783,true,0.20703379233857086,553,474,2.6679544875427313e-322,3,1,MIP
80,8.9639999866485596,16.164944525122891,true,0.4693763764884783,true,0.20718424809268549,554,474,2.6679544875427313e-322,3,1,MIP
81,9.0049998760223389,16.259713783717512,true,0.4693763764884783,true,0.20781757378097512,554,474,2.6679544875427313e-322,3,1,MIP
82,9.1889998912811279,16.580797326314926,true,0.4693763764884783,true,0.20781757378097512,555,475,2.6679544875427313e-322,3,1,MIP
83,9.4729998111724854,17.087354808232895,true,0.4693763764884783,true,0.20843035662907702,555,475,2.6679544875427313e-322,3,1,MIP
84,9.496999979019165,17.118661940411101,true,0.4693763764884783,true,0.20912545530352247,556,476,2.6679544875427313e-322,3,1,MIP
85,9.7229998111724854,17.529684037444529,true,0.4693763764884783,true,0.20912545530352247,557,476,2.6679544875427313e-322,3,1,MIP
86,10.069000005722046,18.17157763548088,true,0.4693763764884783,true,0.20912545530352247,557,476,2.6679544875427313e-322,3,1,MIP
87,10.08899998664856,18.192674170323681,true,0.46598757648847788,true,0.20912545530352247,558,453,2.717361052126856e-322,3,1,MIP
88,10.330999851226807,18.6333001026983,true,0.46598757648847788,true,0.20912545530352247,559,454,2.717361052126856e-322,3,1,MIP
89,10.763000011444092,19.476365191099994,true,0.46598757648847788,true,0.20948586009873837,559,454,2.717361052126856e-322,3,1,MIP
90,10.812999963760376,19.577065003403085,true,0.46598757648847788,true,0.20952824752530644,560,454,2.717361052126856e-322,3,1,MIP
91,10.99399995803833,19.899554101322231,true,0.46598757648847788,true,0.20952824752530644,561,455,2.717361052126856e-322,3,1,MIP
92,11.282999992370605,20.406313753507547,true,0.46598757648847788,true,0.20971940075269238,561,455,2.717361052126856e-322,3,1,MIP
93,11.390999794006348,20.540902614608399,true,0.46598757648847788,true,0.20971964144443889,562,456,2.717361052126856e-322,3,1,MIP
94,11.441999912261963,20.667966584943134,true,0.46598757648847788,true,0.2098206575169532,562,456,2.717361052126856e-322,3,1,MIP
95,11.634999990463257,21.009513164006457,true,0.46598757648847788,true,0.2098206575169532,563,456,2.717361052126856e-322,3,1,MIP
96,11.763999938964844,21.239287213120662,true,0.46598757648847788,true,0.20994832255919488,563,456,2.717361052126856e-322,3,1,MIP
97,11.813999891281128,21.333901461618925,true,0.46598757648847788,true,0.20998265840926411,564,457,2.717361052126856e-322,3,1,MIP
98,12.013000011444092,21.675268987247943,true,0.46598757648847788,true,0.20999869611812774,565,458,2.717361052126856e-322,3,1,MIP
99,12.097999811172485,21.845966241176594,true,0.46598757648847788,true,0.20999963694804644,566,458,2.717361052126856e-322,3,1,MIP
100,12.347999811172485,22.294977218107128,true,0.46598757648847788,true,0.21000036810891692,567,459,2.717361052126856e-322,3,1,MIP
