event_sequence,elapsed_runtime_seconds,work,incumbent_available,incumbent,best_bound_available,best_bound,processed_nodes,open_nodes,solution_count,callback_where,phase,context
0,0.024223499999999999,0.04116375983714788,false,1e+100,true,0,0,0,0,3,1,MIP
1,0.028237000000000002,0.044377761098394655,true,0.94472467712052821,true,0,0,0,9.8813129168249309e-324,3,1,MIP
2,0.15133650000000001,0.20402310256957695,true,0.94472467712052821,true,0,0,0,9.8813129168249309e-324,3,1,MIP
3,0.2546061,0.33886498117817782,true,0.64490493372174307,true,0,0,0,1.4821969375237396e-323,3,1,MIP
4,0.31657020000000002,0.42116525832270907,true,0.62215101184674271,true,0,0,0,2.4703282292062327e-323,3,1,MIP
5,0.43633460000000002,0.58412456965954651,true,0.62215101184674271,true,0,0,0,2.4703282292062327e-323,3,1,MIP
6,0.53735339999999998,0.72728429138779793,true,0.62215101184674271,true,0,0,0,2.4703282292062327e-323,3,1,MIP
7,0.56137910000000002,0.74800288008999793,true,0.54293343903120617,true,0,0,2,3.9525251667299724e-323,3,1,MIP
8,0.68992430000000005,0.90129507702664413,true,0.47812200378214759,true,0,12,14,6.4228533959362051e-323,3,1,MIP
9,0.89883500000000005,1.1555895109327607,true,0.43460699523380819,true,0,53,44,7.9050503334599447e-323,3,1,MIP
10,0.99911700000000003,1.3180541887351531,true,0.43460699523380819,true,0,106,82,7.9050503334599447e-323,3,1,MIP
11,1.1004969,1.4864096453003537,true,0.43460699523380819,true,0,153,119,7.9050503334599447e-323,3,1,MIP
12,1.2005703000000001,1.6404769981068612,true,0.43460699523380819,true,0,257,196,7.9050503334599447e-323,3,1,MIP
13,1.3043117,1.8013175584208911,true,0.34513649161970733,true,0,355,239,1.0375378562666177e-322,3,1,MIP
14,1.3205338,1.8240698840619443,true,0.18250309762221825,true,0,400,243,1.0869444208507424e-322,3,1,MIP
15,1.3566153999999999,1.8732585414059797,true,0.17201691813544695,true,0,414,244,1.1363509854348671e-322,3,1,MIP
16,1.3643727999999999,1.8807502639145846,true,0.1678864842833743,true,0,415,240,1.1857575500189917e-322,3,1,MIP
17,1.4667896,2.0350743185878546,true,0.1678864842833743,true,0,473,287,1.1857575500189917e-322,3,1,MIP
18,1.5012258000000001,2.0776945485802014,true,0.0234413634808853,true,0,506,125,1.2351641146031164e-322,3,1,MIP
19,1.6016466,2.2141172596936962,true,0.0234413634808853,true,0,582,135,1.2351641146031164e-322,3,1,MIP
20,1.7033567000000001,2.357048255655855,true,0.0234413634808853,true,0,624,143,1.2351641146031164e-322,3,1,MIP
21,1.8150499,2.5058925631224116,true,0.0234413634808853,true,0,662,137,1.2351641146031164e-322,3,1,MIP
22,1.9153172999999999,2.6496386594313441,true,0.0234413634808853,true,0,693,144,1.2351641146031164e-322,3,1,MIP
23,2.0197674000000001,2.7965837093644166,true,0.0234413634808853,true,0,730,152,1.2351641146031164e-322,3,1,MIP
24,2.1217012999999998,2.9458294522942401,true,0.0234413634808853,true,0,750,160,1.2351641146031164e-322,3,1,MIP
25,2.2792881999999999,3.1781071651926402,true,0.0234413634808853,true,0,779,167,1.2351641146031164e-322,3,1,MIP
26,2.3838691999999999,3.3059503687904863,true,0.0234413634808853,true,0,783,170,1.2351641146031164e-322,3,1,MIP
27,2.513169,3.4704534780191718,true,0.0234413634808853,true,0,785,171,1.2351641146031164e-322,3,1,MIP
28,2.6214773,3.5935478104238427,true,0.0234413634808853,true,0,791,175,1.2351641146031164e-322,3,1,MIP
29,2.7372496000000002,3.7357313087490853,true,0.0234413634808853,true,0,795,178,1.2351641146031164e-322,3,1,MIP
30,2.8681619,3.9129181248449654,true,0.0234413634808853,true,0,797,179,1.2351641146031164e-322,3,1,MIP
31,2.9797194999999999,4.0635022011836979,true,0.0234413634808853,true,0,801,182,1.2351641146031164e-322,3,1,MIP
32,3.1205183999999999,4.2474653203409076,true,0.0234413634808853,true,0,803,183,1.2351641146031164e-322,3,1,MIP
33,3.2204263000000002,4.3606148519894523,true,0.02344136337854116,true,0,807,178,1.284570679187241e-322,3,1,MIP
34,3.3229807,4.4884218668125193,true,0.02344136337854116,true,0,819,184,1.284570679187241e-322,3,1,MIP
35,3.4260259999999998,4.6299538484278644,true,0.02344136337854116,true,0,828,183,1.284570679187241e-322,3,1,MIP
36,3.5398849000000001,4.7720245176935441,true,0.02344136337854116,true,0,838,181,1.284570679187241e-322,3,1,MIP
