event,source,generation,source_elapsed_seconds,content_sha256,duplicate,verifier_passed,published,objective,verification_seconds,reason
0,hga_initial_population_best,0,0.0108129,7dd6e34d17451b35ee62a57139aab54f0735b7220e024f43dd917404a698e2ae,0,1,1,0.27630898782596092,2.7e-06,published_monotone_verified_upper_bound
1,hga_initial_population_best,0,0.0108381,a99034761656cbda9723448dfc45c4574ebc9818a42982326874a449fb1f29ba,0,1,1,0.27365721831500617,9.9999999999999995e-07,published_monotone_verified_upper_bound
2,hga_initial_population_best,0,0.0108453,c6989b8a96810ccc0d277a2e0d8ea647e21c8aaead321d0c16c6cf7f1b90e875,0,1,1,0.22189654367939532,6.9999999999999997e-07,published_monotone_verified_upper_bound
3,hga_initial_population_best,0,0.0108501,840a4cd821b5e7ce83f0fb577c73d8a4dcb422742add63cc0aadc17f272534db,0,1,1,0.21473909591908069,7.9999999999999996e-07,published_monotone_verified_upper_bound
4,hga_strict_improvement,1,0.016578699999999998,7a199a5ec3380a09a2141f5c407cc5802ef7acf67ff7babd259caa5e93ff91c8,0,1,1,0.20549331089787934,1.1999999999999999e-06,published_monotone_verified_upper_bound
5,hga_strict_improvement,3,0.048117199999999999,6f5c20aab15be49feb08f831e0b57e56911f273a27fd8f55dadc862090a57e37,0,1,1,0.19192273908071752,1.3999999999999999e-06,published_monotone_verified_upper_bound
6,hga_strict_improvement,4,0.1098679,340762aa261cf73eed056e34cb4f640bead6744dd89b7729ed1f0d62c7ad741b,0,1,1,0.12714795191943901,1.9999999999999999e-06,published_monotone_verified_upper_bound
7,hga_strict_improvement,10,0.26292149999999997,e4cc91bc0b2393b4941bfe1dd9e316a22d8040724915cf3d0631087082b3eb8b,0,1,1,0.11728314986869939,2.6000000000000001e-06,published_monotone_verified_upper_bound
8,hga_strict_improvement,11,0.28290860000000001,9f8d639aae0d4e9aa7a2d1a7f51926c427fdab5d4e97c0865cee2eb05262b5da,0,1,1,0.10175676434214651,2.6000000000000001e-06,published_monotone_verified_upper_bound
9,hga_strict_improvement,25,0.62290380000000001,997447cb8783cfd80e80dd2a8a4539b8386438536814dca167f245e79ccbba70,0,1,1,0.090355072843482404,3.3000000000000002e-06,published_monotone_verified_upper_bound
10,hga_strict_improvement,39,0.87917800000000002,78f7d3a93643fcb79495bf070b579b6a231b493440302e873a6b08abbdfc5e25,0,1,1,0.084841197126795914,3.7000000000000002e-06,published_monotone_verified_upper_bound
11,hga_strict_improvement,41,0.91178230000000005,1c75061e2f5e01760438a769ddcf1fe74eee0adc779ae1ae1d58a1bd8e56ec81,0,1,1,0.072013607691049197,2.3e-06,published_monotone_verified_upper_bound
12,hga_strict_improvement,71,1.4263802000000001,e7922165d11123213964fe260ff0737545274202baa25fa5e663b55969f818e3,0,1,1,0.064911451860242983,3.0000000000000001e-06,published_monotone_verified_upper_bound
13,hga_strict_improvement,153,2.8015998999999998,74ab415854037c22803a31d09fc980cf89b35cf92a54739f97dc405eb81e4d2f,0,1,1,0.058563973125785151,4.4000000000000002e-06,published_monotone_verified_upper_bound
