instance,strict_certificate,certificate_class,rejection_reason,root_coverage,parent_child_coverage,all_leaves_closed,all_bounds_valid,leaf_bounds_monotone,global_bound_monotone,lifecycle_complete,feasibility_consistency,lower_bound,verified_upper_bound,gap,false_certificate
"high_imbalance_seed3201.txt",0,"certificate_rejected","relevant_leaf_open",1,1,0,1,1,1,1,1,2.3545030031536247,2.4434031919432,0.036383757327776253,0
