leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,terminal_ready,coalesced_block_id,coverage_member_ids,c6_native_phase_count,c6_frontier_milestone_reached,c6_children_ready,single_child_contraction_parent,strict_infeasible_half_verified,contracted_infeasible_gamma_L,contracted_infeasible_gamma_U,contraction_source,closure_source,lower_bound_sources
L0,"",0,-1,0,0.94999999999999996,0,1.9912725282848309,replaced,1,1,0,1.9912725282848309,0,0,"","",0,0,0,0,0,,,"","","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L0.0,"L0",1,0,0,0.47499999999999998,2.1367958494969104,2.2690665138558717,replaced,1,1,0,2.1367958494969104,0,0,"","",1,1,0,0,0,,,"","","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound"
L0.1,"L0",1,1,0.47499999999999998,0.94999999999999996,2.2662042877898423,2.2710404752343383,replaced,1,1,0,2.2662042877898423,0,0,"","",1,1,0,0,0,,,"","","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound"
L0.0.0,"L0.0",2,0,0,0.23749999999999999,2.2690665138558717,2.4434031919432,empty,1,0,1,0,0,0,"","",0,0,0,0,0,,,"","complete_child_lp_infeasible","inherited_parent_lp_bound"
L0.0.1,"L0.0",2,1,0.23749999999999999,0.47499999999999998,2.2690665138558717,2.307538658925516,replaced,1,1,0,2.2206360803532741,0,0,"","",1,1,0,0,0,,,"","","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound"
L0.1.0,"L0.1",2,0,0.47499999999999998,0.71249999999999991,2.2710404752343383,2.4121852560657846,open,1,1,0,2.2662584414844362,1,1,"","",1,1,0,0,0,,,"","","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound;native_terminal_mip_bound"
L0.1.1,"L0.1",2,1,0.71249999999999991,0.94999999999999996,2.2710404752343383,2.4434031919432,empty,1,0,1,0,0,0,"","",0,0,0,0,0,,,"","complete_child_lp_infeasible","inherited_parent_lp_bound"
L0.0.1.0,"L0.0.1",3,0,0.23749999999999999,0.35624999999999996,2.307538658925516,2.4434031919432,empty,1,0,1,0,0,0,"","",0,0,0,0,0,,,"","complete_child_lp_infeasible","inherited_parent_lp_bound"
L0.0.1.1,"L0.0.1",3,1,0.35624999999999996,0.47499999999999998,2.307538658925516,2.3545030031536247,open,1,1,0,2.261240112868975,0,0,"","",1,1,0,0,0,,,"","","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound"
