run_id,instance,decision_sequence,interval_id,profile_version,profile_valid,failure_reason,eligible_variable_count,excluded_gini_variable_count,invalid_variable_count,phi_L,phi_R,left_min,left_mean,left_max,right_min,right_mean,right_max,fixed_left_count,fixed_right_count,parent_model_sha256,left_model_sha256,right_model_sha256
"stage3_300s__high_imbalance_seed3201__K1-AMF","high_imbalance_seed3201.txt",1,"L0","round48-canonical-interval-sensitive-v1",1,"none",580,1,0,0.096551724137931033,0.00090553200591813958,0,0.096551724137931033,0.5,0,0.00090553200591813958,0.375,0,0,a85c2771d9874c42c5ce65535f9798f390e9e0bca6783abcda12a11ff74a5ac5,a3766210aaa1c1ddfed094ad0013f1d8425c084e5bc3a14887cadf3f9505b01a,b3b46478269b04bcbac6c4337f6aa98782e8804d27f40bdc5aa7bb5705270a39
"stage3_300s__high_imbalance_seed3201__K1-AMF","high_imbalance_seed3201.txt",5,"L0.1.0","round48-canonical-interval-sensitive-v1",1,"none",580,1,0,0.032183908045976962,0.00044256770739056414,0,0.032183908045976962,0.16666666666666652,0,0.00044256770739056414,0.19999999999999996,0,0,9a81a0c8ab917b0bdbb1dffb23033d77bf38916d622473b36a1753782f83ea51,b7e74b5b8dfb78e213dfa48704de963930d619223f1a7ad3865b71b1d5f82662,88fde9ff0bf857e5479a9646c5ff6ff40cc360f7d9f702e29bf6bc68d02192fb
