leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,presolve_observed,root_relaxation_observed,model_sha256,row_signature,native_log
R,LP,"OPTIMAL",0,252.705,0.363,1.09874,0,4612,0,0.0291846,1,0,27a9e87e4a8326b740f1dee02cbf7575c09b8de54670176387e334d5055fcd2e,27a9e87e4a8326b740f1dee02cbf7575c09b8de54670176387e334d5055fcd2e,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R_lp.gurobi.log"
R.0,LP,"OPTIMAL",0,252.177,0.407,1.27868,0,4502,0,0.0291846,1,0,f9af3be9aed548bf9902b0719a7079877638af8b5c26e2b48bcd0b7d9697ea0e,f9af3be9aed548bf9902b0719a7079877638af8b5c26e2b48bcd0b7d9697ea0e,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0_lp.gurobi.log"
R.1,LP,"OPTIMAL",0,251.604,0.339,1.03948,0,4384,0,0.0292106,1,0,f67f9c16f7b7ee7f5dcf3696c18cb8a1d3162e2be9a47a3d9f827bf4a5c52ee3,f67f9c16f7b7ee7f5dcf3696c18cb8a1d3162e2be9a47a3d9f827bf4a5c52ee3,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.1_lp.gurobi.log"
R.0.0,LP,"OPTIMAL",0,251.099,0.536,1.66031,0,5447,0,0.0292106,1,0,48b20f554fd5bde4f9072b1ab5ded8d33ab8ff8dcc6e48bae7ef9661380515de,48b20f554fd5bde4f9072b1ab5ded8d33ab8ff8dcc6e48bae7ef9661380515de,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0_lp.gurobi.log"
R.0.1,LP,"OPTIMAL",0,250.395,0.333,1.00512,0,4032,0,0.0292247,1,0,0d802d9d4ac3c0f0b4089608afe4e385ee6f99bc6a5abe449fd6d4a1485ec48c,0d802d9d4ac3c0f0b4089608afe4e385ee6f99bc6a5abe449fd6d4a1485ec48c,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.1_lp.gurobi.log"
R.0.0.0,LP,"OPTIMAL",0,249.899,0.175,0.497055,0,2242,0,0.0292846,1,0,968862717261ef42c79f42ec113357c55dbe8e9960a86dcbca7580f0e2979849,968862717261ef42c79f42ec113357c55dbe8e9960a86dcbca7580f0e2979849,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.0_lp.gurobi.log"
R.0.0.1,LP,"OPTIMAL",0,249.558,0.549,1.71061,0,5313,0,0.0294027,1,0,1bd41b80e2e5d5c9f8ad8b243099c532c5055415843bc0b4cc4d26360965cc72,1bd41b80e2e5d5c9f8ad8b243099c532c5055415843bc0b4cc4d26360965cc72,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.1_lp.gurobi.log"
R.0.0.0.0,LP,"OPTIMAL",0,248.842,0.197,0.580951,0,2321,0,0.0294027,1,0,73338be5a64e3c510b753307b62efc3ec1ec8d99f2c946c855d5a1fa5842796c,73338be5a64e3c510b753307b62efc3ec1ec8d99f2c946c855d5a1fa5842796c,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.0.0_lp.gurobi.log"
R.0.0.0.1,LP,"OPTIMAL",0,248.48,0.169,0.488027,0,2239,0,0.0297339,1,0,1df2314c26a1e8a25039fb108bcdc75fc376d06ae6ec2594dfe300677a306a06,1df2314c26a1e8a25039fb108bcdc75fc376d06ae6ec2594dfe300677a306a06,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.0.1_lp.gurobi.log"
R.0.0.1.0,LP,"OPTIMAL",0,248.145,0.304,0.912859,0,3602,0,0.0297339,1,0,e3f2b4522080170585af014cfc7e432d7393fc99f0a917a9fb1b0eecaaabd1ea,e3f2b4522080170585af014cfc7e432d7393fc99f0a917a9fb1b0eecaaabd1ea,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.1.0_lp.gurobi.log"
R.0.0.1.1,LP,"OPTIMAL",0,247.677,0.463,1.43266,0,4837,0,0.0297339,1,0,aa32db82cfa98633aaa12e3ce3b8c6ccd91c5288fa96a3a4e4b7c24c72141828,aa32db82cfa98633aaa12e3ce3b8c6ccd91c5288fa96a3a4e4b7c24c72141828,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.1.1_lp.gurobi.log"
R.0.0.1.0.0,LP,"OPTIMAL",0,247.049,0.232,0.692216,0,2876,0,0.0297339,1,0,b501f2b18dfd33cc2343800a7c59ad215da7f7dfe81ba43640f33230d10693fd,b501f2b18dfd33cc2343800a7c59ad215da7f7dfe81ba43640f33230d10693fd,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.1.0.0_lp.gurobi.log"
R.0.0.1.0.1,LP,"OPTIMAL",0,246.65,0.265,0.709294,0,3089,0,0.0297339,1,0,9d83972f48e9371639617655fa0a4d66e728f8ae6cffd689affe70bf63438563,9d83972f48e9371639617655fa0a4d66e728f8ae6cffd689affe70bf63438563,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.1.0.1_lp.gurobi.log"
R.0.0.0.1.0,LP,"OPTIMAL",0,246.22,0.165,0.47609,0,2232,0,0.0297339,1,0,9a83ee0b25250d54be5324387861c55e41add7da5a69769f3f78432ec64edb15,9a83ee0b25250d54be5324387861c55e41add7da5a69769f3f78432ec64edb15,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.0.1.0_lp.gurobi.log"
R.0.0.0.1.1,LP,"OPTIMAL",0,245.89,0.187,0.537223,0,2465,0,0.0297339,1,0,58cb3726d47530bf94a94e544850d0a960029f90537c32a94927f79fa0753eea,58cb3726d47530bf94a94e544850d0a960029f90537c32a94927f79fa0753eea,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.0.1.1_lp.gurobi.log"
R.0.0.1.1.0,LP,"OPTIMAL",0,245.542,0.392,1.23689,0,4298,0,0.0297339,1,0,57c553ffe77a4577f347c351090f7593551bc6476ae95d3421215616632a0dd0,57c553ffe77a4577f347c351090f7593551bc6476ae95d3421215616632a0dd0,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.1.1.0_lp.gurobi.log"
R.0.0.1.1.1,LP,"OPTIMAL",0,244.982,0.4,1.24902,0,4470,0,0.0297339,1,0,41643c003498202c493e273baf773e189bad12ee236fc890261a0ecda745bcdc,41643c003498202c493e273baf773e189bad12ee236fc890261a0ecda745bcdc,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.1.1.1_lp.gurobi.log"
R.0.1.0,LP,"OPTIMAL",0,244.416,0.343,1.02794,0,4074,0,0.0297339,1,0,ac500330cf660672b542e3959ffaeed1ad29ded434de2e438a5cead9ea8a4acf,ac500330cf660672b542e3959ffaeed1ad29ded434de2e438a5cead9ea8a4acf,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.1.0_lp.gurobi.log"
R.0.1.1,LP,"OPTIMAL",0,243.912,0.353,1.07981,0,4389,0,0.0297339,1,0,47ff1570ee5cb12f39c1aded172a146b86ee324c97b401b870bde1639a5579f6,47ff1570ee5cb12f39c1aded172a146b86ee324c97b401b870bde1639a5579f6,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.1.1_lp.gurobi.log"
R.0.0.1.0.0.1,LP,"OPTIMAL",0,243.395,0.186,0.543773,0,2469,0,0.0297339,1,0,70825fadfe2f6807784c4eacc0d5a7541c4aee8cb76e25092de5b2bf3d47ab43,70825fadfe2f6807784c4eacc0d5a7541c4aee8cb76e25092de5b2bf3d47ab43,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.1.0.0.1_lp.gurobi.log"
R.0.0.1.0.0.0,LP,"OPTIMAL",0,243.045,0.169,0.488077,0,2146,0,0.0297339,1,0,3e9d3cae83c1f7151a8c6dc090aef2e4db057740f89e0728cdfaa0c8ac774200,3e9d3cae83c1f7151a8c6dc090aef2e4db057740f89e0728cdfaa0c8ac774200,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.1.0.0.0_lp.gurobi.log"
R.0.0.1.0.1.0,LP,"OPTIMAL",0,242.712,0.188,0.547791,0,2710,0,0.0297339,1,0,fc0eaceb2bf7ecd3edb02d47648eefd74c80abcd56623c902efff54adf2244a4,fc0eaceb2bf7ecd3edb02d47648eefd74c80abcd56623c902efff54adf2244a4,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.1.0.1.0_lp.gurobi.log"
R.0.0.1.0.1.1,LP,"OPTIMAL",0,242.36,0.227,0.652646,0,3042,0,0.0297339,1,0,74a12b03a07132b9eb6e950f88d89c90c0a4197359afc09e3b312d79140abf19,74a12b03a07132b9eb6e950f88d89c90c0a4197359afc09e3b312d79140abf19,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.1.0.1.1_lp.gurobi.log"
R.0.0.0.1.1.0,LP,"OPTIMAL",0,241.968,0.194,0.57855,0,2625,0,0.0297339,1,0,670d2af0e6116e1eb42a390bace8cbe2f324deddfab309aeafdea636db0a02b3,670d2af0e6116e1eb42a390bace8cbe2f324deddfab309aeafdea636db0a02b3,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.0.1.1.0_lp.gurobi.log"
R.0.0.0.1.1.1,LP,"OPTIMAL",0,241.608,0.165,0.494984,0,2202,0,0.0297339,1,0,bf68491c441eb2d0f62ed50b53ae317d4fc8381b4f1e99d87968f0f4860ec327,bf68491c441eb2d0f62ed50b53ae317d4fc8381b4f1e99d87968f0f4860ec327,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.0.1.1.1_lp.gurobi.log"
R.0.0.1.1.0.1,LP,"OPTIMAL",0,241.278,0.367,1.15693,0,4124,0,0.0297339,1,0,c0f786326551e82ca08daec82de224f601745b13bc622bc2953df29db6ce2730,c0f786326551e82ca08daec82de224f601745b13bc622bc2953df29db6ce2730,"E:\codes\ExactEBRP\results\gf_c0_mechanism_transfer_c5_round30\runs\stage3__moderate_seed3302__c3_replica__300s\external\native_logs\R.0.0.1.1.0.1_lp.gurobi.log"
