panel_ordinal,panel_row_id,instance_id,V,M,scenario,common_verified_ub,c6_valid_lb,g1_valid_lb,c6_common_ub_gap,g1_common_ub_gap,g1_gap_improvement,outcome,c6_strict,g1_strict,certificate_regression,pilot_all_initial_lps_complete,pilot_initial_lp_count,expected_weakest_leaf,reported_weakest_leaf,weakest_cell_reproduced,pilot_exposure,pilot_prefinement_count,pilot_parent_lp_bound,pilot_post_split_bound,pilot_absolute_bound_gain,pilot_normalized_bound_gain,common_exact_window_seconds,c6_mean_common_gap_auc,g1_mean_common_gap_auc,g1_auc_improvement,c6_sequence_sha256,g1_sequence_sha256,c6_work_descriptive,g1_work_descriptive
8,r36_08_tight_T_seed5102,tight_T_seed5102,20,3,tight_T,0.3623546627845846,0.28917631309429254,0.32985105207896404,0.20195227826775808,0.08970109686416143,0.11225118140359665,g1_improves,False,False,False,True,4,L1,L1,True,True,1,0.20682410371683468,0.20843292656852036,0.0016088228516856762,0.010344094828237995,867.5827465,0.20296520233337292,0.1056848308041616,0.09728037152921132,44b7fe6db25ba8c9106ef1ed427dea925d2adb1d4e36085f90a7796365a69add,0310f9cad9355256880653f28b607430c9169e07596cf6d03fbbac4aa2ba6f13,1824.6028477288849,1833.0502956437017
10,r36_10_high_imbalance_seed6202,high_imbalance_seed6202,50,3,high_imbalance,9.729486272278969,8.191699928419316,7.909894409896645,0.1580542179540433,0.18701828765272668,-0.02896406969868337,g1_regresses,False,False,False,True,4,L2,L2,True,True,1,7.407009003484954,7.461555638889693,0.05454663540473881,0.023486402272975986,863.6805338,0.18162056547179153,0.20860248083470706,-0.026981915362915526,6e72cbcdeb8f72d2fd7fcf467ec2e1ed548dd589f6769825ee0a710b9db0c76f,9c8961ceba3fdf8b01bb5d12ef88dbedfe95b3efec3f43aa4b125f4cfbdf21ff,2199.094970023667,2207.5591222465414
