panel_ordinal,panel_row_id,instance_id,V,M,scenario,common_verified_ub,c6_valid_lb,g1_valid_lb,c6_common_ub_gap,g1_common_ub_gap,g1_gap_improvement,outcome,c6_strict,g1_strict,certificate_regression,pilot_all_initial_lps_complete,pilot_initial_lp_count,expected_weakest_leaf,reported_weakest_leaf,weakest_cell_reproduced,pilot_exposure,pilot_prefinement_count,pilot_parent_lp_bound,pilot_post_split_bound,pilot_absolute_bound_gain,pilot_normalized_bound_gain,common_exact_window_seconds,c6_mean_common_gap_auc,g1_mean_common_gap_auc,g1_auc_improvement,c6_sequence_sha256,g1_sequence_sha256,c6_work_descriptive,g1_work_descriptive
8,r36_08_tight_T_seed5102,tight_T_seed5102,20,3,tight_T,0.3623546627845846,0.28917631309429254,0.3287410312810925,0.20195227826775808,0.09276445139461335,0.10918782687314472,g1_improves,False,False,False,True,4,L1,L1,True,True,1,0.20682410371683468,0.20843292656852036,0.0016088228516856762,0.010344094828237995,447.5694906,0.2039271260754706,0.12058309127919678,0.08334403479627381,bd8518a7f6fd12fd9e1b0c7d6e6e9d3165172ad90374deee99e25291e0c14bbf,33f3bcde6b8e415b4a23528cfb3410533622d343e597d4cb51c4ebbd3f6814c0,923.5067531584433,893.7906631079657
9,r36_09_round31_sealed_moderate_V50_seed1112848618,round31_sealed_moderate_V50_seed1112848618,50,3,moderate,0.6710138394447216,0.5446720804175392,0.5481036680277624,0.18828487819525883,0.1831708441642127,0.005114034031046127,g1_improves,False,False,False,True,4,L1,L1,True,True,1,0.4711447726521601,0.4716210287054333,0.0004762560532732274,0.0023828402309373875,311.7234449,0.2474730034826803,0.24598996638060866,0.0014830371020716493,db04b971050a3197ee357d8c88071e9e92c21f470c109d3049a0cfaef337d5bb,ef2147bc1e498ac623b8fceb4d098f45155c4e50671cc903699e14850b1a020c,912.1385499434226,910.8958233713167
10,r36_10_high_imbalance_seed6202,high_imbalance_seed6202,50,3,high_imbalance,9.729486272278969,8.191699928419316,7.909894409896645,0.1580542179540433,0.18701828765272668,-0.02896406969868337,g1_regresses,False,False,False,True,4,L2,L2,True,True,1,7.407009003484954,7.461555638889693,0.05454663540473881,0.023486402272975986,443.5383681,0.20380997714443463,0.22874117102444563,-0.024931193880011,718a536ef0d944c5adf214bed1e07953d3a759a8ac1707f615734b2282a266ea,9c8961ceba3fdf8b01bb5d12ef88dbedfe95b3efec3f43aa4b125f4cfbdf21ff,1131.4087716222182,1189.3981847474558
