run_id,algorithm,flow_variant,retained_event_sequence,callback_invocation_sequence,observation_time_seconds,scheduled_checkpoint_seconds,observation_age_seconds,fresh_observation,observation_source,callback_context,phase,native_deterministic_time,native_best_bound,native_incumbent,verified_same_run_ub,project_gap,native_cplex_gap,processed_nodes,open_nodes,native_solution_count,simplex_iterations,tree_memory_mb,gini_branch_count,ordinary_branch_count,current_open_gini_siblings,oldest_gini_sibling_delay_seconds,maximum_gini_sibling_delay_seconds,last_valid_lower_bound_improvement_time,first_incumbent_time,first_gini_branch_time,first_ordinary_branch_time,root_completion_time,model_rows,model_columns,model_nonzeros,executable_sha256,retention_trigger
v12_m1_p_cpx,P-CPX,plain,1,1,0.00020210000000000001,0,0.00020210000000000001,true,cplex_generic_global_progress,global_progress,root_lp,0.11581230163574219,0,,,,,0,1,,0,,0,0,0,,,0.00020210000000000001,,,,,992,489,3867,1154393cbc850513a8f0707d0e3e3b10d3d121db4dfc0bb9c6f9e881d2b95ac2,first_native_observation+heartbeat
v12_m1_p_cpx,P-CPX,plain,2,3,0.0045659999999999997,0.0045659999999999997,0,true,cplex_generic_local_progress,local_progress,root_lp,5.7675466537475586,0,0.493696053862549,,,1,0,1,,0,,0,0,0,,,0.00020210000000000001,0.0045659999999999997,,,,992,489,3867,1154393cbc850513a8f0707d0e3e3b10d3d121db4dfc0bb9c6f9e881d2b95ac2,incumbent_change
v12_m1_p_cpx,P-CPX,plain,3,494,0.1717873,0.1717873,0,true,cplex_generic_global_progress,global_progress,root_cuts,409.98330307006836,0.22795335567525415,0.493696053862549,,,0.53827187012777067,0,1,,655,,0,0,0,,,0.1717873,0.0045659999999999997,,,,992,489,3867,1154393cbc850513a8f0707d0e3e3b10d3d121db4dfc0bb9c6f9e881d2b95ac2,best_bound_change
v12_m1_p_cpx,P-CPX,plain,4,496,0.17186979999999999,0.17186979999999999,0,true,cplex_generic_local_progress,local_progress,ordinary_tree,410.0253849029541,0.22806738992651726,0.493696053862549,,,0.53804088944568718,1,2,,655,,0,0,0,,,0.17186979999999999,0.0045659999999999997,,,0.17186979999999999,992,489,3867,1154393cbc850513a8f0707d0e3e3b10d3d121db4dfc0bb9c6f9e881d2b95ac2,best_bound_change
v12_m1_p_cpx,P-CPX,plain,5,497,0.20752119999999999,0.20752119999999999,0,true,cplex_generic_local_progress,local_progress,ordinary_tree,529.04563522338867,0.23668057651445809,0.493696053862549,,,0.52059455476151562,2,3,,672,,0,0,0,,,0.20752119999999999,0.0045659999999999997,,,0.17186979999999999,992,489,3867,1154393cbc850513a8f0707d0e3e3b10d3d121db4dfc0bb9c6f9e881d2b95ac2,best_bound_change
v12_m1_p_cpx,P-CPX,plain,6,498,0.21673010000000001,0.21673010000000001,0,true,cplex_generic_local_progress,local_progress,ordinary_tree,559.4999885559082,0.24061400555031826,0.493696053862549,,,0.51262724571562379,3,4,,713,,0,0,0,,,0.21673010000000001,0.0045659999999999997,,,0.17186979999999999,992,489,3867,1154393cbc850513a8f0707d0e3e3b10d3d121db4dfc0bb9c6f9e881d2b95ac2,best_bound_change
v12_m1_p_cpx,P-CPX,plain,7,499,0.2197913,0.2197913,0,true,cplex_generic_local_progress,local_progress,ordinary_tree,570.09778881072998,0.24233329549096272,0.493696053862549,,,0.50914475901719225,4,5,,735,,0,0,0,,,0.2197913,0.0045659999999999997,,,0.17186979999999999,992,489,3867,1154393cbc850513a8f0707d0e3e3b10d3d121db4dfc0bb9c6f9e881d2b95ac2,best_bound_change
v12_m1_p_cpx,P-CPX,plain,8,580,0.2977765,0.2977765,0,true,cplex_generic_local_progress,local_progress,ordinary_tree,781.13614559173584,0.25083469922778145,0.493696053862549,,,0.49192484471910142,85,72,,2557,,0,0,0,,,0.2977765,0.0045659999999999997,,,0.17186979999999999,992,489,3867,1154393cbc850513a8f0707d0e3e3b10d3d121db4dfc0bb9c6f9e881d2b95ac2,best_bound_change
v12_m1_p_cpx,P-CPX,plain,9,609,0.31389840000000002,0.31389840000000002,0,true,cplex_generic_local_progress,local_progress,ordinary_tree,817.61621284484863,0.25083469922778145,0.48798082570246482,,,0.48597427190567077,114,83,,2966,,0,0,0,,,0.2977765,0.0045659999999999997,,,0.17186979999999999,992,489,3867,1154393cbc850513a8f0707d0e3e3b10d3d121db4dfc0bb9c6f9e881d2b95ac2,incumbent_change
v12_m1_p_cpx,P-CPX,plain,10,614,0.31604349999999998,0.31604349999999998,0,true,cplex_generic_local_progress,local_progress,ordinary_tree,823.67993831634521,0.25327903959244968,0.48798082570246482,,,0.48096518090061019,119,83,,3070,,0,0,0,,,0.31604349999999998,0.0045659999999999997,,,0.17186979999999999,992,489,3867,1154393cbc850513a8f0707d0e3e3b10d3d121db4dfc0bb9c6f9e881d2b95ac2,best_bound_change
v12_m1_p_cpx,P-CPX,plain,11,680,0.35024309999999997,0.35024309999999997,0,true,cplex_generic_local_progress,local_progress,ordinary_tree,902.98031330108643,0.26064902276749669,0.48798082570246482,,,0.46586216293993998,185,139,,4115,,0,0,0,,,0.35024309999999997,0.0045659999999999997,,,0.17186979999999999,992,489,3867,1154393cbc850513a8f0707d0e3e3b10d3d121db4dfc0bb9c6f9e881d2b95ac2,best_bound_change
v12_m1_p_cpx,P-CPX,plain,12,752,0.37716690000000003,0.37716690000000003,0,true,cplex_generic_local_progress,local_progress,ordinary_tree,963.96340942382812,0.26249500251332497,0.48798082570246482,,,0.46207926892321111,257,206,,5013,,0,0,0,,,0.37716690000000003,0.0045659999999999997,,,0.17186979999999999,992,489,3867,1154393cbc850513a8f0707d0e3e3b10d3d121db4dfc0bb9c6f9e881d2b95ac2,best_bound_change
