elapsed_seconds,event,leaf_id,gamma_L,gamma_U,attempt,native_status,native_bound,native_bound_available,incumbent,incumbent_available,global_lb,verified_ub,open_leaf_count,failure_reason
0.3939183,attempt,L0,0,0.23749999999999999,0,INFEASIBLE,1e+100,1,0,0,0.23749999999999999,1.7493134520506337,1,none
1.1151070999999999,attempt,L1,0.23749999999999999,0.47499999999999998,0,INFEASIBLE,1e+100,1,0,0,0.47499999999999998,1.7493134520506337,1,none
31.268450099999999,attempt,L2,0.47499999999999998,0.71249999999999991,0,TIME_LIMIT,1.6812463198987921,1,0,0,0.71249999999999991,1.7493134520506337,1,none
31.7612208,attempt,L3,0.71249999999999991,0.94999999999999996,0,INFEASIBLE,1e+100,1,0,0,1.6812463198987921,1.7493134520506337,1,none
91.799405100000001,attempt,L2,0.47499999999999998,0.71249999999999991,1,TIME_LIMIT,1.6887948778019441,1,0,0,1.6887948778019441,1.7493134520506337,1,none
91.799474000000004,split,L2,0.47499999999999998,0.71249999999999991,-1,not_run,0,false,0,false,1.6887948778019441,1.7493134520506337,2,none
121.94479269999999,attempt,L2.0,0.47499999999999998,0.59375,0,TIME_LIMIT,1.6926626065569321,1,0,0,1.6887948778019441,1.7493134520506337,1,none
124.2641041,attempt,L2.1,0.59375,0.71249999999999991,0,INFEASIBLE,1e+100,1,0,0,1.6926626065569321,1.7493134520506337,1,none
184.28142740000001,attempt,L2.0,0.47499999999999998,0.59375,1,TIME_LIMIT,1.6990882299415224,1,0,0,1.6990882299415224,1.7493134520506337,1,none
184.28148400000001,split,L2.0,0.47499999999999998,0.59375,-1,not_run,0,false,0,false,1.6990882299415224,1.7493134520506337,2,none
214.424567,attempt,L2.0.0,0.47499999999999998,0.53437500000000004,0,TIME_LIMIT,1.69613310345644,1,0,0,1.6990882299415224,1.7493134520506337,2,none
244.5665132,attempt,L2.0.1,0.53437500000000004,0.59375,0,TIME_LIMIT,1.7334730981166353,1,1.7493134520506337,1,1.6990882299415224,1.7493134520506337,1,none
268.53246489999998,attempt,L2.0.0,0.47499999999999998,0.53437500000000004,1,TIME_LIMIT,1.6977171353269032,1,0,0,1.6990882299415224,1.7493134520506337,1,none
