telemetry_seconds,event,leaf_id,gamma_L,gamma_U,status,global_lb,verified_ub,detail
0.288308,lp_complete,L0,0,0.0191882,infeasible,0,0.0767526,"complete_lp_relaxation"
0.563749,lp_complete,L1,0.0191882,0.0383763,optimal,0.0383763,0.0767526,"complete_lp_relaxation"
1.15279,atomic_split,L1,0.0191882,0.0383763,replaced,0.0383763,0.0767526,"normalized_child_disjunction_gain_reaches_rho"
1.42877,lp_complete,L2,0.0383763,0.0575645,optimal,0.0541961,0.0767526,"complete_lp_relaxation"
2.00721,atomic_split,L2,0.0383763,0.0575645,replaced,0.0563674,0.0767526,"normalized_child_disjunction_gain_reaches_rho"
2.60926,atomic_split,L2.0,0.0383763,0.0479704,replaced,0.0575645,0.0767526,"normalized_child_disjunction_gain_reaches_rho"
2.87945,lp_complete,L3,0.0575645,0.0767526,optimal,0.0589798,0.0767526,"complete_lp_relaxation"
3.47388,atomic_split,L3,0.0575645,0.0767526,replaced,0.0589798,0.0767526,"complete_child_lp_infeasibility"
4.08129,atomic_split,L2.0.1,0.0431734,0.0479704,replaced,0.0602837,0.0767526,"normalized_child_disjunction_gain_reaches_rho"
4.67109,atomic_split,L2.0.1.1,0.0455719,0.0479704,replaced,0.0609351,0.0767526,"normalized_child_disjunction_gain_reaches_rho"
5.26085,atomic_split,L2.0.1.1.1,0.0467711,0.0479704,replaced,0.0612606,0.0767526,"normalized_child_disjunction_gain_reaches_rho"
5.87865,atomic_split,L2.0.1.1.1.1,0.0473708,0.0479704,replaced,0.0614233,0.0767526,"normalized_child_disjunction_gain_reaches_rho"
7.15382,partial_native_bound_target_reached,L2.0.1.1.1.1.1,0.0476706,0.0479704,open,0.0615258,0.0767526,"backend_certified_parent_bound_requeued"
