variant_name,time_limit_seconds,interval_id,pricing_calls,pricing_time_seconds,pricing_engine,final_pricing_engine,labels_generated,labels_kept,labels_expanded,labels_pruned_duration,labels_pruned_load,labels_pruned_station,labels_pruned_support,labels_pruned_reduced_cost,dominance_prunes,operation_dp_prunes,negative_columns_found,columns_inserted,best_reduced_cost,remaining_negative_rc,closure_status
baseline_300_v12_m2,300,7,2,298.2860543,exact-label,exact-label,104009341,0,104009341,39604471,0,0,0,0,0,618664440,2,2,-0.00752183449778,0,not_run
