variant_name,time_limit_seconds,interval_id,call_index,vehicle,depth,labels_generated,labels_kept,labels_expanded,pruned_duration,pruned_load,pruned_station,pruned_support,pruned_reduced_cost,pruned_dominance,duplicate_states,operation_states_generated,operation_states_pruned,columns_generated,negative_columns_found,best_reduced_cost
baseline_300_v12_m2,300,7,0,aggregate,1,2,0,2,0,0,0,0,0,0,0,2,0,2,1,-0.00987394609105
baseline_300_v12_m2,300,7,0,aggregate,2,18,0,18,0,0,0,0,0,0,0,368,0,18,14,-0.0530949284981
baseline_300_v12_m2,300,7,0,aggregate,3,176,0,176,0,0,0,0,0,0,0,22470,14768,176,153,-0.0596777667514
baseline_300_v12_m2,300,7,0,aggregate,4,1582,0,1582,0,0,0,0,0,0,0,409547,161620,1582,1456,-0.0601851153103
baseline_300_v12_m2,300,7,0,aggregate,5,12653,0,12653,0,0,0,0,0,0,0,4271120,1119341,12653,12081,-0.0606167629959
baseline_300_v12_m2,300,7,0,aggregate,6,88569,0,88569,0,0,0,0,0,0,0,30875218,5903567,88569,84647,-0.0572670794197
baseline_300_v12_m2,300,7,0,aggregate,7,531413,0,531413,0,0,0,0,0,0,0,161795087,24045120,529836,445444,-0.0549467593189
baseline_300_v12_m2,300,7,0,aggregate,8,2655925,0,2655925,1140,0,0,0,0,0,0,594923959,73269034,2528700,1451574,-0.0520256301571
baseline_300_v12_m2,300,7,0,aggregate,9,10485463,0,10485463,138235,0,0,0,0,0,0,1406969906,154551013,6822779,2345105,-0.049330381863
baseline_300_v12_m2,300,7,0,aggregate,10,28521569,0,28521569,2934819,0,0,0,0,0,0,1892195418,198627218,9889828,1488588,-0.0403415581293
baseline_300_v12_m2,300,7,0,aggregate,11,40934216,0,40934216,16108921,0,0,0,0,0,0,1254016098,129866435,3195931,287971,-0.0277778001783
baseline_300_v12_m2,300,7,0,aggregate,12,20523766,0,20523766,20410450,0,0,0,0,0,0,305591870,31106324,500109,1504,-0.0118860744608
