run_id,event_sequence,elapsed_wall_seconds,global_LB,verified_UB,gap,controlling_set,event_source
official__moderate_seed3301__tailored_controlling_scheduler_static__300s,0,51.7521,0.0122881,0.0491526,0.75,1,solver_final_merge
official__moderate_seed3301__tailored_controlling_scheduler_static__300s,1,81.9745,0.0245763,0.0491526,0.5,2,solver_final_merge
official__moderate_seed3301__tailored_controlling_scheduler_static__300s,2,112.248,0.0368644,0.0491526,0.25,3,solver_final_merge
official__moderate_seed3301__tailored_controlling_scheduler_static__300s,3,112.75,0.0449673,0.0491526,0.0851487,1,solver_final_merge
official__moderate_seed3301__tailored_controlling_scheduler_static__300s,4,173.029,0.0449673,0.0491526,0.0851487,1,solver_final_merge
official__moderate_seed3301__tailored_controlling_scheduler_static__300s,5,293.288,0.0457304,0.0491526,0.0696224,1,solver_final_merge
official__moderate_seed3301__tailored_controlling_scheduler_static__300s,6,294.201,0.0457304,0.0491526,0.0696224,1,solver_final_merge
