run_id,elapsed_time,node_count,open_nodes,simplex_iterations,native_tree_memory_mb,source
stage2__moderate_seed3301__root_flow_only__900s,0.016809299999999999,0,1,0,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
stage2__moderate_seed3301__root_flow_only__900s,0.016906899999999999,0,1,0,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
stage2__moderate_seed3301__root_flow_only__900s,6.6220717999999996,0,1,17034,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
stage2__moderate_seed3301__root_flow_only__900s,879.99922460000005,3903,1811,3311510,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
