parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L1,0.437294,L1.0,0.444302,0,L1.1,0.494998,0,0.444302,1e-07,"strict_child_lp_bound_improvement"
L2,0.570939,L2.0,0.570939,0,L2.1,0,1,0.570939,1e-07,"child_lp_infeasible"
L1.0,0.444302,L1.0.0,0,1,L1.0.1,0.466104,0,0.466104,1e-07,"child_lp_infeasible"
L1.0.1,0.466104,L1.0.1.0,0.505068,0,L1.0.1.1,0.478225,0,0.478225,1e-07,"strict_child_lp_bound_improvement"
L1.0.1.1,0.478225,L1.0.1.1.0,0.478736,0,L1.0.1.1.1,0.485506,0,0.478736,1e-07,"strict_child_lp_bound_improvement"
L1.0.1.1.0,0.478736,L1.0.1.1.0.0,0.479796,0,L1.0.1.1.0.1,0.481782,0,0.479796,1e-07,"strict_child_lp_bound_improvement"
L1.0.1.1.0.0,0.479796,L1.0.1.1.0.0.0,0.48623,0,L1.0.1.1.0.0.1,0.480986,0,0.480986,1e-07,"strict_child_lp_bound_improvement"
L1.0.1.1.0.0.1,0.480986,L1.0.1.1.0.0.1.0,0.482216,0,L1.0.1.1.0.0.1.1,0.48165,0,0.48165,1e-07,"strict_child_lp_bound_improvement"
L1.0.1.1.0.0.1.1,0.48165,L1.0.1.1.0.0.1.1.0,0.481878,0,L1.0.1.1.0.0.1.1.1,0.481984,0,0.481878,1e-07,"strict_child_lp_bound_improvement"
L1.0.1.1.0.1,0.481782,L1.0.1.1.0.1.0,0.481898,0,L1.0.1.1.0.1.1,0.483419,0,0.481898,1e-07,"strict_child_lp_bound_improvement"
L1.0.1.1.0.1.0,0.481898,L1.0.1.1.0.1.0.0,0.482037,0,L1.0.1.1.0.1.0.1,0.482671,0,0.482037,1e-07,"strict_child_lp_bound_improvement"
