variant_name,time_limit_seconds,interval_id,call_index,vehicle,depth,labels_generated,labels_kept,labels_expanded,pruned_duration,pruned_load,pruned_station,pruned_support,pruned_reduced_cost,pruned_dominance,duplicate_states,operation_states_generated,operation_states_pruned,columns_generated,negative_columns_found,best_reduced_cost
baseline_moderate_seed3301_1200,1200,2,0,aggregate,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0.00299079892788
baseline_moderate_seed3301_1200,1200,2,0,aggregate,2,1,0,1,0,0,0,0,0,0,0,12,0,1,0,0.00289622821079
baseline_moderate_seed3301_1200,1200,2,0,aggregate,3,1,0,1,0,0,0,0,0,0,0,32,54,1,1,-0.0431597110106
baseline_moderate_seed3301_1200,1200,2,0,aggregate,4,1,0,1,0,0,0,0,0,0,0,160,54,1,1,-0.0329390222398
baseline_moderate_seed3301_1200,1200,2,0,aggregate,5,6,0,6,0,0,0,0,0,0,0,1205,317,6,6,-0.0305150254387
baseline_moderate_seed3301_1200,1200,2,0,aggregate,6,78,0,78,0,0,0,0,0,0,0,13500,3155,78,78,-0.0416911688008
baseline_moderate_seed3301_1200,1200,2,0,aggregate,7,1092,0,1092,0,0,0,0,0,0,0,138636,27714,996,996,-0.0426368759716
baseline_moderate_seed3301_1200,1200,2,0,aggregate,8,13651,0,13651,539,0,0,0,0,0,0,1015753,181673,8178,8079,-0.0422067451224
baseline_moderate_seed3301_1200,1200,2,0,aggregate,9,124668,0,124668,39144,0,0,0,0,0,0,5439988,904698,30686,30686,-0.0386721645713
baseline_moderate_seed3301_1200,1200,2,0,aggregate,10,814035,0,814035,557312,0,0,0,0,0,0,21832569,3480518,114957,114761,-0.0326344499775
baseline_moderate_seed3301_1200,1200,2,0,aggregate,11,3901496,0,3901496,4238849,0,0,0,0,0,0,67729242,10489992,195536,195536,-0.0316026826771
baseline_moderate_seed3301_1200,1200,2,0,aggregate,12,13869733,0,13869733,21243728,0,0,0,0,0,0,165343518,25155727,337698,337614,-0.0301486579019
baseline_moderate_seed3301_1200,1200,2,0,aggregate,13,36756791,0,36756791,74201066,0,0,0,0,0,0,323284403,48568635,61837,61837,-0.0266140773508
baseline_moderate_seed3301_1200,1200,2,0,aggregate,14,74329853,0,74329853,182967678,0,0,0,0,0,0,511445619,76270351,47150,47150,-0.0252546232926
baseline_moderate_seed3301_1200,1200,2,0,aggregate,15,117634779,0,117634779,328344335,0,0,0,0,0,0,659986796,97956576,8186,8186,-0.0201793281423
baseline_moderate_seed3301_1200,1200,2,0,aggregate,16,145352186,0,145352186,442821709,0,0,0,0,0,0,693591285,101179096,0,0,
baseline_moderate_seed3301_1200,1200,2,0,aggregate,17,136690385,0,136690385,444718359,0,0,0,0,0,0,574898424,79438590,0,0,
baseline_moderate_seed3301_1200,1200,2,0,aggregate,18,94048828,0,94048828,316022327,0,0,0,0,0,0,345005919,42666426,0,0,
baseline_moderate_seed3301_1200,1200,2,0,aggregate,19,43180219,0,43180219,144917437,0,0,0,0,0,0,131454882,13489830,0,0,
baseline_moderate_seed3301_1200,1200,2,0,aggregate,20,9992750,0,9992750,33187469,0,0,0,0,0,0,23311374,1809860,0,0,
