run_id,elapsed_time,node_count,open_nodes,simplex_iterations,native_tree_memory_mb,source
stage1__tight_T_seed3101__f1__300s,0.017016099999999999,0,1,0,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
stage1__tight_T_seed3101__f1__300s,0.017118000000000001,0,1,0,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
stage1__tight_T_seed3101__f1__300s,5.5100455000000004,0,1,13687,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
stage1__tight_T_seed3101__f1__300s,274.01854489999999,3197,1166,1533157,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
