telemetry_seconds,event,leaf_id,global_lb,verified_ub
0.0230063,initialize,R,0,0.0192781
0.328734,lp_complete,R,0.00301644,0.0192781
0.328769,atomic_split,R,0.00301644,0.0192781
0.65414,lp_complete,R.0,0.00301644,0.0192781
0.654162,atomic_split,R.0,0.00301644,0.0192781
0.922073,lp_complete,R.1,0.00313158,0.0192781
0.922098,atomic_split,R.1,0.00313158,0.0192781
1.2494,lp_complete,R.0.0,0.00313158,0.0192781
1.24943,atomic_split,R.0.0,0.00313158,0.0192781
1.60307,lp_complete,R.0.1,0.0032094,0.0192781
1.60309,atomic_split,R.0.1,0.0032094,0.0192781
1.93625,lp_complete,R.0.0.0,0.0032094,0.0192781
1.93627,atomic_split,R.0.0.0,0.0032094,0.0192781
2.25787,lp_complete,R.0.0.1,0.00326366,0.0192781
2.2579,atomic_split,R.0.0.1,0.00326366,0.0192781
2.55125,lp_complete,R.0.0.0.0,0.00326366,0.0192781
2.55128,atomic_split,R.0.0.0.0,0.00326366,0.0192781
2.8527,lp_complete,R.0.0.0.1,0.00347235,0.0192781
2.85272,atomic_split,R.0.0.0.1,0.00347235,0.0192781
3.01637,lp_infeasible,R.0.0.0.0.0,0.00347235,0.0192781
3.31048,lp_complete,R.0.0.0.0.1,0.00378615,0.0192781
3.31053,atomic_split,R.0.0.0.0.1,0.00378615,0.0192781
3.62598,lp_complete,R.0.0.0.0.1.1,0.00378615,0.0192781
3.62601,atomic_split,R.0.0.0.0.1.1,0.00378615,0.0192781
3.92373,lp_complete,R.0.0.0.0.1.0,0.00390203,0.0192781
3.92379,atomic_split,R.0.0.0.0.1.0,0.00390203,0.0192781
4.21985,lp_complete,R.0.0.0.0.1.0.0,0.00390203,0.0192781
4.21988,atomic_split,R.0.0.0.0.1.0.0,0.00390203,0.0192781
4.51486,lp_complete,R.0.0.0.0.1.0.1,0.00394404,0.0192781
4.51489,atomic_split,R.0.0.0.0.1.0.1,0.00394404,0.0192781
4.80821,lp_complete,R.0.0.0.0.1.1.1,0.00394404,0.0192781
4.80824,atomic_split,R.0.0.0.0.1.1.1,0.00394404,0.0192781
5.10998,lp_complete,R.0.0.0.0.1.1.0,0.00396061,0.0192781
5.11001,atomic_split,R.0.0.0.0.1.1.0,0.00396061,0.0192781
5.39296,lp_complete,R.0.0.0.0.1.0.0.0,0.00396061,0.0192781
5.43506,terminal_mip_complete,R.0.0.0.0.1.0.0.0,0.00396061,0.0192781
5.74823,lp_complete,R.0.0.0.0.1.0.0.1,0.00398102,0.0192781
5.78975,terminal_mip_complete,R.0.0.0.0.1.0.0.1,0.00398102,0.0192781
6.10346,lp_complete,R.0.0.0.0.1.0.1.0,0.00398102,0.0192781
6.14682,terminal_mip_complete,R.0.0.0.0.1.0.1.0,0.00398102,0.0192781
6.45424,lp_complete,R.0.0.0.0.1.0.1.1,0.00400231,0.0192781
6.49757,terminal_mip_complete,R.0.0.0.0.1.0.1.1,0.00400231,0.0192781
6.79575,lp_complete,R.0.0.0.0.1.1.0.0,0.00400231,0.0192781
6.83685,terminal_mip_complete,R.0.0.0.0.1.1.0.0,0.00400231,0.0192781
7.12737,lp_complete,R.0.0.0.0.1.1.0.1,0.00402289,0.0192781
