vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,7,8,8,0,0,8,364.7568820675963,480.0,11
0,2,7,8,10,0,7,8,1,645.3555052868189,420.0,14
0,3,8,10,5,10,0,1,11,397.84914910321726,600.0,12
0,4,10,5,0,0,5,11,6,505.26502868047714,300.0,10
1,1,0,11,1,7,0,0,7,375.26285650467645,420.0,8
1,2,11,1,4,8,0,7,15,438.6630376203066,480.0,9
1,3,1,4,12,0,6,15,9,165.99045103726837,360.0,15
1,4,4,12,2,0,4,9,5,459.8861872350763,240.0,9
1,5,12,2,3,4,0,5,9,326.24120604139813,240.0,5
1,6,2,3,6,0,5,9,4,224.41456076748526,300.0,10
1,7,3,6,9,0,4,4,0,113.75770669701946,240.0,12
1,8,6,9,0,9,0,0,9,523.7242179812745,540.0,12
