leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,status,base_lb,final_lb,cutoff,attempts,parent_replaced,closure_source,canonical_model_path,canonical_sha256,model_scope,row_signature,artifact_generations,artifact_reuses
L0,,0,-1,0,0.23749999999999999,closed,0,1.7493134520506337,1.7493134520506337,1,0,native_static_leaf_infeasible,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage2__high_imbalance_seed3202__t_cpx_ext_pon__300s\external\models\L0.lp,e97bb5593c5c8d3b73d88829f9797ecbcca8e92d13ff7cdeb4d6260550712259,complete_original_compact_milp_intersected_with_static_gini_interval,e97bb5593c5c8d3b73d88829f9797ecbcca8e92d13ff7cdeb4d6260550712259,1,0
L1,,0,-1,0.23749999999999999,0.47499999999999998,closed,0.23749999999999999,1.7493134520506337,1.7493134520506337,1,0,native_static_leaf_infeasible,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage2__high_imbalance_seed3202__t_cpx_ext_pon__300s\external\models\L1.lp,3b46039f3b4baba20ae33022cfae5042e961dee006b0bcf6ea3c6d1b51d70f6f,complete_original_compact_milp_intersected_with_static_gini_interval,3b46039f3b4baba20ae33022cfae5042e961dee006b0bcf6ea3c6d1b51d70f6f,1,0
L2,,0,-1,0.47499999999999998,0.71249999999999991,replaced,0.47499999999999998,1.7001637259796041,1.7493134520506337,2,1,,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage2__high_imbalance_seed3202__t_cpx_ext_pon__300s\external\models\L2.lp,d06a408f65bd5d597bc41c3d0eb049a8c92a48e12ab7a4e64cc6d77fff717fb7,complete_original_compact_milp_intersected_with_static_gini_interval,d06a408f65bd5d597bc41c3d0eb049a8c92a48e12ab7a4e64cc6d77fff717fb7,1,1
L3,,0,-1,0.71249999999999991,0.94999999999999996,closed,0.71249999999999991,1.7493134520506337,1.7493134520506337,1,0,native_static_leaf_infeasible,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage2__high_imbalance_seed3202__t_cpx_ext_pon__300s\external\models\L3.lp,4de743aa44788746a75ee440c8d23e598afc76f5b13d5562b5ecb10e7d9d2a44,complete_original_compact_milp_intersected_with_static_gini_interval,4de743aa44788746a75ee440c8d23e598afc76f5b13d5562b5ecb10e7d9d2a44,1,0
L2.0,L2,1,0,0.47499999999999998,0.59375,replaced,1.7001637259796041,1.7071873441213097,1.7493134520506337,2,1,,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage2__high_imbalance_seed3202__t_cpx_ext_pon__300s\external\models\L2.0.lp,084ef48da13aff276049662c22c84ddefcb39839db7cdb7853b06063060a601f,complete_original_compact_milp_intersected_with_static_gini_interval,084ef48da13aff276049662c22c84ddefcb39839db7cdb7853b06063060a601f,1,1
L2.1,L2,1,1,0.59375,0.71249999999999991,closed,1.7001637259796041,1.7493134520506337,1.7493134520506337,1,0,native_static_leaf_infeasible,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage2__high_imbalance_seed3202__t_cpx_ext_pon__300s\external\models\L2.1.lp,90dab83c203443df5c270b48dc952f50a18f19e396fae8cfbbb6b3b1ebf52112,complete_original_compact_milp_intersected_with_static_gini_interval,90dab83c203443df5c270b48dc952f50a18f19e396fae8cfbbb6b3b1ebf52112,1,0
L2.0.0,L2.0,2,0,0.47499999999999998,0.53437500000000004,open,1.7071873441213097,1.7071873441213097,1.7493134520506337,2,0,,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage2__high_imbalance_seed3202__t_cpx_ext_pon__300s\external\models\L2.0.0.lp,b2df48ad5e03c6ffb31d4b6682827a5bec7078f1e0ce8864aad9f4adadaa8d7d,complete_original_compact_milp_intersected_with_static_gini_interval,b2df48ad5e03c6ffb31d4b6682827a5bec7078f1e0ce8864aad9f4adadaa8d7d,1,1
L2.0.1,L2.0,2,1,0.53437500000000004,0.59375,open,1.7071873441213097,1.7100485008994175,1.7493134520506337,1,0,,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage2__high_imbalance_seed3202__t_cpx_ext_pon__300s\external\models\L2.0.1.lp,0b33ccb4e8e75667cfed12c391363257583dac8c4bdb96cec814909e4a93e086,complete_original_compact_milp_intersected_with_static_gini_interval,0b33ccb4e8e75667cfed12c391363257583dac8c4bdb96cec814909e4a93e086,1,0
