parent_id,eligible,decision_valid,split,child_infeasibility_trigger,strict_bound_trigger,normalized_disjunction_gain,parent_native_bound_target,target_phase_required,reason,b_plus,eta_proof,eta_anchor,normalization_source,normalization_upper_bound
L0,true,1,1,0,0,0.18487858125460366,,0,"adaptive_mass_score_reaches_tau",0.033181515548994886,0.18487858125460366,0.18487858125460366,"proof",0.04915255266474515
L0.0,true,1,0,0,0,0,,0,"adaptive_mass_no_strict_child_improvement",0.037023531980125257,0,0,"proof",0.04915255266474515
