decision_sequence,K0,tau,interval_id,parent_id,depth,gamma_L,gamma_U,B_p,B_L,B_R,U,proof_gap,g_L_raw,g_R_raw,g_L,g_R,eta,mu,S_AM,adaptive_rho_I,score_tolerance,selected_action,native_target,deterministic_reason,coverage_update
1,1,0.079149999999999998,"L0","",0,0,0.04915255266474515,0.029559107138148299,0.033181515548994886,0.044264412577495041,0.04915255266474515,0.01959344552659685,0.18487858125460366,0.75052166906454654,0.18487858125460366,0.75052166906454654,0.18487858125460366,0.4677001251595751,0.086467735592102801,0.16923236865287289,5.1037475773965428e-06,"split",,"adaptive_mass_score_reaches_tau","atomic_parent_replaced_by_two_children"
2,1,0.079149999999999998,"L0.0","L0",1,0,0.024576276332372575,0.044405043752714236,0.037023531980125257,0.040577244234631035,0.04915255266474515,0.0047475089120309136,-1.5548178864673849,-0.80627537283457684,0,0,0,0,0,1,2.10636782124448e-05,"exact-close",,"adaptive_mass_no_strict_child_improvement","parent_coverage_retained"
