instance,strict_certificate,certificate_class,rejection_reason,root_coverage,parent_child_coverage,all_leaves_closed,all_bounds_valid,leaf_bounds_monotone,global_bound_monotone,lifecycle_complete,feasibility_consistency,lower_bound,verified_upper_bound,gap,false_certificate
"moderate_seed3301.txt",0,"certificate_rejected","relevant_leaf_open",1,1,0,1,1,1,1,1,0.046811484035223283,0.04915255266474515,0.04762862766232296,0
