parent_id,depth,phase,eligible,split_point,unconditional,child_lookahead_required,reason
R,0,initial_partition,1,0.34279874155221796,1,false,"accepted_initial_partition_breakpoint"
R.0,1,initial_partition,1,0.17139937077610898,1,false,"accepted_initial_partition_breakpoint"
R.1,1,initial_partition,1,0.51419811232832691,1,false,"accepted_initial_partition_breakpoint"
R.0.1,2,adaptive_refinement,1,0.25709905616416345,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1,3,adaptive_refinement,1,0.2999488988581907,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1.0,4,adaptive_refinement,1,0.27852397751117708,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1.1,4,adaptive_refinement,1,0.32137382020520433,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1.0.0,5,adaptive_refinement,1,0.26781151683767024,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1.0.1,5,adaptive_refinement,1,0.28923643818468392,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1.0.0.0,6,adaptive_refinement,1,0.26245528650091687,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1.0.0.1,6,adaptive_refinement,1,0.27316774717442366,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1.0.0.1.0,7,adaptive_refinement,1,0.27048963200604692,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1.0.0.1.1,7,adaptive_refinement,1,0.2758458623428004,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1.0.0.1.0.0,8,adaptive_refinement,1,0.26915057442185858,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1.0.0.1.0.1,8,adaptive_refinement,1,0.27182868959023532,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1.0.0.1.0.1.1,9,adaptive_refinement,1,0.27249821838232946,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1.0.0.1.0.1.0,9,adaptive_refinement,1,0.27115916079814112,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1.0.0.1.0.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
