parent_id,parent_bound,child_id,child_inherited_bound,inheritance_valid,source
R,0.36161,R.0,0.36161,true,"inherited_complete_parent_lp_bound"
R,0.36161,R.1,0.36161,true,"inherited_complete_parent_lp_bound"
R.0,0.390355,R.0.0,0.390355,true,"inherited_complete_parent_lp_bound"
R.0,0.390355,R.0.1,0.390355,true,"inherited_complete_parent_lp_bound"
R.1,0.623055,R.1.0,0.623055,true,"inherited_complete_parent_lp_bound"
R.1,0.623055,R.1.1,0.623055,true,"inherited_complete_parent_lp_bound"
R.0.1,0.486616,R.0.1.0,0.486616,true,"inherited_complete_parent_lp_bound"
R.0.1,0.486616,R.0.1.1,0.486616,true,"inherited_complete_parent_lp_bound"
R.0.1.1,0.540854,R.0.1.1.0,0.540854,true,"inherited_complete_parent_lp_bound"
R.0.1.1,0.540854,R.0.1.1.1,0.540854,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0,0.542319,R.0.1.1.0.0,0.542319,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0,0.542319,R.0.1.1.0.1,0.542319,true,"inherited_complete_parent_lp_bound"
R.0.1.1.1,0.580205,R.0.1.1.1.0,0.580205,true,"inherited_complete_parent_lp_bound"
R.0.1.1.1,0.580205,R.0.1.1.1.1,0.580205,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0,0.543791,R.0.1.1.0.0.0,0.543791,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0,0.543791,R.0.1.1.0.0.1,0.543791,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.1,0.55878,R.0.1.1.0.1.0,0.55878,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.1,0.55878,R.0.1.1.0.1.1,0.55878,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0.0,0.563289,R.0.1.1.0.0.0.0,0.563289,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0.0,0.563289,R.0.1.1.0.0.0.1,0.563289,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0.1,0.550094,R.0.1.1.0.0.1.0,0.550094,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0.1,0.550094,R.0.1.1.0.0.1.1,0.550094,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0.1.0,0.550808,R.0.1.1.0.0.1.0.0,0.550808,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0.1.0,0.550808,R.0.1.1.0.0.1.0.1,0.550808,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0.1.1,0.553656,R.0.1.1.0.0.1.1.0,0.553656,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0.1.1,0.553656,R.0.1.1.0.0.1.1.1,0.553656,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0.1.0.0,0.553932,R.0.1.1.0.0.1.0.0.0,0.553932,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0.1.0.0,0.553932,R.0.1.1.0.0.1.0.0.1,0.553932,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0.1.0.1,0.552203,R.0.1.1.0.0.1.0.1.0,0.552203,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0.1.0.1,0.552203,R.0.1.1.0.0.1.0.1.1,0.552203,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0.1.0.1.1,0.552921,R.0.1.1.0.0.1.0.1.1.0,0.552921,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0.1.0.1.1,0.552921,R.0.1.1.0.0.1.0.1.1.1,0.552921,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0.1.0.1.0,0.552812,R.0.1.1.0.0.1.0.1.0.0,0.552812,true,"inherited_complete_parent_lp_bound"
R.0.1.1.0.0.1.0.1.0,0.552812,R.0.1.1.0.0.1.0.1.0.1,0.552812,true,"inherited_complete_parent_lp_bound"
