step,process_seconds,kind,vehicle,pickup,drop,quantity,pickup_leg,drop_leg,travel_delta,added_duration,first,second,delta,F,G,P,insertion_placements,insertion_quantities,quantity_feasible,status
0,0.25518299999999999,none,-1,0,0,0,-1,-1,0,0,0,0,0,0.1880109228324825,0.049281519992033486,0.92486268560299345,0,0,0,initial_verified
1,0.25554539999999998,quantity,-1,0,0,0,-1,-1,0,0,17,23,2,0.18262842010631009,0.048837292720406544,0.89194084923935701,0,0,1996,accepted_verified
2,0.25584230000000002,quantity,-1,0,0,0,-1,-1,0,0,15,30,1,0.18046701581558017,0.048321978429676622,0.88096691590602372,0,0,3921,accepted_verified
3,0.25615830000000001,quantity,-1,0,0,0,-1,-1,0,0,18,23,1,0.17849688101483507,0.047792171356204269,0.87136473105753887,0,0,5844,accepted_verified
4,0.25639119999999999,quantity,-1,0,0,0,-1,-1,0,0,19,24,-1,0.17654776316301263,0.04604880831207412,0.86999303233959013,0,0,7731,accepted_verified
5,0.25662079999999998,quantity,-1,0,0,0,-1,-1,0,0,9,17,1,0.17560587870637964,0.04366659562014702,0.87959522057488426,0,0,9617,accepted_verified
6,0.25685279999999999,quantity,-1,0,0,0,-1,-1,0,0,7,30,1,0.17478993193288328,0.045114026346650654,0.86450603724155095,0,0,11505,accepted_verified
6,0.25708039999999999,none,-1,0,0,0,-1,-1,0,0,0,0,0,0.17478993193288328,0.045114026346650654,0.86450603724155095,0,0,13393,joint_neighborhood_exhausted
