step,process_seconds,kind,vehicle,pickup,drop,quantity,pickup_leg,drop_leg,travel_delta,added_duration,first,second,delta,F,G,P,insertion_placements,insertion_quantities,quantity_feasible,status
0,0.241456,none,-1,0,0,0,-1,-1,0,0,0,0,0,0.26123887864283685,0.092056759782881067,1.1278807923997054,0,0,0,initial_verified
0,0.241836,none,-1,0,0,0,-1,-1,0,0,0,0,0,0.26123887864283685,0.092056759782881067,1.1278807923997054,0,0,2484,joint_neighborhood_exhausted
