step,process_seconds,kind,vehicle,pickup,drop,quantity,pickup_leg,drop_leg,travel_delta,added_duration,first,second,delta,F,G,P,insertion_placements,insertion_quantities,quantity_feasible,status
0,0.25305640000000001,none,-1,0,0,0,-1,-1,0,0,0,0,0,0.1880109228324825,0.049281519992033486,0.92486268560299345,0,0,0,initial_verified
0,0.25332290000000002,none,-1,0,0,0,-1,-1,0,0,0,0,0,0.1880109228324825,0.049281519992033486,0.92486268560299345,0,0,2002,joint_neighborhood_exhausted
