parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L2,2.28726,L2.0,0,1,L2.1,2.14324,0,2.14324,1e-07,"current_complete_child_infeasibility"
L2.1,2.28726,L2.1.0,2.14568,0,L2.1.1,2.18209,0,2.14568,1e-07,"current_child_gain_not_strict"
