leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,telemetry_seconds
L0,"",0,0,0.13841904360961269,1,0,1,0,0,"INFEASIBLE",0.064722578536464195,0.099150299999999997
L1,"",0,0.13841904360961269,0.27683808721922537,1,1,0,1,0.42772629689332248,"OPTIMAL",0.13978183742367398,0.2104384
L2,"",0,0.27683808721922537,0.41525713082883808,1,1,0,1,0.53047341808071125,"OPTIMAL",0.11223993764519082,0.31484129999999999
L3,"",0,0.41525713082883808,0.55367617443845074,1,0,1,0,0,"INFEASIBLE",0.00085152100000000005,0.38031959999999998
L1.0,"L1",1,0.13841904360961269,0.20762856541441904,1,1,0,1,0.45965222384863325,"OPTIMAL",0.13983151884763273,4.6457617000000004
L1.1,"L1",1,0.20762856541441904,0.27683808721922537,1,1,0,1,0.47041534352598635,"OPTIMAL",0.13909240869926653,4.7574592999999998
L2.0,"L2",1,0.27683808721922537,0.34604760902403175,1,1,0,1,0.53047341808071125,"OPTIMAL",0.10916467494178522,6.3153731999999998
L2.1,"L2",1,0.34604760902403175,0.41525713082883808,1,0,1,0,0,"INFEASIBLE",0.000851635,6.3811594999999999
L2.0.0,"L2.0",2,0.27683808721922537,0.31144284812162859,1,1,0,1,0.53047341808071125,"OPTIMAL",0.11566236340620985,6.4884374999999999
L2.0.1,"L2.0",2,0.31144284812162859,0.34604760902403175,1,0,1,0,0,"INFEASIBLE",0.09209123426117212,6.5833035999999998
L2.0.0.0,"L2.0.0",3,0.27683808721922537,0.29414046767042701,1,1,0,1,0.53047341808071125,"OPTIMAL",0.11754418475289627,6.6875651999999999
L2.0.0.1,"L2.0.0",3,0.29414046767042701,0.31144284812162859,1,1,0,1,0.54777579853191283,"OPTIMAL",0.12476004885953505,6.7928363999999997
