run_id,parent_uid,parent_parent_uid,parent_native_depth,parent_gini_generation,child_gini_generation,parent_gamma_L,parent_gamma_U,split,parent_relaxation,lower_uid,lower_gamma_L,lower_gamma_U,lower_estimate,lower_gamma_floor,lower_weighted_penalty_lb,lower_domain_estimate,lower_lift,lower_station_deviation_lbs,upper_uid,upper_gamma_L,upper_gamma_U,upper_estimate,upper_gamma_floor,upper_weighted_penalty_lb,upper_domain_estimate,upper_lift,upper_station_deviation_lbs,estimate_mode,sibling_discriminated,creation_time,creation_node_count,open_nodes,simplex_iterations,validity_status,failure_reason
stage1__tight_T_seed3101__factory_delta__300s,0,-1,0,0,1,0,0.10725273413399999,0.053626367066970722,0.0077339630292814808,1,0,0.053626367066970722,0.0077339630292814808,0,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0.053626367066970722,0.10725273413399999,0.053626367066970722,0.053626367066970722,0,0.053626367066970722,0.045892404037689238,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,true,1.9588117,0,1,2862,passed,
stage1__tight_T_seed3101__factory_delta__300s,1,0,1,1,2,0,0.053626367066970722,0.026813183533485361,0.0077378492799194728,3,0,0.026813183533485361,0.0077378492799194728,0,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0.026813183533485361,0.053626367066970722,0.026813183533485361,0.026813183533485361,0,0.026813183533485361,0.01907533425356589,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,true,2.0320322000000002,1,2,2862,passed,
stage1__tight_T_seed3101__factory_delta__300s,3,1,2,2,3,0,0.026813183533485361,0.01340659176674268,0.0079331488068200857,5,0,0.01340659176674268,0.0079331488068200857,0,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0.01340659176674268,0.026813183533485361,0.01340659176674268,0.01340659176674268,0,0.01340659176674268,0.0054734429599225948,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,true,2.1228201000000002,2,3,2922,passed,
stage1__tight_T_seed3101__factory_delta__300s,5,3,3,3,4,0,0.01340659176674268,0.0067032958833713402,0.010395383771830018,7,0,0.0067032958833713402,0.010395383771830018,0,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,0.0067032958833713402,0.01340659176674268,0.010395383771830018,0.0067032958833713402,0,0.0067032958833713402,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,2.2154636000000001,3,4,3175,passed,
stage1__tight_T_seed3101__factory_delta__300s,7,5,4,4,5,0,0.0067032958833713402,0.0033516479416856701,0.019939492206307471,9,0,0.0033516479416856701,0.019939492206307471,0,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,10,0.0033516479416856701,0.0067032958833713402,0.019939492206307471,0.0033516479416856701,0,0.0033516479416856701,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,2.4066459,4,5,3311,passed,
stage1__tight_T_seed3101__factory_delta__300s,8,5,4,4,5,0.0067032958833713402,0.01340659176674268,0.010054943825057011,0.013773718171106567,11,0.0067032958833713402,0.010054943825057011,0.013773718171106567,0.0067032958833713402,0,0.0067032958833713402,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,12,0.010054943825057011,0.01340659176674268,0.013773718171106567,0.010054943825057011,0,0.010054943825057011,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,2.5444908000000002,5,6,4313,passed,
stage1__tight_T_seed3101__factory_delta__300s,11,8,5,5,6,0.0067032958833713402,0.010054943825057011,0.0083791198542141759,0.015421747327208534,13,0.0067032958833713402,0.0083791198542141759,0.015421747327208534,0.0067032958833713402,0,0.0067032958833713402,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,14,0.0083791198542141759,0.010054943825057011,0.015421747327208534,0.0083791198542141759,0,0.0083791198542141759,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,2.6424949999999998,6,7,4890,passed,
stage1__tight_T_seed3101__factory_delta__300s,12,8,5,5,6,0.010054943825057011,0.01340659176674268,0.011730767795899846,0.015468490998139623,15,0.010054943825057011,0.011730767795899846,0.015468490998139623,0.010054943825057011,0,0.010054943825057011,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,16,0.011730767795899846,0.01340659176674268,0.015468490998139623,0.011730767795899846,0,0.011730767795899846,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,2.7208652999999998,7,8,5020,passed,
stage1__tight_T_seed3101__factory_delta__300s,15,12,6,6,7,0.010054943825057011,0.011730767795899846,0.010892855810478427,0.016123740541879674,17,0.010054943825057011,0.010892855810478427,0.016123740541879674,0.010054943825057011,0,0.010054943825057011,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,18,0.010892855810478427,0.011730767795899846,0.016123740541879674,0.010892855810478427,0,0.010892855810478427,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,2.8138523000000002,8,9,5134,passed,
stage1__tight_T_seed3101__factory_delta__300s,17,15,7,7,8,0.010054943825057011,0.010892855810478427,0.01047389981776772,0.016482690337999248,19,0.010054943825057011,0.01047389981776772,0.016482690337999248,0.010054943825057011,0,0.010054943825057011,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,20,0.01047389981776772,0.010892855810478427,0.016482690337999248,0.01047389981776772,0,0.01047389981776772,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,2.9220323000000001,9,10,5237,passed,
