vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,10,2,4,0,0,4,260.8781081281073,240.0,10
0,2,10,2,9,4,0,4,8,425.9045304363405,240.0,10
0,3,2,9,6,0,4,8,4,283.7326934554446,240.0,11
0,4,9,6,12,0,4,4,0,318.513963165054,240.0,11
0,5,6,12,4,4,0,0,4,390.5674204629165,240.0,10
0,6,12,4,0,0,4,4,0,395.5729033479551,240.0,11
1,1,0,7,11,4,0,0,4,399.78425085654226,240.0,11
1,2,7,11,3,3,0,4,7,412.9550928703471,180.0,11
1,3,11,3,5,0,4,7,3,218.4179685932318,240.0,10
1,4,3,5,8,4,0,3,7,460.56299534373437,240.0,12
1,5,5,8,0,0,4,7,3,401.7406835907395,240.0,10
