station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,7,11,7
2,14,10,10
3,6,10,10
4,7,11,11
5,16,12,12
6,7,11,11
7,15,11,11
8,6,10,10
9,7,11,11
10,14,10,10
11,14,10,11
12,14,10,10
