"instance","method","method_scope","status","objective","lower_bound","upper_bound","gap","runtime_seconds","wall_time_seconds","aggregate_worker_time_seconds","stop_reason","verifier_passed","certified_original_problem","unresolved_intervals","invalid_bound_intervals","open_nodes","nodes","columns","pricing_calls","pricing_time_seconds","master_time_seconds","bound_time_seconds","route_mask_time_seconds","bpc_workers","pricing_threads","parallel_frontier","parallel_nodes","parallel_tasks","result_file","log_file","notes"
"test_data_V10_M2_average.txt","gcap-frontier","original_bpc","optimal","0.463263009179","0.463263009179","0.463263009179","0","997.7915792","997.7915792","997.6164569","optimality_proven","True","True","0","0","0","26","11921","71","242.9604571","152.9754372","601.6805626","601.6805626","1","1","False","False","0","results\dynseq_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json","logs\dynseq_v10_m2_average_frontier_routemask_relax20_refine18_1200s.stdout.txt","Updated sequential reproduction; dynamic scheduling disabled."
"test_data_V10_M2_average.txt","gcap-frontier","original_bpc","optimal","0.463263009179","0.463263009179","0.463263009179","0","589.0030151","589.0030151","701.382235","optimality_proven","True","True","0","0","0","6","3302","13","67.2469561","30.4601875","603.6750914","603.6750914","4","1","True","False","16","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json","logs\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.stdout.txt","Dynamic incumbent-Gini-proximity initial frontier queue, 4 workers."
"test_data_V10_M2_average.txt","gcap-frontier","original_bpc","optimal","0.463263009179","0.463263009179","0.463263009179","0","588.6498867","588.6498867","706.4414469","optimality_proven","True","True","0","0","0","6","3304","14","66.1618656","32.354276","607.9253053","607.9253053","8","1","True","False","16","results\dyn8_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json","logs\dyn8_v10_m2_average_frontier_routemask_relax20_refine18_1200s.stdout.txt","Dynamic incumbent-Gini-proximity initial frontier queue, 8 workers."
"test_data_V10_M2_average.txt","gcap-frontier","original_bpc","optimal","0.463263009179","0.463263009179","0.463263009179","0","589.1565326","589.1565326","718.65326","optimality_proven","True","True","0","0","0","6","3304","14","65.6460858","32.4939836","620.5131906","620.5131906","12","1","True","False","16","results\dyn12_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json","logs\dyn12_v10_m2_average_frontier_routemask_relax20_refine18_1200s.stdout.txt","Dynamic incumbent-Gini-proximity initial frontier queue, 12 workers."
"test_data_V10_M2_average.txt","gcap-frontier","original_bpc","optimal","0.463263009179","0.463263009179","0.463263009179","0","589.453183","589.453183","730.8301627","optimality_proven","True","True","0","0","0","6","3304","14","65.2181611","32.9559568","632.6560448","632.6560448","16","1","True","False","16","results\dyn16_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json","logs\dyn16_v10_m2_average_frontier_routemask_relax20_refine18_1200s.stdout.txt","Dynamic incumbent-Gini-proximity initial frontier queue, 16 workers; no gain over 4 workers."
