"instance","run_label","method","top_status","interval_id","g_low","g_high","interval_status","interval_lower_bound","incumbent_cutoff","gap_contribution","route_mask_enabled","incumbent_cutoff_active","bpc_nodes","open_nodes","columns","pricing_calls","pricing_time_seconds","master_time_seconds","bound_time_seconds","route_mask_time_seconds","cuts_added","branching_decisions","reason_if_open","source_note","result_file"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","9","0.472566","0.525073","relaxation_lower_bound","0.691442","","","true","true","","","","","","","","","","","","interval 9 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.472566,0.525073], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=2.4503400795, min_station_bikes=133, s_upper=26.0816, objective_lb=0.691442, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242878829751100_18137369640724998020\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","9","0.472566","0.525073","unresolved_open_nodes","0.691442","0.840117","","","","1","1","329","3","","","","","0","","","interval 9 [0.472566,0.525073] complete=false, lower_bound_valid=true, certified_by_bound=false, empty_interval=false, has_incumbent=false, tree_lb=0.204298, interval_lb=0.691442, inventory_relax_lb=0.691442, resource_lb=0.204298, incumbent_metric=inf, incumbent_cutoff=0.840117, nodes=1, columns=329, pricing_calls=3, cuts_added=0, open_nodes=1","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","10","0.525073","0.57758","relaxation_lower_bound","0.743949","","","true","true","","","","","","","","","","","","interval 10 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.525073,0.57758], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=2.10029149671, min_station_bikes=133, s_upper=22.9144, objective_lb=0.743949, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242878829745400_8670141377090704656\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","10","0.525073","0.57758","unresolved_open_nodes","0.743949","0.840117","","","","1","1","329","3","","","","","0","","","interval 10 [0.525073,0.57758] complete=false, lower_bound_valid=true, certified_by_bound=false, empty_interval=false, has_incumbent=true, tree_lb=0.204298, interval_lb=0.743949, inventory_relax_lb=0.743949, resource_lb=0.204298, incumbent_metric=0.800775, incumbent_cutoff=0.840117, nodes=1, columns=329, pricing_calls=3, cuts_added=0, open_nodes=1","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","11","0.57758","0.630087","relaxation_lower_bound","0.796456","","","true","true","","","","","","","","","","","","interval 11 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.57758,0.630087], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=1.75024291393, min_station_bikes=133, s_upper=19.6531, objective_lb=0.796456, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242878829745400_4249528327736205830\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","11","0.57758","0.630087","unresolved_open_nodes","0.796456","0.840117","","","","1","1","329","3","","","","","0","","","interval 11 [0.57758,0.630087] complete=false, lower_bound_valid=true, certified_by_bound=false, empty_interval=false, has_incumbent=false, tree_lb=0.204298, interval_lb=0.796456, inventory_relax_lb=0.796456, resource_lb=0.204298, incumbent_metric=inf, incumbent_cutoff=0.840117, nodes=1, columns=329, pricing_calls=3, cuts_added=0, open_nodes=1","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","12","0.630087","0.682595","bound_fathomed_by_cutoff_relaxation","0.840117","","","true","true","","","","","","","","","","","","interval 12 inventory relaxation: inventory-route-Gini cutoff relaxation infeasible; no incumbent-improving solution exists in this interval: interval=[0.630087,0.682595], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=1.40019433114, min_station_bikes=133, objective_lb=0.840117, lp=results\bound_work\test_data_V10_M1_average_1781242878829785300_1230235464250880600\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","","","","bound_fathomed","","","","","","","","","","","","","","","","","interval 12 bound-fathomed by final-inventory relaxation before branch-price tree","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","13","0.682595","0.735102","bound_fathomed_by_cutoff_relaxation","0.840117","","","true","true","","","","","","","","","","","","interval 13 inventory relaxation: inventory-route-Gini cutoff relaxation infeasible; no incumbent-improving solution exists in this interval: interval=[0.682595,0.735102], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=1.05014574836, min_station_bikes=133, objective_lb=0.840117, lp=results\bound_work\test_data_V10_M1_average_1781242889785457700_8670141377090704656\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","","","","bound_fathomed","","","","","","","","","","","","","","","","","interval 13 bound-fathomed by final-inventory relaxation before branch-price tree","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","14","0.735102","0.787609","bound_fathomed_by_cutoff_relaxation","0.840117","","","true","true","","","","","","","","","","","","interval 14 inventory relaxation: inventory-route-Gini cutoff relaxation infeasible; no incumbent-improving solution exists in this interval: interval=[0.735102,0.787609], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=0.70009716557, min_station_bikes=133, objective_lb=0.840117, lp=results\bound_work\test_data_V10_M1_average_1781242890259432500_8670141377090704656\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","","","","bound_fathomed","","","","","","","","","","","","","","","","","interval 14 bound-fathomed by final-inventory relaxation before branch-price tree","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","15","0.787609","0.840117","bound_fathomed_by_cutoff_relaxation","0.840117","","","true","true","","","","","","","","","","","","interval 15 inventory relaxation: inventory-route-Gini cutoff relaxation infeasible; no incumbent-improving solution exists in this interval: interval=[0.787609,0.840117], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=0.350048582785, min_station_bikes=133, objective_lb=0.840117, lp=results\bound_work\test_data_V10_M1_average_1781242890515141900_8670141377090704656\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","","","","bound_fathomed","","","","","","","","","","","","","","","","","interval 15 bound-fathomed by final-inventory relaxation before branch-price tree","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","16","0.210029","0.236283","bound_fathomed_by_cutoff_relaxation","0.840117","","","true","true","","","","","","","","","","","","adaptive split pass 1 child interval 16 inventory relaxation: inventory-route-Gini cutoff relaxation infeasible; no incumbent-improving solution exists in this interval: interval=[0.210029,0.236283], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=4.20058299342, min_station_bikes=133, objective_lb=0.840117, lp=results\bound_work\test_data_V10_M1_average_1781242904672754500_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","","","","bound_fathomed","","","","","","","","","","","","","","","","","adaptive split pass 1 child interval 16 bound-fathomed by inherited/relaxation lower bound","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","17","0.236283","0.262536","relaxation_lower_bound","0.475638","","","true","true","","","","","","","","","","","","adaptive split pass 1 child interval 17 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.236283,0.262536], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=4.02555870203, min_station_bikes=133, s_upper=31.25, objective_lb=0.475638, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242906737107700_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","18","0.262536","0.28879","relaxation_lower_bound","0.491826","","","true","true","","","","","","","","","","","","adaptive split pass 1 child interval 18 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.262536,0.28879], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=3.85053441064, min_station_bikes=133, s_upper=31.25, objective_lb=0.491826, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242908670417700_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","19","0.28879","0.315044","relaxation_lower_bound","0.515253","","","true","true","","","","","","","","","","","","adaptive split pass 1 child interval 19 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.28879,0.315044], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=3.67551011924, min_station_bikes=133, s_upper=31.25, objective_lb=0.515253, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242910557183600_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","20","0.236283","0.24941","relaxation_lower_bound","0.481539","","","true","true","","","","","","","","","","","","adaptive split pass 2 child interval 20 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.236283,0.24941], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=4.02555870203, min_station_bikes=133, s_upper=31.25, objective_lb=0.481539, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242912580201200_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","21","0.24941","0.262536","relaxation_lower_bound","0.488765","","","true","true","","","","","","","","","","","","adaptive split pass 2 child interval 21 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.24941,0.262536], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=3.93804655633, min_station_bikes=133, s_upper=31.25, objective_lb=0.488765, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242914652382900_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","22","0.262536","0.275663","relaxation_lower_bound","0.494652","","","true","true","","","","","","","","","","","","adaptive split pass 2 child interval 22 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.262536,0.275663], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=3.85053441064, min_station_bikes=133, s_upper=31.25, objective_lb=0.494652, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242916557989100_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","23","0.275663","0.28879","relaxation_lower_bound","0.504953","","","true","true","","","","","","","","","","","","adaptive split pass 2 child interval 23 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.275663,0.28879], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=3.76302226494, min_station_bikes=133, s_upper=31.25, objective_lb=0.504953, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242918437599000_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","24","0.236283","0.242846","relaxation_lower_bound","0.486746","","","true","true","","","","","","","","","","","","adaptive split pass 3 child interval 24 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.236283,0.242846], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=4.02555870203, min_station_bikes=133, s_upper=31.25, objective_lb=0.486746, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242920268972300_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","25","0.242846","0.24941","relaxation_lower_bound","0.488102","","","true","true","","","","","","","","","","","","adaptive split pass 3 child interval 25 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.242846,0.24941], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=3.98180262918, min_station_bikes=133, s_upper=31.25, objective_lb=0.488102, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242922747600600_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","26","0.24941","0.255973","relaxation_lower_bound","0.492236","","","true","true","","","","","","","","","","","","adaptive split pass 3 child interval 26 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.24941,0.255973], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=3.93804655633, min_station_bikes=133, s_upper=31.25, objective_lb=0.492236, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242924683926900_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","27","0.255973","0.262536","relaxation_lower_bound","0.495328","","","true","true","","","","","","","","","","","","adaptive split pass 3 child interval 27 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.255973,0.262536], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=3.89429048348, min_station_bikes=133, s_upper=31.25, objective_lb=0.495328, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242927362940000_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","28","0.236283","0.239564","relaxation_lower_bound","0.490217","","","true","true","","","","","","","","","","","","adaptive split pass 4 child interval 28 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.236283,0.239564], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=4.02555870203, min_station_bikes=133, s_upper=31.25, objective_lb=0.490217, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242929820658400_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","29","0.239564","0.242846","relaxation_lower_bound","0.490027","","","true","true","","","","","","","","","","","","adaptive split pass 4 child interval 29 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.239564,0.242846], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=4.0036806656, min_station_bikes=133, s_upper=31.25, objective_lb=0.490027, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242932340117900_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","30","0.242846","0.246128","relaxation_lower_bound","0.489838","","","true","true","","","","","","","","","","","","adaptive split pass 4 child interval 30 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.242846,0.246128], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=3.98180262918, min_station_bikes=133, s_upper=31.25, objective_lb=0.489838, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242934530881200_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","31","0.246128","0.24941","relaxation_lower_bound","0.491384","","","true","true","","","","","","","","","","","","adaptive split pass 4 child interval 31 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.246128,0.24941], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=3.95992459276, min_station_bikes=133, s_upper=31.25, objective_lb=0.491384, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242936540449200_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","32","0.242846","0.244487","relaxation_lower_bound","0.491573","","","true","true","","","","","","","","","","","","adaptive split pass 5 child interval 32 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.242846,0.244487], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=3.98180262918, min_station_bikes=133, s_upper=31.25, objective_lb=0.491573, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242938477050800_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","33","0.244487","0.246128","relaxation_lower_bound","0.491479","","","true","true","","","","","","","","","","","","adaptive split pass 5 child interval 33 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.244487,0.246128], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=3.97086361097, min_station_bikes=133, s_upper=31.25, objective_lb=0.491479, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242940540237700_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","34","0.239564","0.241205","relaxation_lower_bound","0.491763","","","true","true","","","","","","","","","","","","adaptive split pass 5 child interval 34 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.239564,0.241205], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=4.0036806656, min_station_bikes=133, s_upper=31.25, objective_lb=0.491763, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242942525030600_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","35","0.241205","0.242846","relaxation_lower_bound","0.491668","","","true","true","","","","","","","","","","","","adaptive split pass 5 child interval 35 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.241205,0.242846], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=3.99274164739, min_station_bikes=133, s_upper=31.25, objective_lb=0.491668, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242945422165400_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","36","0.236283","0.237924","relaxation_lower_bound","0.491952","","","true","true","","","","","","","","","","","","adaptive split pass 6 child interval 36 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.236283,0.237924], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=4.02555870203, min_station_bikes=133, s_upper=31.25, objective_lb=0.491952, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242947613960200_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","37","0.237924","0.239564","relaxation_lower_bound","0.491858","","","true","true","","","","","","","","","","","","adaptive split pass 6 child interval 37 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.237924,0.239564], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=4.01461968382, min_station_bikes=133, s_upper=31.25, objective_lb=0.491858, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242949851682200_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","38","0.246128","0.247769","relaxation_lower_bound","0.49312","","","true","true","","","","","","","","","","","","adaptive split pass 6 child interval 38 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.246128,0.247769], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=3.95992459276, min_station_bikes=133, s_upper=31.25, objective_lb=0.49312, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242952370475500_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
"test_data_V10_M1_average.txt","V10_M1_no_external_300s","gcap-frontier","gcap_frontier_not_closed","39","0.247769","0.24941","relaxation_lower_bound","0.493025","","","true","true","","","","","","","","","","","","adaptive split pass 6 child interval 39 inventory relaxation: inventory-route-Gini relaxation lower bound: interval=[0.247769,0.24941], pickup_limit=30, route_visit_cuts=singletons+subsets_up_to_10, integer_inventory_relaxation=true, station_flow_conservation=true, depot_return_capacity=true, station_operation_capacity=true, route_mask_duration_load_relaxation=true, incumbent_cutoff_bound=true, penalty_budget=3.94898557454, min_station_bikes=133, s_upper=31.25, objective_lb=0.493025, status=integer optimal solution, lp=results\bound_work\test_data_V10_M1_average_1781242954334749100_15729502191765196471\inventory_gini_bound.lp","results\dyn4_v10_m1_average_frontier_300s.json"
