"instance","method","method_scope","solves_original_objective","is_bpc","certificate_type","status","objective","lower_bound","upper_bound","gap","runtime_seconds","wall_time_seconds","aggregate_worker_time_seconds","stop_reason","verifier_passed","certified_original_problem","unresolved_intervals","invalid_bound_intervals","open_nodes","nodes","columns","pricing_calls","pricing_time_seconds","master_time_seconds","bound_time_seconds","route_mask_time_seconds","bpc_workers","pricing_threads","parallel_frontier","parallel_nodes","parallel_tasks","result_file","log_file","notes"
"test_data_V8_M2_average.txt","gcap-frontier","original_bpc","True","True","full_gini_frontier_route_load_bpc","optimal","0.31908731186","0.31908731186","0.31908731186","0","444.4003881","444.4003881","938.2864208","optimality_proven","True","True","0","0","0","185","27868","522","206.964733","571.4083724","159.9133154","159.9133154","12","1","True","False","16","results\parallel12_v8_m2_average_frontier_routemask_relax20_900s.json","logs\parallel12_v8_m2_average_frontier_routemask_relax20_900s.stdout.txt","BPC certified, but slower than CPLEX."
"test_data_V8_M2_average.txt","cplex","plain_cplex","True","False","plain_cplex_compact_mip","optimal","0.31908731186","0.31908731186","0.31908731186","0","31.4133045","31.4133045","0","optimality_proven","True","True","0","0","0","48564","0","0","0","0","0","0","1","1","False","False","0","results\current_cplex_v8_m2_average_plain_120s.json","logs\current_cplex_v8_m2_average_plain_120s.log","Plain CPLEX certified."
"test_data_V10_M2_average.txt","gcap-frontier","original_bpc","True","True","full_gini_frontier_route_load_bpc","optimal","0.463263009179","0.463263009179","0.463263009179","0","997.7915792","997.7915792","997.6164569","optimality_proven","True","True","0","0","0","26","11921","71","242.9604571","152.9754372","601.6805626","601.6805626","1","1","False","False","0","results\dynseq_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json","logs\dynseq_v10_m2_average_frontier_routemask_relax20_refine18_1200s.stdout.txt","Sequential BPC certificate with cleaned timing fields."
"test_data_V10_M2_average.txt","gcap-frontier","original_bpc","True","True","full_gini_frontier_route_load_bpc","optimal","0.463263009179","0.463263009179","0.463263009179","0","589.0030151","589.0030151","701.382235","optimality_proven","True","True","0","0","0","6","3302","13","67.2469561","30.4601875","603.6750914","603.6750914","4","1","True","False","16","results\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.json","logs\dyn4_v10_m2_average_frontier_routemask_relax20_refine18_1200s.stdout.txt","Best stable parallel BPC certificate; CPLEX did not certify in 1200s."
"test_data_V10_M2_average.txt","cplex","plain_cplex","True","False","plain_cplex_compact_mip","not_certified","0.463263009179","0.45189466907","0.463263009179","0.0245397104541","1200.1489631","1200.1489631","0","time_limit","True","False","0","0","0","864089","0","0","0","0","0","0","1","1","False","False","0","results\paper_cplex_v10_m2_average_plain_1200s.json","logs\paper_cplex_v10_m2_average_plain_1200s.log","Plain CPLEX did not certify within 1200.15s; final gap positive."
"test_data_V10_M1_average.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.840116598684","0.491857533692","0.840116598684","0.414536584014","300.2742802","300.2742802","376.2850199","time_limit","True","False","23","0","33","24","6330","103","160.9179218","125.0283695","90.3387286","90.3387286","4","1","True","False","16","results\dyn4_v10_m1_average_frontier_300s.json","logs\dyn4_v10_m1_average_frontier_300s.stdout.txt","Additional V10 M1 BPC attempt did not close; incumbent weak."
"test_data_V10_M1_average.txt","cplex","plain_cplex","True","False","plain_cplex_compact_mip","optimal","0.49262512358","0.49262512358","0.49262512358","0","63.317532","63.317532","0","optimality_proven","True","True","0","0","0","130462","0","0","0","0","0","0","1","1","False","False","0","results\current2_cplex_v10_m1_average_plain_300s.json","logs\current2_cplex_v10_m1_average_plain_300s.log","Plain CPLEX certified."
"test_data_V10_M2_low.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","1.06046656248","0.818955","1.06046656248","0.22774085579","301.306861","301.306861","374.736628","time_limit","True","False","22","0","30","19","12954","51","149.9964118","66.4706152","158.269601","158.269601","4","1","True","False","16","results\dyn4_v10_m2_low_frontier_300s.json","logs\dyn4_v10_m2_low_frontier_300s.stdout.txt","Additional V10 M2 low BPC attempt did not close."
"test_data_V10_M2_low.txt","cplex","plain_cplex","True","False","plain_cplex_compact_mip","not_certified","0.824301313135","0.79305072817","0.824301313135","0.0379116040057","300.0873905","300.0873905","0","time_limit","True","False","0","0","0","230816","0","0","0","0","0","0","1","1","False","False","0","results\current2_cplex_v10_m2_low_plain_300s.json","logs\current2_cplex_v10_m2_low_plain_300s.log","Plain CPLEX did not certify within 300s; final gap positive."
"test_data_V12_M1_average.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.798129616416","0.65431157845","0.798129616416","0.180193836951","321.0856669","321.0856669","716.1468015","time_limit","True","False","7","0","7","4","1912","4","0.0002386","102.1691407","613.9774222","0","4","1","True","False","16","results\dyn4_v12_m1_average_frontier_300s.json","logs\dyn4_v12_m1_average_frontier_300s.stdout.txt","Historical V12 M1 BPC stress attempt with route-mask rows disabled; did not close."
"test_data_V12_M1_average.txt","cplex","plain_cplex","True","False","plain_cplex_compact_mip","optimal","0.690938574743","0.690938574743","0.690938574743","0","9.2283908","9.2283908","0","optimality_proven","True","True","0","0","0","6679","0","0","0","0","0","0","1","1","False","False","0","results\current2_cplex_v12_m1_average_plain_300s.json","logs\current2_cplex_v12_m1_average_plain_300s.log","Plain CPLEX certified quickly."
"test_data_V12_M2_average.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.748216664422","0.318414548361","0.748216664422","0.574435369457","300.2951845","300.2951845","489.0424714","time_limit","True","False","21","0","21","14","14932","18","224.9539507","58.6211471","205.4673736","0","4","1","True","False","16","results\dyn4_v12_m2_average_frontier_300s.json","logs\dyn4_v12_m2_average_frontier_300s.stdout.txt","Historical V12 M2 BPC stress attempt with route-mask rows disabled; did not close."
"test_data_V12_M2_average.txt","cplex","plain_cplex","True","False","plain_cplex_compact_mip","not_certified","0.365626842595","0.30496945226","0.365626842595","0.165899718697","300.2166877","300.2166877","0","time_limit","True","False","0","0","0","152488","0","0","0","0","0","0","1","1","False","False","0","results\current2_cplex_v12_m2_average_plain_300s.json","logs\current2_cplex_v12_m2_average_plain_300s.log","Plain CPLEX did not certify within 300s; incumbent much better than BPC incumbent."
"test_data_V10_M1_average.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.49262512358","0.491379983572","0.49262512358","0.00252756091483","300.1402515","300.1402515","324.9512352","time_limit","True","False","6","0","19","34","6100","182","189.4543939","86.0384041","49.4584372","49.4584372","4","1","True","False","16","results\v10_m1_average_frontier_cplexinc_300s.json","logs\v10_m1_average_frontier_cplexinc_300s.log","BPC rerun using verified CPLEX incumbent only as incumbent/cutoff; not a BPC certificate."
"test_data_V10_M2_low.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.824301313135","0.815505108904","0.824301313135","0.0106711030187","300.0822652","300.0822652","344.3722918","time_limit","True","False","9","0","27","24","13788","64","156.8054052","34.9564063","152.6104803","152.6104803","4","1","True","False","16","results\v10_m2_low_frontier_cplexinc_300s.json","logs\v10_m2_low_frontier_cplexinc_300s.log","BPC rerun using verified CPLEX incumbent only as incumbent/cutoff; not a BPC certificate."
"test_data_V12_M1_average.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.798129616416","0.676058339622","0.798129616416","0.152946682198","310.7745637","310.7745637","689.1597289","time_limit","True","False","7","0","7","4","1912","4","0.0002129","104.2806721","584.8788439","584.8788439","4","1","True","False","16","results\v12_m1_average_frontier_routemask12_300s.json","logs\v12_m1_average_frontier_routemask12_300s.log","Complete V12 route-mask relaxation enabled; valid LB improved but BPC did not certify."
"test_data_V12_M2_average.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.748216664422","0.35462778729","0.748216664422","0.526035967718","306.1651956","306.1651956","496.6752565","time_limit","True","False","16","0","16","10","10660","10","135.5851448","30.4222342","330.6678775","330.6678775","4","1","True","False","16","results\v12_m2_average_frontier_routemask12_300s.json","logs\v12_m2_average_frontier_routemask12_300s.log","Complete V12 route-mask relaxation enabled; valid LB improved but BPC did not certify."
"test_data_V10_M1_average.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.530951906115","0.492245890617","0.530951906115","0.0728992872093","300.2279886","300.2279886","338.2857758","time_limit","True","False","17","0","25","32","5627","132","173.7935553","85.6685835","78.823637","78.823637","4","1","True","False","16","results\ownedgreedy_final_v10_m1_average_300s.json","logs\ownedgreedy_final_v10_m1_average_300s.log","Pure BPC with BPC-owned greedy incumbent; no external incumbent; not certified."
"test_data_V10_M1_average.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.530951906115","0.491050395584","0.530951906115","0.0751508942187","289.48639","289.48639","327.2257804","not_closed","True","False","10","0","17","25","6244","89","203.718795","64.0288501","59.4781353","59.4781353","4","1","True","False","16","results\ownedgreedy_closure2_v10_m1_average_300s.json","logs\ownedgreedy_closure2_v10_m1_average_300s.log","Pure BPC with BPC-owned greedy incumbent and post-patch final closure; not certified."
"test_data_V10_M2_low.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.85951781114","0.81840839255","0.85951781114","0.0478284662137","300.0988929","300.0988929","367.2401523","time_limit","True","False","19","0","31","32","12484","50","175.3107253","39.9430813","151.9863457","151.9863457","4","1","True","False","16","results\ownedgreedy_final_v10_m2_low_300s.json","logs\ownedgreedy_final_v10_m2_low_300s.log","Pure BPC with BPC-owned greedy incumbent; no external incumbent; not certified."
"test_data_V10_M2_low.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.85951781114","0.812818153149","0.85951781114","0.0543323912381","288.6894431","288.6894431","351.2269257","time_limit","True","False","11","0","22","39","19015","51","189.1949884","32.4202628","129.6116745","129.6116745","4","1","True","False","16","results\ownedgreedy_closure2_v10_m2_low_300s.json","logs\ownedgreedy_closure2_v10_m2_low_300s.log","Pure BPC with BPC-owned greedy incumbent and post-patch final closure; not certified."
"test_data_V12_M1_average.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.706835352191","0.682746237839","0.706835352191","0.0340802342114","306.1625394","306.1625394","640.1719136","not_closed","True","False","5","0","5","6","958","2","7.31E-05","48.6295789","591.5422616","591.5422616","4","1","True","False","16","results\ownedgreedy_closure_v12_m1_average_300s.json","logs\ownedgreedy_closure_v12_m1_average_300s.log","Pure BPC with BPC-owned greedy incumbent, complete V12 route masks, and final closure setting; not certified."
"test_data_V12_M2_average.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.415847367966","0.35040372464","0.415847367966","0.157374191512","307.5876407","307.5876407","429.6901276","time_limit","True","False","9","0","9","25","8544","8","67.7384778","14.2286232","347.7230266","347.7230266","4","1","True","False","16","results\ownedgreedy_closure_v12_m2_average_300s.json","logs\ownedgreedy_closure_v12_m2_average_300s.log","Pure BPC with BPC-owned greedy incumbent, complete V12 route masks, and final closure; not certified."
"test_data_V10_M1_average.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.49262512358","0.492491573593","0.49262512358","0.000271098612489","1200.412453","1200.412453","1270.2333983","not_closed","True","False","3","0","13","9092","27622","1006","756.4328819","445.8599993","67.9405171","67.9405171","4","1","True","False","16","results\campaign_v10_m1_average_pool_bounds_1200s.json","logs\campaign_v10_m1_average_pool_bounds_1200s.log","Pure BPC with BPC-owned local/pool incumbent, station-operation relaxation cuts, and final closure; not certified."
"test_data_V10_M2_low.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.831494993816","0.82040601031","0.831494993816","0.0133361999628","1200.6103071","1200.6103071","1350.7967228","time_limit","True","False","18","0","22","12704","69050","925","797.8818897","385.7302646","167.1845685","167.1845685","4","1","True","False","16","results\campaign_v10_m2_low_pool_bounds_1200s.json","logs\campaign_v10_m2_low_pool_bounds_1200s.log","Pure BPC with BPC-owned local/pool incumbent, station-operation relaxation cuts, and final closure; not certified."
"test_data_V12_M1_average.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.695790527408","0.690860456292","0.695790527408","0.00708556802962","1200.6407274","1200.6407274","1590.079536","time_limit","True","False","15","0","17","3389","4812","15","244.2478118","300.9090068","1044.9227174","1044.9227174","4","1","True","False","16","results\campaign_v12_m1_average_pool_bounds_1200s.json","logs\campaign_v12_m1_average_pool_bounds_1200s.log","Pure BPC with BPC-owned local/pool incumbent, complete V12 route masks, station-operation cuts, and final closure; not certified."
"test_data_V12_M2_average.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.404618571401","0.35052362789","0.404618571401","0.133693674327","1200.5869506","1200.5869506","1373.377644","time_limit","True","False","14","0","18","11658","11434","47","610.0786061","102.3906347","660.9084032","660.9084032","4","1","True","False","16","results\campaign_v12_m2_average_pool_bounds_1200s.json","logs\campaign_v12_m2_average_pool_bounds_1200s.log","Pure BPC with BPC-owned local/pool incumbent, complete V12 route masks, station-operation cuts, and final closure; not certified."
"test_data_V10_M1_average.txt","cplex","original_compact","True","False","strengthened_compact_cplex_mip","optimal","0.49262512358","0.49262512358","0.49262512358","0","166.3435737","166.3435737","0","optimality_proven","True","True","0","0","0","167181","0","0","0","0","0","0","1","1","False","False","0","results\alt_strengthened_v10_m1_average_300s.json","logs\alt_strengthened_v10_m1_average_300s.log","Auxiliary strengthened compact branch-and-cut prototype; original-problem certificate but not BPC."
"test_data_V10_M2_low.txt","cplex","original_compact","True","False","strengthened_compact_cplex_mip","not_certified","0.825656487363","0.80842230113","0.825656487363","0.0208733129296","300.1125986","300.1125986","0","time_limit","True","False","0","0","0","102661","0","0","0","0","0","0","1","1","False","False","0","results\alt_strengthened_v10_m2_low_300s.json","logs\alt_strengthened_v10_m2_low_300s.log","Auxiliary strengthened compact branch-and-cut prototype; not certified and not BPC."
"test_data_V12_M1_average.txt","cplex","original_compact","True","False","strengthened_compact_cplex_mip","optimal","0.690938574743","0.690938574743","0.690938574743","0","123.3197084","123.3197084","0","optimality_proven","True","True","0","0","0","25092","0","0","0","0","0","0","1","1","False","False","0","results\alt_strengthened_v12_m1_average_300s.json","logs\alt_strengthened_v12_m1_average_300s.log","Auxiliary strengthened compact branch-and-cut prototype; original-problem certificate but not BPC."
"test_data_V10_M1_average.txt","gcap-frontier","original_bpc","True","True","full_gini_frontier_route_load_bpc","optimal","0.49262512358","0.49262512358","0.49262512358","0","641.0843535","641.0843535","862.7432738","optimality_proven","True","True","0","0","0","41551","18941","657","412.39775","361.4239435","88.9215803","88.9215803","4","1","True","False","16","results\closure3600_v10_m1_average_strong_bpcseed.json","logs\closure3600_v10_m1_average_strong_bpcseed.log","Pure BPC final closure with BPC-owned strong incumbent plus prior pure-BPC artifact seed; no CPLEX incumbent; certified original problem."
"test_data_V12_M1_average.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.695790527408","0.690938092526","0.695790527408","0.00697398813461","3622.6885415","3622.6885415","4163.7932731","time_limit","True","False","26","0","34","17862","8587","62","949.5987702","1465.1128271","1749.0816758","1749.0816758","4","1","True","False","16","results\closure3600_v12_m1_average_strong_bpcseed.json","logs\closure3600_v12_m1_average_strong_bpcseed.log","Serious 3600s pure BPC final closure with BPC-owned strong incumbent plus prior pure-BPC artifact seed; no CPLEX incumbent; not certified."
"test_data_V10_M1_average.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.504336402086","0.278079308161","0.504336402086","0.448623365257","26.5096336","26.5096336","25.7871628","not_closed","True","False","1","0","1","39301","333","6","14.9521549","9.0027827","1.8322252","1.8322252","1","1","False","False","0","results\incstrong_smoke_v10_m1_average.json","logs\incstrong_smoke_v10_m1_average.log","Short pure-BPC-owned strong incumbent diagnostic; not a certificate; strong smoke alone was weaker than prior local/pool incumbent."
"test_data_V10_M2_low.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.830839158085","0.504981472771","0.830839158085","0.392203090265","18.8700189","18.8700189","18.2350981","not_closed","True","False","1","0","2","58108","746","2","13.0054753","3.1973408","2.032282","2.032282","1","1","False","False","0","results\incstrong_smoke_v10_m2_low.json","logs\incstrong_smoke_v10_m2_low.log","Short pure-BPC-owned strong incumbent diagnostic; not a certificate; slight UB improvement over prior local/pool run."
"test_data_V12_M1_average.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.695790527408","0.456527235234","0.695790527408","0.343872592036","62.138264","62.138264","58.3238576","not_closed","True","False","1","0","1","15845","479","1","4.45E-05","28.1517818","30.1720313","30.1720313","1","1","False","False","0","results\incstrong_smoke_v12_m1_average.json","logs\incstrong_smoke_v12_m1_average.log","Short pure-BPC-owned strong incumbent diagnostic; not a certificate; UB matches prior local/pool run."
"test_data_V12_M2_average.txt","gcap-frontier","original_bpc","True","True","incomplete_gini_frontier_route_load_bpc","gcap_frontier_not_closed","0.375567618892","0.24253970258","0.375567618892","0.354204967682","32.7189504","32.7189504","32.3434809","time_limit","True","False","1","0","1","39851","1070","2","16.8720098","9.6201175","5.8513536","5.8513536","1","1","False","False","0","results\incstrong_smoke_v12_m2_average.json","logs\incstrong_smoke_v12_m2_average.log","Short pure-BPC-owned strong incumbent diagnostic; not a certificate; substantial BPC-owned UB improvement for hard V12 M2."
"test_data_V12_M2_average.txt","cplex","original_compact","True","False","strengthened_compact_cplex_mip","not_certified","0.366168793171","0.25818922713","0.366168793171","0.29489013825","300.2093801","300.2093801","0","time_limit","True","False","0","0","0","26463","0","0","0","0","0","0","1","1","False","False","0","results\alt_strengthened_v12_m2_average_300s.json","logs\alt_strengthened_v12_m2_average_300s.log","Auxiliary strengthened compact branch-and-cut prototype; not certified and not BPC."
"test_data_V10_M2_average.txt","cplex","original_compact","True","False","strengthened_compact_cplex_mip","not_certified","0.463263009179","0.45611584972","0.463263009179","0.0154278656351","300.168119","300.168119","0","time_limit","True","False","0","0","0","53685","0","0","0","0","0","0","1","1","False","False","0","results\alt_strengthened_v10_m2_average_300s.json","logs\alt_strengthened_v10_m2_average_300s.log","Auxiliary standalone strengthened compact branch-and-cut prototype for portfolio table; not certified and not BPC."
"test_data_V10_M2_low.txt","cplex","original_compact","True","False","strengthened_compact_cplex_mip","optimal","0.824301313135","0.824301313135","0.824301313135","0","938.1947592","938.1947592","0","optimality_proven","True","True","0","0","0","254641","0","0","0","0","0","0","1","1","False","False","0","results\alt_strengthened_v10_m2_low_1200s.json","logs\alt_strengthened_v10_m2_low_1200s.log","Longer auxiliary strengthened compact branch-and-cut fallback; original-problem certificate but not BPC."
