elapsed_seconds,event,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_lb_interval_id,global_min_lb_interval_range,global_min_lb_source,open_nodes,route_pool_columns_after_dominance,route_pool_best_incumbent,focused_intensification_passes,last_LB_improvement_time,last_UB_improvement_time,bound_time_seconds,master_time_seconds,pricing_time_seconds,columns,nodes
0.0001678,initial_empty_incumbent,0.493696053863,0,1,0,-1,"","seed_initial",0,0,0,0,0.0001678,0.0001678,0,0,0,0,0
8.1422395,initial_after_seed,0.369698924539,0.00515451203429,0.986057541172,2,0,"[0,0.184849]",cheap_projection_bound,0,3,0.369698924539,0,8.1422395,8.1422395,0,0,0,470739,17736857
37.373061,interval_relaxation_0,0.369698924539,0.189287855127,0.487994574605,1,1,"[0.184849,0.369699]",cheap_projection_bound,0,3,0.369698924539,0,37.373061,8.1422395,29.2305911,0,0,470739,17736857
59.2876561,interval_relaxation_1,0.369698924539,0.282149235152,0.236813481393,1,1,"[0.184849,0.369699]",inventory_route_gini_relaxation,0,3,0.369698924539,0,59.2876561,8.1422395,51.1451392,0,0,470739,17736857
293.2185797,interval_tree_1,0.369698924539,0.282149235152,0.236813481393,1,1,"[0.184849,0.369699]",inventory_route_gini_relaxation,0,589,0.369698924539,0,59.2876561,8.1422395,51.1451392,56.4697274,177.4261407,474261,17736863
293.218941,route_pool_after_candidate_1,0.369698924539,0.282149235152,0.236813481393,1,1,"[0.184849,0.369699]",inventory_route_gini_relaxation,6,589,0.369698924539,0,59.2876561,8.1422395,51.1451392,56.4697274,177.4261407,474261,17736863
315.8658598,adaptive_split_child_2,0.369698924539,0.28512245914,0.228771196737,1,2,"[0.184849,0.277274]",inventory_route_gini_relaxation,1,589,0.369698924539,0,315.8658598,8.1422395,73.7734886,56.4697274,177.4261407,474261,17736863
315.8658924,adaptive_split_child_3,0.369698924539,0.282149235152,0.236813481393,2,3,"[0.277274,0.369699]",gamma_floor,2,589,0.369698924539,0,315.8658598,8.1422395,73.7734886,56.4697274,177.4261407,474261,17736863
315.8662608,route_pool_before_final_summary,0.369698924539,0.282149235152,0.236813481393,2,3,"[0.277274,0.369699]",gamma_floor,2,589,0.369698924539,0,315.8658598,8.1422395,73.7734886,56.4697274,177.4261407,474261,17736863
315.8662873,final_summary,0.369698924539,0.282149235152,0.236813481393,2,3,"[0.277274,0.369699]",gamma_floor,2,589,0.369698924539,0,315.8658598,8.1422395,73.7734886,56.4697274,177.4261407,474261,17736863
