variant_name,time_limit_seconds,interval_id,call_index,vehicle,depth,labels_generated,labels_kept,labels_expanded,pruned_duration,pruned_load,pruned_station,pruned_support,pruned_reduced_cost,pruned_dominance,duplicate_states,operation_states_generated,operation_states_pruned,columns_generated,negative_columns_found,best_reduced_cost
all_improvements_v12_m1_3600,3600,12,0,aggregate,1,11,0,11,0,0,0,0,0,0,0,11,0,11,7,-0.0403237809751
all_improvements_v12_m1_3600,3600,12,0,aggregate,2,112,0,112,0,0,0,0,0,0,0,2380,0,112,105,-0.0892702710376
all_improvements_v12_m1_3600,3600,12,0,aggregate,3,1120,0,1120,0,0,0,0,0,0,0,181652,62598,1120,1108,-0.0981101328797
all_improvements_v12_m1_3600,3600,12,0,aggregate,4,10079,0,10079,0,0,0,0,0,0,0,3237544,697308,10079,10065,-0.0947008149556
all_improvements_v12_m1_3600,3600,12,0,aggregate,5,80627,0,80627,0,0,0,0,0,0,0,34357654,5089097,80627,80621,-0.0932671484081
all_improvements_v12_m1_3600,3600,12,0,aggregate,6,564388,0,564388,0,0,0,0,0,0,0,260889479,29180240,564388,564388,-0.0894527923242
all_improvements_v12_m1_3600,3600,12,0,aggregate,7,3386324,0,3386324,0,0,0,0,0,0,0,1480335678,135331520,3386103,3386103,-0.0868736422672
all_improvements_v12_m1_3600,3600,12,0,aggregate,8,16931611,0,16931611,6,0,0,0,0,0,0,6173346796,492962517,16887220,16886873,-0.0846702309576
all_improvements_v12_m1_3600,3600,12,0,aggregate,9,67713780,0,67713780,12661,0,0,0,0,0,0,17726103674,1320745965,62787329,62786716,-0.0797950644405
all_improvements_v12_m1_3600,3600,12,0,aggregate,10,202181198,0,202181198,960141,0,0,0,0,0,0,30867551208,2317531169,142975886,142920228,-0.0723155149052
all_improvements_v12_m1_3600,3600,12,0,aggregate,11,386158559,0,386158559,18203836,0,0,0,0,0,0,27051692915,2151239084,87669595,87665985,-0.0632230141309
all_improvements_v12_m1_3600,3600,12,0,aggregate,12,305152635,0,305152635,81005924,0,0,0,0,0,0,8509020241,698486681,18755682,18721992,-0.0568684072095
