callback_available,user_cut_events,lazy_events,incumbent_events,branch_events,callback_gini_interval_cap_cuts,callback_visit_inventory_linking_cuts,callback_gini_subset_envelope_cuts,callback_low_gini_l1_centering_cuts,callback_subset_inventory_imbalance_cuts,callback_transfer_cutset_cuts,callback_support_duration_pair_cuts,callback_support_duration_triple_cuts,callback_gini_subset_envelope_candidates,callback_gini_subset_envelope_violations,callback_subset_inventory_imbalance_candidates,callback_subset_inventory_imbalance_violations,callback_transfer_cutset_candidates,callback_transfer_cutset_violations,callback_support_duration_pair_candidates,callback_support_duration_pair_violations,callback_support_duration_triple_candidates,callback_support_duration_triple_violations,candidate_projection_checks,candidate_projection_verified,candidate_projection_rejections,candidate_projection_unsupported_mismatches,candidate_route_projection_checks,candidate_route_projection_verified,candidate_route_projection_rejections,candidate_route_projection_unsupported_mismatches,gini_branches_created,fail_reason
True,695394,0,13,344725,59,7,0,0,0,0,0,0,184649912,0,28,0,177610,0,6306,0,18496,0,4,4,0,0,4,4,0,0,90,none
