callback_available,user_cut_events,lazy_events,incumbent_events,branch_events,callback_gini_interval_cap_cuts,callback_visit_inventory_linking_cuts,callback_gini_subset_envelope_cuts,callback_low_gini_l1_centering_cuts,callback_gini_subset_envelope_candidates,callback_gini_subset_envelope_violations,fail_reason
True,6,0,5,0,2,0,0,0,138,0,none
