row,json,input_path,method,status,algorithm_preset,tailored_bc_enabled,tailored_bc_mode,tailored_bc_callback_available,tailored_bc_callback_fail_reason,tailored_bc_source_class,tailored_bc_user_cuts_added_total,tailored_bc_user_cuts_added_by_family,tailored_bc_relaxation_callback_calls,tailored_bc_candidate_callback_calls,tailored_bc_branch_callback_calls,tailored_bc_progress_callback_calls,tailored_bc_gini_branch_mode,tailored_bc_gini_branches_created,tailored_bc_branch_priority_enabled,tailored_bc_lazy_rejections_total,tailored_bc_lazy_rejections_by_reason,tailored_bc_candidate_projection_checks,tailored_bc_candidate_projection_verified,tailored_bc_candidate_projection_rejections,tailored_bc_candidate_projection_unsupported_mismatches,tailored_bc_candidate_projection_rejection_reasons,tailored_bc_candidate_projection_max_gini_underestimate,tailored_bc_candidate_projection_max_objective_underestimate,tailored_bc_candidate_route_projection_checks,tailored_bc_candidate_route_projection_verified,tailored_bc_candidate_route_projection_rejections,tailored_bc_candidate_route_projection_unsupported_mismatches,tailored_bc_candidate_route_projection_rejection_reasons,tailored_bc_gini_subset_envelope_candidates,tailored_bc_gini_subset_envelope_violations,tailored_bc_gini_subset_envelope_cuts_added,tailored_bc_subset_inventory_imbalance_cuts_added,tailored_bc_subset_inventory_imbalance_candidates,tailored_bc_subset_inventory_imbalance_violations,tailored_bc_transfer_cutset_cuts_added,tailored_bc_transfer_cutset_candidates,tailored_bc_transfer_cutset_violations,tailored_bc_support_duration_pair_cuts_added,tailored_bc_support_duration_pair_candidates,tailored_bc_support_duration_pair_violations,tailored_bc_support_duration_triple_cuts_added,tailored_bc_support_duration_triple_candidates,tailored_bc_support_duration_triple_violations,tailored_bc_support_duration_quad_cuts_added,tailored_bc_support_duration_quad_candidates,tailored_bc_support_duration_quad_violations,tailored_bc_support_duration_lifted_cuts_added,tailored_bc_support_duration_lifted_candidates,tailored_bc_support_duration_lifted_violations,tailored_bc_branching_priorities_summary,certified_original_problem,audit_returncode,runtime_seconds,timeout,lower_bound,upper_bound,gap,interval_exact_cutoff_gamma_L,interval_exact_cutoff_gamma_U,compact_bc_solver_status,compact_bc_best_bound,compact_bc_nodes,compact_bc_time_seconds,compact_bc_bound_valid,post_auto_merge_applied,post_auto_merge_closed_leaf_count,post_auto_merge_open_leaf_count,post_auto_merge_lower_bound,post_auto_merge_upper_bound,post_auto_merge_gap,post_auto_merge_ledger,post_auto_merge_audit,post_auto_merge_reason
tailored-bc-cut-validity-test,results\gf_tailored_bc_callback_round\raw\tailored-bc-cut-validity-test.json,E:\codes\ExactEBRP\testdata\examples\gcap_smoke_V4_M1.txt,tailored-bc-cut-validity-test,diagnostic_passed,custom,True,callback,True,none,diagnostic,0,,0,0,0,0,off,0,False,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,,mode=off;gini_branch=off;priorities=0;reason=disabled,False,0,0.001,False,0,0.49,1,0,0,,0,0,0,False,False,0,,,,,,,missing_interval_ledger_or_auto_oracle_csv
gini-subset-envelope-test,results\gf_tailored_bc_callback_round\raw\gini-subset-envelope-test.json,E:\codes\ExactEBRP\testdata\examples\gcap_smoke_V4_M1.txt,gini-subset-envelope-test,diagnostic_passed,custom,True,callback,True,none,diagnostic,2,gini_subset_envelope=2,0,0,0,0,off,0,False,0,,0,0,0,0,,0,0,0,0,0,0,,4,0,2,0,,,0,0,0,0,0,0,0,0,0,,,,,,,mode=off;gini_branch=off;priorities=0;reason=disabled,False,0,0.001,False,0,0.49,1,0,0,,0,0,0,False,False,0,,,,,,,missing_interval_ledger_or_auto_oracle_csv
low-gini-l1-centering-test,results\gf_tailored_bc_callback_round\raw\low-gini-l1-centering-test.json,E:\codes\ExactEBRP\testdata\examples\gcap_smoke_V4_M1.txt,low-gini-l1-centering-test,diagnostic_passed,custom,True,callback,True,none,diagnostic,9,low_gini_l1_centering=9,0,0,0,0,off,0,False,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,,mode=off;gini_branch=off;priorities=0;reason=disabled,False,0,0.001,False,0,0.49,1,0,0,,0,0,0,False,False,0,,,,,,,missing_interval_ledger_or_auto_oracle_csv
transfer-cutset-validity-test,results\gf_tailored_bc_callback_round\raw\transfer-cutset-validity-test.json,E:\codes\ExactEBRP\testdata\examples\gcap_smoke_V4_M1.txt,transfer-cutset-validity-test,diagnostic_passed,custom,True,callback,True,none,diagnostic,1,vehicle_transfer_cutset=1,0,0,0,0,off,0,False,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,1,0,0,0,0,0,0,0,0,,,,,,,mode=off;gini_branch=off;priorities=0;reason=disabled,False,0,0.001,False,0,0.49,1,0,0,,0,0,0,False,False,0,,,,,,,missing_interval_ledger_or_auto_oracle_csv
s-bucket-coverage-test,results\gf_tailored_bc_callback_round\raw\s-bucket-coverage-test.json,E:\codes\ExactEBRP\testdata\examples\gcap_smoke_V4_M1.txt,s-bucket-coverage-test,diagnostic_passed,custom,True,callback,True,none,diagnostic,0,,0,0,0,0,off,0,False,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,,,mode=off;gini_branch=off;priorities=0;reason=disabled,False,0,0.001,False,0,0.49,1,0,0,,0,0,0,False,False,0,,,,,,,missing_interval_ledger_or_auto_oracle_csv
