row,instance,effectiveness_status,bound,gap,diagnostic_only,json
generated_diag_V12_M1_low_gini_hard_seed7101_tailored_20s,reference\hard_compact_bc_diagnostics\diag_V12_M1_low_gini_hard_seed7101.txt,solver_final_without_callback_events,0.018895,0.363997822094,True,results\gf_tailored_bc_callback_round\raw\generated_diag_V12_M1_low_gini_hard_seed7101_tailored_20s.json
generated_diag_V12_M2_tight_cutoff_hard_seed7102_tailored_20s,reference\hard_compact_bc_diagnostics\diag_V12_M2_tight_cutoff_hard_seed7102.txt,solver_final_without_callback_events,1.587555,0.042356927061,True,results\gf_tailored_bc_callback_round\raw\generated_diag_V12_M2_tight_cutoff_hard_seed7102_tailored_20s.json
generated_diag_V16_M2_balanced_fractional_seed7103_tailored_20s,reference\hard_compact_bc_diagnostics\diag_V16_M2_balanced_fractional_seed7103.txt,solver_final_without_callback_events,0,0,True,results\gf_tailored_bc_callback_round\raw\generated_diag_V16_M2_balanced_fractional_seed7103_tailored_20s.json
generated_diag_V20_M2_high_transfer_seed7104_tailored_20s,reference\hard_compact_bc_diagnostics\diag_V20_M2_high_transfer_seed7104.txt,solver_final_without_callback_events,0.422578,0.277914869667,True,results\gf_tailored_bc_callback_round\raw\generated_diag_V20_M2_high_transfer_seed7104_tailored_20s.json
generated_diag_V20_M3_dense_duration_seed7105_tailored_20s,reference\hard_compact_bc_diagnostics\diag_V20_M3_dense_duration_seed7105.txt,solver_final_without_callback_events,0.012473,0.848923585504,True,results\gf_tailored_bc_callback_round\raw\generated_diag_V20_M3_dense_duration_seed7105_tailored_20s.json
