comparison_group,row_type,variant,budget_seconds,status,lower_bound,upper_bound,gap,gap_to_cutoff,nodes,json,gini_branch_mode,branch_callback_calls,gini_branches_created,plain_cplex_role,tailored_bc_role,diagnostic_only
moderate_seed3301_low_gini2_60s,baseline_from_gf_compact_bc_lowgini_round,combined_safe,60,interval_unresolved_timeout,0.048849691094,0.0491525526647,0.00616166514822,0.0003028515707,2625,results\gf_compact_bc_lowgini_round\raw\interval_moderate_low_gini_2_combined_safe_60s.json,not_applicable,0,0,static_compact_bc_baseline,baseline,True
moderate_seed3301_low_gini2_300s,baseline_from_gf_compact_bc_lowgini_round,combined_safe,300,interval_unresolved_timeout,0.048920901548,0.0491525526647,0.0047129010426,0.0002316411167,7108,results\gf_compact_bc_lowgini_round\raw\interval_moderate_low_gini_2_combined_safe_300s.json,not_applicable,0,0,static_compact_bc_baseline,baseline,True
moderate_seed3301_low_gini2_60s,callback_tailored_bc_current_round,moderate_seed3301_low_gini2_callback_gini_off_60s,60,interval_unresolved_timeout,0.0489209015481,0.0491525526647,0.00471290104119,0.00023165111659999987,3437,results\gf_tailored_bc_callback_round\raw\moderate_seed3301_low_gini2_callback_gini_off_60s.json,off,2064,0,not_plain_cplex,callback_tailored_bc_diagnostic,True
moderate_seed3301_low_gini2_60s,callback_tailored_bc_current_round,moderate_seed3301_low_gini2_callback_gini_auto_60s,60,interval_unresolved_timeout,0.0489209015481,0.0491525526647,0.00471290104112,0.00023165111659999987,4051,results\gf_tailored_bc_callback_round\raw\moderate_seed3301_low_gini2_callback_gini_auto_60s.json,branch_callback,2371,2,not_plain_cplex,callback_tailored_bc_diagnostic,True
moderate_seed3301_low_gini2_60s,callback_tailored_bc_current_round,moderate_seed3301_low_gini2_callback_gini_selector_60s,60,interval_unresolved_timeout,0.0489209015481,0.0491525526647,0.00471290104119,0.00023165111659999987,3437,results\gf_tailored_bc_callback_round\raw\moderate_seed3301_low_gini2_callback_gini_selector_60s.json,selector_binary,2064,0,not_plain_cplex,callback_tailored_bc_diagnostic,True
moderate_seed3301_low_gini1_60s,callback_tailored_bc_current_round,moderate_seed3301_low_gini1_callback_gini_auto_60s,60,interval_unresolved_timeout,0.0471644619378,0.0491525526647,0.0404473545953,0.0019880907268999964,6621,results\gf_tailored_bc_callback_round\raw\moderate_seed3301_low_gini1_callback_gini_auto_60s.json,branch_callback,4688,2,not_plain_cplex,callback_tailored_bc_diagnostic,True
moderate_seed3301_low_gini1_60s,callback_tailored_bc_current_round,moderate_seed3301_low_gini1_callback_gini_selector_60s,60,interval_unresolved_timeout,0.0450833900626,0.0491525526647,0.082786394225,0.004069162602099996,2540,results\gf_tailored_bc_callback_round\raw\moderate_seed3301_low_gini1_callback_gini_selector_60s.json,selector_binary,1934,0,not_plain_cplex,callback_tailored_bc_diagnostic,True
moderate_seed3301_low_gini1_300s,callback_tailored_bc_current_round,moderate_seed3301_low_gini1_callback_gini_auto_300s,300,interval_unresolved_timeout,0.048388162834,0.0491525526647,0.0155513760578,0.0007643898306999991,20552,results\gf_tailored_bc_callback_round\raw\moderate_seed3301_low_gini1_callback_gini_auto_300s.json,branch_callback,12412,2,not_plain_cplex,callback_tailored_bc_diagnostic,True
moderate_seed3301_low_gini2_300s,callback_tailored_bc_current_round,moderate_seed3301_low_gini2_callback_gini_auto_300s,300,interval_closed,0.0491525526647,0.0491525526647,0,0.0,13034,results\gf_tailored_bc_callback_round\raw\moderate_seed3301_low_gini2_callback_gini_auto_300s.json,branch_callback,6570,2,not_plain_cplex,callback_tailored_bc_diagnostic,True
moderate_seed3301_low_gini2_300s,callback_tailored_bc_current_round,moderate_seed3301_low_gini2_callback_gini_selector_300s,300,interval_unresolved_timeout,0.0489209015481,0.0491525526647,0.00471290104119,0.00023165111659999987,9779,results\gf_tailored_bc_callback_round\raw\moderate_seed3301_low_gini2_callback_gini_selector_300s.json,selector_binary,5642,0,not_plain_cplex,callback_tailored_bc_diagnostic,True
