row,json,method,status,algorithm_preset,tailored_bc_enabled,tailored_bc_mode,tailored_bc_callback_available,tailored_bc_callback_fail_reason,tailored_bc_source_class,tailored_bc_user_cuts_added_total,tailored_bc_user_cuts_added_by_family,tailored_bc_relaxation_callback_calls,tailored_bc_candidate_callback_calls,tailored_bc_branch_callback_calls,tailored_bc_progress_callback_calls,tailored_bc_gini_branches_created,tailored_bc_branch_priority_enabled,tailored_bc_lazy_rejections_total,tailored_bc_lazy_rejections_by_reason,tailored_bc_gini_subset_envelope_candidates,tailored_bc_gini_subset_envelope_violations,tailored_bc_gini_subset_envelope_cuts_added,tailored_bc_branching_priorities_summary,certified_original_problem,audit_returncode,runtime_seconds,timeout
tailored-bc-branch-callback-smoke-test,results\gf_tailored_bc_callback_round\raw\tailored-bc-branch-callback-smoke-test.json,tailored-bc-branch-callback-smoke-test,diagnostic_passed,paper-gf-tailored-bc,True,callback,True,none,tailored_bc_assisted_noncertified,1,callback_gini_interval_cap=1;callback_visit_inventory_linking=0;callback_gini_subset_envelope=0;callback_low_gini_l1_centering=0,12145,9,6053,3,2,True,0,candidate_gini_interval_violation=0;candidate_visit_inventory_violation=0;candidate_gini_subset_envelope_violation=0;candidate_low_gini_l1_violation=0,0,0,0,mode=adaptive;gini_branch=branch_callback;cplex_priorities=90;priority_status=applied;branch_callback_calls=6053;gini_branches_created=2,False,0,0.383,False
tailored-bc-cut-validity-test,results\gf_tailored_bc_callback_round\raw\tailored-bc-cut-validity-test.json,tailored-bc-cut-validity-test,diagnostic_passed,paper-gf-tailored-bc,True,callback,True,none,tailored_bc_assisted_noncertified,0,,0,0,0,0,0,True,0,,0,0,0,mode=adaptive;gini_branch=off;priorities=0;reason=interval_below_min_width,False,0,0.02,False
gini-subset-envelope-test,results\gf_tailored_bc_callback_round\raw\gini-subset-envelope-test.json,gini-subset-envelope-test,diagnostic_passed,paper-gf-tailored-bc,True,callback,True,none,tailored_bc_assisted_noncertified,2,gini_subset_envelope=2,0,0,0,0,0,True,0,,4,0,2,mode=adaptive;gini_branch=off;priorities=0;reason=interval_below_min_width,False,0,0.022,False
low-gini-l1-centering-test,results\gf_tailored_bc_callback_round\raw\low-gini-l1-centering-test.json,low-gini-l1-centering-test,diagnostic_passed,paper-gf-tailored-bc,True,callback,True,none,tailored_bc_assisted_noncertified,9,low_gini_l1_centering=9,0,0,0,0,0,True,0,,0,0,0,mode=adaptive;gini_branch=off;priorities=0;reason=interval_below_min_width,False,0,0.021,False
transfer-cutset-validity-test,results\gf_tailored_bc_callback_round\raw\transfer-cutset-validity-test.json,transfer-cutset-validity-test,diagnostic_passed,paper-gf-tailored-bc,True,callback,True,none,tailored_bc_assisted_noncertified,1,vehicle_transfer_cutset=1,0,0,0,0,0,True,0,,0,0,0,mode=adaptive;gini_branch=off;priorities=0;reason=interval_below_min_width,False,0,0.02,False
