leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,14.266,29.3298,55,83504,0,14.266,29.3298,55,83504,0,0
L1,0,30,30.004,63.1458,79,116593,0,30.004,63.1458,79,116593,0,0
L1,1,47.7445,47.748,108.381,631,358471,0,77.752,171.527,710,475064,0,0
