leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,0.306,0.490128,0,0,0,0.306,0.490128,0,0,0,0
L1,0,30,0.405,0.801655,1,638,0,0.405,0.801655,1,638,0,0
L2,0,30,30.01,53.6913,630,77789,0,30.01,53.6913,630,77789,0,0
L3,0,30,0.439,0.943456,1,1005,0,0.439,0.943456,1,1005,0,0
L2,1,60,60.002,140.629,1830,329867,0,90.012,194.32,2460,407656,0,0
L2.0,0,30,13.679,25.0644,235,34192,0,13.679,25.0644,235,34192,0,0
L2.1,0,30,30.005,55.2139,777,98433,0,30.005,55.2139,777,98433,0,0
L2.1,1,60,42.119,86.7757,1921,215342,0,72.124,141.99,2698,313775,0,0
