file,method,algorithm_preset,status,certified_original_problem,verifier_passed,thread_fairness_class,audit_passed,failures
results\gf_compact_bc_strengthening_round\raw\ablation_high_imbalance_seed3202_no_new_cuts_60s.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_high_imbalance_seed3202_no_new_cuts_60s_auto_oracle\interval_2.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_high_imbalance_seed3202_no_new_cuts_60s_auto_oracle\interval_3.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_high_imbalance_seed3202_no_new_cuts_60s_auto_oracle\interval_4.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_high_imbalance_seed3202_no_new_cuts_60s_auto_oracle\interval_5.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_moderate_seed3301_no_new_cuts_60s.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_moderate_seed3301_no_new_cuts_60s_auto_oracle\interval_1.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_moderate_seed3301_no_new_cuts_60s_auto_oracle\interval_2.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_moderate_seed3301_no_new_cuts_60s_auto_oracle\interval_3.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_moderate_seed3301_no_new_cuts_60s_auto_oracle\interval_5.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_moderate_seed3301_receiver_singleton_60s.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_moderate_seed3301_receiver_singleton_60s_auto_oracle\interval_1.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_moderate_seed3301_receiver_singleton_60s_auto_oracle\interval_2.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_moderate_seed3301_receiver_singleton_60s_auto_oracle\interval_3.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_moderate_seed3301_receiver_singleton_60s_auto_oracle\interval_5.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_tight_T_seed3101_no_new_cuts_60s.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_tight_T_seed3101_no_new_cuts_60s_auto_oracle\interval_2.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_tight_T_seed3101_no_new_cuts_60s_auto_oracle\interval_3.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_tight_T_seed3101_no_new_cuts_60s_auto_oracle\interval_4.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_tight_T_seed3101_no_new_cuts_60s_auto_oracle\interval_5.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_v12_m2_dynamic_root_60s.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_v12_m2_dynamic_root_60s_auto_oracle\interval_2.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_v12_m2_dynamic_root_60s_auto_oracle\interval_5.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_v12_m2_no_new_cuts_60s.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_v12_m2_no_new_cuts_60s_auto_oracle\interval_2.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\ablation_v12_m2_no_new_cuts_60s_auto_oracle\interval_5.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\certificate_basis_test.json,certificate-basis-test,custom,diagnostic_passed,False,True,unknown_not_paper,True,
results\gf_compact_bc_strengthening_round\raw\cplex1_high_imbalance_seed3201_300s.json,cplex,custom,not_certified,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\cplex1_high_imbalance_seed3202_300s.json,cplex,custom,not_certified,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\cplex1_large_v100_moderate_300s.json,cplex,custom,not_certified,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\cplex1_large_v50_moderate_300s.json,cplex,custom,not_certified,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\cplex1_moderate_seed3301_300s.json,cplex,custom,not_certified,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\cplex1_tight_T_seed3101_300s.json,cplex,custom,not_certified,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\cplex1_tight_T_seed3102_300s.json,cplex,custom,not_certified,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\cplex1_v12_m1_300s.json,cplex,custom,optimal,True,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\cplex1_v12_m2_300s.json,cplex,custom,not_certified,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\high_imbalance_seed3201_300s.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\high_imbalance_seed3201_300s_auto_oracle\interval_6.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\high_imbalance_seed3201_300s_auto_oracle\interval_7.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
