file,method,algorithm_preset,status,certified_original_problem,verifier_passed,thread_fairness_class,audit_passed,failures
results\gf_compact_bc_strengthening_round\raw\high_imbalance_seed3202_300s.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\high_imbalance_seed3202_300s_auto_oracle\interval_9.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\large_v100_moderate_300s.json,gcap-frontier,paper-gf-compact-bc,error_noncertified,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\large_v50_moderate_300s.json,gcap-frontier,paper-gf-compact-bc,error_noncertified,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_10.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_11.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_2.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_3.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_7.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\moderate_seed3301_baseline_300s_auto_oracle\interval_9.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s_auto_oracle\interval_1.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s_auto_oracle\interval_10.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s_auto_oracle\interval_11.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s_auto_oracle\interval_2.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\moderate_seed3302_300s_auto_oracle\interval_7.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\option_consistency_test.json,option-consistency-test,paper-gf-compact-bc,diagnostic_complete,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\smoke_cplex_threads.json,cplex,custom,not_certified,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\smoke_no_new_cuts.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\smoke_no_new_cuts_auto_oracle\interval_1.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\smoke_no_new_cuts_auto_oracle\interval_2.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\smoke_no_new_cuts_auto_oracle\interval_3.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\tight_T_seed3101_300s.json,gcap-frontier,paper-gf-compact-bc,optimal,True,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\tight_T_seed3102_300s.json,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\tight_T_seed3102_300s_auto_oracle\interval_1.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\tight_T_seed3102_300s_auto_oracle\interval_10.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\tight_T_seed3102_300s_auto_oracle\interval_11.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_unresolved_timeout,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\v12_m1_600s.json,gcap-frontier,paper-gf-compact-bc,optimal,True,True,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\v12_m1_600s_auto_oracle\interval_13.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\v12_m1_600s_auto_oracle\interval_15.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\v12_m1_600s_auto_oracle\interval_18.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\v12_m1_600s_auto_oracle\interval_21.json,interval-cutoff-oracle,paper-gf-compact-bc,interval_closed,False,False,one_thread_fair,True,
results\gf_compact_bc_strengthening_round\raw\v12_m2_300s.json,gcap-frontier,paper-gf-compact-bc,optimal,True,True,one_thread_fair,True,
