row,classification,instance_name,method,algorithm_preset,status,certified_original_problem,objective,lower_bound,upper_bound,gap,runtime_seconds,unresolved_intervals,open_nodes,compact_interval_bc_closed_leaves,compact_interval_bc_timed_out_leaves,compact_bc_total_cuts_added_by_family,compact_bc_total_domains_tightened_by_family,compact_bc_total_root_cut_rounds,compact_bc_total_leaf_nodes,compact_bc_total_solver_time,cplex_threads,mip_threads,compact_bc_solver_threads,thread_fairness_class,finalization_source,abnormal_exit_reason,implementation_status,reason
ablation_v12_m2_dynamic_root_60s,diagnostic_dynamic_root,regen_candidate_V12_M2_average.txt,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,0.718504070755,0.653506,0.718504070755,0.090463051499,60.4957513,1,2,1,1,direct_gini_cap=2;direct_gini_floor=2;tight_mccormick=592;inventory_conservation=4;visit_inventory_linking=48;objective_estimator_cutoff=2;penalty_lb=2;gini_spread=132;required_movement=0;global_handling_capacity=2;support_duration_pair=264;support_duration_triple=880;transfer_compat=48;receiver_source_cover=0,movement_reachability=23;low_gini_ratio_band_domains=22,2,525,5.6689488,0,1,1,one_thread_fair,solver_final_json,none,blocked_static_lp_export_path_only,CPLEX command-file path does not expose fractional root solution/callback interface in current runner; root_cut_rounds logged but no dynamic cuts added beyond static valid families.
