row,classification,instance_name,method,algorithm_preset,status,certified_original_problem,objective,lower_bound,upper_bound,gap,runtime_seconds,unresolved_intervals,open_nodes,compact_interval_bc_closed_leaves,compact_interval_bc_timed_out_leaves,compact_bc_total_cuts_added_by_family,compact_bc_total_domains_tightened_by_family,compact_bc_total_root_cut_rounds,compact_bc_total_leaf_nodes,compact_bc_total_solver_time,cplex_threads,mip_threads,compact_bc_solver_threads,thread_fairness_class,finalization_source,abnormal_exit_reason,receiver_source_cover_mode,proof_status
ablation_moderate_seed3301_receiver_singleton_60s,diagnostic_receiver_singleton,moderate_seed3301.txt,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,0.0491525526647,0.043381,0.0491525526647,0.117421219283,67.6855649,2,1,2,2,direct_gini_cap=4;direct_gini_floor=4;tight_mccormick=1808;inventory_conservation=8;visit_inventory_linking=160;objective_estimator_cutoff=4;penalty_lb=4;gini_spread=760;required_movement=20;global_handling_capacity=4;support_duration_pair=2280;support_duration_triple=13680;transfer_compat=240;receiver_source_cover=9,movement_reachability=17;low_gini_ratio_band_domains=52,0,604,12.6680869,0,1,1,one_thread_fair,solver_final_json,none,singleton-paper-safe,singleton net-delivery row safe; pair receiver-set source-cover remains diagnostic/off
