row,classification,instance_name,method,algorithm_preset,status,certified_original_problem,objective,lower_bound,upper_bound,gap,runtime_seconds,unresolved_intervals,open_nodes,compact_interval_bc_closed_leaves,compact_interval_bc_timed_out_leaves,compact_bc_total_cuts_added_by_family,compact_bc_total_domains_tightened_by_family,compact_bc_total_root_cut_rounds,compact_bc_total_leaf_nodes,compact_bc_total_solver_time,cplex_threads,mip_threads,compact_bc_solver_threads,thread_fairness_class,finalization_source,abnormal_exit_reason
high_imbalance_seed3201_300s,paper,high_imbalance_seed3201.txt,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,2.44340319194,2.307421,2.44340319194,0.0556527847682,312.5055745,1,2,1,1,direct_gini_cap=2;direct_gini_floor=2;tight_mccormick=896;inventory_conservation=4;visit_inventory_linking=80;objective_estimator_cutoff=2;penalty_lb=2;gini_spread=380;required_movement=2;global_handling_capacity=2;support_duration_pair=1140;support_duration_triple=6840;transfer_compat=120;receiver_source_cover=0,movement_reachability=24;low_gini_ratio_band_domains=24,0,2595,25.9437231,0,1,1,one_thread_fair,solver_final_json,none
high_imbalance_seed3202_300s,paper,high_imbalance_seed3202.txt,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,1.74931345205,1.619911,1.74931345205,0.0739732790021,311.3100387,1,1,0,1,direct_gini_cap=1;direct_gini_floor=1;tight_mccormick=436;inventory_conservation=2;visit_inventory_linking=40;objective_estimator_cutoff=1;penalty_lb=1;gini_spread=190;required_movement=1;global_handling_capacity=1;support_duration_pair=570;support_duration_triple=3420;transfer_compat=60;receiver_source_cover=0,movement_reachability=13;low_gini_ratio_band_domains=13,0,379,20.1244988,0,1,1,one_thread_fair,solver_final_json,none
tight_T_seed3101_300s,paper,tight_T_seed3101.txt,gcap-frontier,paper-gf-compact-bc,optimal,True,0.107252734134,0.107252734134,0.107252734134,0,77.1984276,0,0,0,0,,,0,0,0,0,1,1,one_thread_fair,solver_final_json,none
tight_T_seed3102_300s,paper,tight_T_seed3102.txt,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,0.600704436685,0.520346,0.600704436685,0.133773669342,314.836237,3,3,0,3,direct_gini_cap=3;direct_gini_floor=3;tight_mccormick=1320;inventory_conservation=6;visit_inventory_linking=120;objective_estimator_cutoff=3;penalty_lb=3;gini_spread=570;required_movement=6;global_handling_capacity=3;support_duration_pair=1710;support_duration_triple=10260;transfer_compat=180;receiver_source_cover=0,movement_reachability=30;low_gini_ratio_band_domains=33,0,3060,60.3586434,0,1,1,one_thread_fair,solver_final_json,none
moderate_seed3301_baseline_300s,paper,moderate_seed3301.txt,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,0.0491525526647,0.046285,0.0491525526647,0.058339852343,300.470355,2,6,4,2,direct_gini_cap=6;direct_gini_floor=6;tight_mccormick=2712;inventory_conservation=12;visit_inventory_linking=240;objective_estimator_cutoff=6;penalty_lb=6;gini_spread=1140;required_movement=29;global_handling_capacity=6;support_duration_pair=3420;support_duration_triple=20520;transfer_compat=360;receiver_source_cover=0,movement_reachability=27;low_gini_ratio_band_domains=75,0,6307,145.0438436,0,1,1,one_thread_fair,solver_final_json,none
moderate_seed3302_300s,paper,moderate_seed3302.txt,gcap-frontier,paper-gf-compact-bc,gcap_frontier_not_closed,False,0.195636206549,0.13884,0.195636206549,0.290315415285,300.4348799,5,5,0,5,direct_gini_cap=5;direct_gini_floor=5;tight_mccormick=2200;inventory_conservation=10;visit_inventory_linking=200;objective_estimator_cutoff=5;penalty_lb=5;gini_spread=950;required_movement=10;global_handling_capacity=5;support_duration_pair=2850;support_duration_triple=17100;transfer_compat=300;receiver_source_cover=0,movement_reachability=40;low_gini_ratio_band_domains=51,0,5665,100.5725065,0,1,1,one_thread_fair,solver_final_json,none
