round_id,stage,run_id,instance_id,instance_sha256,V,M,Q,scenario,arm,startup_variant,process_cap_seconds,shutdown_margin_seconds,watchdog_seconds,repetition,serial_order,frozen_before_official_results
34,v10,v10__round33_v10_moderate_M1_Q20_seed256070676__c6_hga_light__3600s,round33_v10_moderate_M1_Q20_seed256070676,2a320d901944a0e94d3a611f247ac934f4d39191fc4fe292cb9cb9cf90033cb2,10,1,20,moderate,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,11,True
34,v10,v10__round33_v10_moderate_M1_Q20_seed256070676__c6_simple_start__3600s,round33_v10_moderate_M1_Q20_seed256070676,2a320d901944a0e94d3a611f247ac934f4d39191fc4fe292cb9cb9cf90033cb2,10,1,20,moderate,C6-SIMPLE-START,simple-start,3600,15,3690,primary,12,True
34,v10,v10__round33_v10_tight_T_M1_Q20_seed1215342007__c6_hga_full__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,266306777768989f0b637956442c10392a3f004f1d0271e90f7ea4d1f817b4c9,10,1,20,tight_T,C6-HGA-FULL,hga-full,3600,15,3690,primary,13,True
34,v10,v10__round33_v10_tight_T_M1_Q20_seed1215342007__c6_hga_light__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,266306777768989f0b637956442c10392a3f004f1d0271e90f7ea4d1f817b4c9,10,1,20,tight_T,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,14,True
34,v10,v10__round33_v10_tight_T_M1_Q20_seed1215342007__c6_simple_start__3600s,round33_v10_tight_T_M1_Q20_seed1215342007,266306777768989f0b637956442c10392a3f004f1d0271e90f7ea4d1f817b4c9,10,1,20,tight_T,C6-SIMPLE-START,simple-start,3600,15,3690,primary,15,True
34,v10,v10__round33_v10_high_imbalance_M1_Q30_seed289447508__c6_hga_full__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,798703a65382aa0b41c3dcef9a08c94b1578e58d015f9692f6c36c804d985992,10,1,30,high_imbalance,C6-HGA-FULL,hga-full,3600,15,3690,primary,16,True
34,v10,v10__round33_v10_high_imbalance_M1_Q30_seed289447508__c6_hga_light__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,798703a65382aa0b41c3dcef9a08c94b1578e58d015f9692f6c36c804d985992,10,1,30,high_imbalance,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,17,True
34,v10,v10__round33_v10_high_imbalance_M1_Q30_seed289447508__c6_simple_start__3600s,round33_v10_high_imbalance_M1_Q30_seed289447508,798703a65382aa0b41c3dcef9a08c94b1578e58d015f9692f6c36c804d985992,10,1,30,high_imbalance,C6-SIMPLE-START,simple-start,3600,15,3690,primary,18,True
34,v10,v10__round33_v10_moderate_M1_Q30_seed82526096__c6_hga_full__3600s,round33_v10_moderate_M1_Q30_seed82526096,67647350f3af104da697ca5f8dd541d549104dfee28ab189d64ee567562949c7,10,1,30,moderate,C6-HGA-FULL,hga-full,3600,15,3690,primary,19,True
34,v10,v10__round33_v10_moderate_M1_Q30_seed82526096__c6_hga_light__3600s,round33_v10_moderate_M1_Q30_seed82526096,67647350f3af104da697ca5f8dd541d549104dfee28ab189d64ee567562949c7,10,1,30,moderate,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,20,True
34,v10,v10__round33_v10_moderate_M1_Q30_seed82526096__c6_simple_start__3600s,round33_v10_moderate_M1_Q30_seed82526096,67647350f3af104da697ca5f8dd541d549104dfee28ab189d64ee567562949c7,10,1,30,moderate,C6-SIMPLE-START,simple-start,3600,15,3690,primary,21,True
34,v10,v10__round33_v10_tight_T_M1_Q30_seed1122319721__c6_hga_full__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,47b804c11f21432aaefcef45c794e2e0d20794e82c4b9a4d6a990b127f69b446,10,1,30,tight_T,C6-HGA-FULL,hga-full,3600,15,3690,primary,22,True
34,v10,v10__round33_v10_tight_T_M1_Q30_seed1122319721__c6_hga_light__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,47b804c11f21432aaefcef45c794e2e0d20794e82c4b9a4d6a990b127f69b446,10,1,30,tight_T,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,23,True
34,v10,v10__round33_v10_tight_T_M1_Q30_seed1122319721__c6_simple_start__3600s,round33_v10_tight_T_M1_Q30_seed1122319721,47b804c11f21432aaefcef45c794e2e0d20794e82c4b9a4d6a990b127f69b446,10,1,30,tight_T,C6-SIMPLE-START,simple-start,3600,15,3690,primary,24,True
34,v10,v10__round33_v10_high_imbalance_M2_Q20_seed1719879984__c6_hga_full__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,2087cd04dc30960beb98aad7c3b4f684b27be61df137cfc0cf53c581714e42d7,10,2,20,high_imbalance,C6-HGA-FULL,hga-full,3600,15,3690,primary,25,True
34,v10,v10__round33_v10_high_imbalance_M2_Q20_seed1719879984__c6_hga_light__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,2087cd04dc30960beb98aad7c3b4f684b27be61df137cfc0cf53c581714e42d7,10,2,20,high_imbalance,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,26,True
34,v10,v10__round33_v10_high_imbalance_M2_Q20_seed1719879984__c6_simple_start__3600s,round33_v10_high_imbalance_M2_Q20_seed1719879984,2087cd04dc30960beb98aad7c3b4f684b27be61df137cfc0cf53c581714e42d7,10,2,20,high_imbalance,C6-SIMPLE-START,simple-start,3600,15,3690,primary,27,True
34,v10,v10__round33_v10_moderate_M2_Q20_seed1118884127__c6_hga_full__3600s,round33_v10_moderate_M2_Q20_seed1118884127,fdc524808524a79c87d04832a5b56653c00691ceab53b57f44568238bd3bc7b8,10,2,20,moderate,C6-HGA-FULL,hga-full,3600,15,3690,primary,28,True
34,v10,v10__round33_v10_moderate_M2_Q20_seed1118884127__c6_hga_light__3600s,round33_v10_moderate_M2_Q20_seed1118884127,fdc524808524a79c87d04832a5b56653c00691ceab53b57f44568238bd3bc7b8,10,2,20,moderate,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,29,True
34,v10,v10__round33_v10_moderate_M2_Q20_seed1118884127__c6_simple_start__3600s,round33_v10_moderate_M2_Q20_seed1118884127,fdc524808524a79c87d04832a5b56653c00691ceab53b57f44568238bd3bc7b8,10,2,20,moderate,C6-SIMPLE-START,simple-start,3600,15,3690,primary,30,True
34,v10,v10__round33_v10_tight_T_M2_Q20_seed2085634706__c6_hga_full__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,b840b83be09662046b996765fa93b354ee533e358804527e2a2e38c1a081dd94,10,2,20,tight_T,C6-HGA-FULL,hga-full,3600,15,3690,primary,31,True
34,v10,v10__round33_v10_tight_T_M2_Q20_seed2085634706__c6_hga_light__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,b840b83be09662046b996765fa93b354ee533e358804527e2a2e38c1a081dd94,10,2,20,tight_T,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,32,True
34,v10,v10__round33_v10_tight_T_M2_Q20_seed2085634706__c6_simple_start__3600s,round33_v10_tight_T_M2_Q20_seed2085634706,b840b83be09662046b996765fa93b354ee533e358804527e2a2e38c1a081dd94,10,2,20,tight_T,C6-SIMPLE-START,simple-start,3600,15,3690,primary,33,True
34,v10,v10__round33_v10_high_imbalance_M2_Q30_seed1244253498__c6_hga_full__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,dd0712ca30710c310b16f44976eead292788a7de9f89c2ba77b08bd81e1a2933,10,2,30,high_imbalance,C6-HGA-FULL,hga-full,3600,15,3690,primary,34,True
34,v10,v10__round33_v10_high_imbalance_M2_Q30_seed1244253498__c6_hga_light__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,dd0712ca30710c310b16f44976eead292788a7de9f89c2ba77b08bd81e1a2933,10,2,30,high_imbalance,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,35,True
34,v10,v10__round33_v10_high_imbalance_M2_Q30_seed1244253498__c6_simple_start__3600s,round33_v10_high_imbalance_M2_Q30_seed1244253498,dd0712ca30710c310b16f44976eead292788a7de9f89c2ba77b08bd81e1a2933,10,2,30,high_imbalance,C6-SIMPLE-START,simple-start,3600,15,3690,primary,36,True
34,v10,v10__round33_v10_moderate_M2_Q30_seed763364383__c6_hga_full__3600s,round33_v10_moderate_M2_Q30_seed763364383,dc2ea2ddd924bc513aa68548c517fffd5a7f12979960c4d446825b6eb89a028b,10,2,30,moderate,C6-HGA-FULL,hga-full,3600,15,3690,primary,37,True
34,v10,v10__round33_v10_moderate_M2_Q30_seed763364383__c6_hga_light__3600s,round33_v10_moderate_M2_Q30_seed763364383,dc2ea2ddd924bc513aa68548c517fffd5a7f12979960c4d446825b6eb89a028b,10,2,30,moderate,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,38,True
34,v10,v10__round33_v10_moderate_M2_Q30_seed763364383__c6_simple_start__3600s,round33_v10_moderate_M2_Q30_seed763364383,dc2ea2ddd924bc513aa68548c517fffd5a7f12979960c4d446825b6eb89a028b,10,2,30,moderate,C6-SIMPLE-START,simple-start,3600,15,3690,primary,39,True
34,v10,v10__round33_v10_tight_T_M2_Q30_seed1783646009__c6_hga_full__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,ebbf8deb0a83cd7c26dbbbc9b30fd62e6b762f83a2d905d1f2acf5f9f434e997,10,2,30,tight_T,C6-HGA-FULL,hga-full,3600,15,3690,primary,40,True
34,v10,v10__round33_v10_tight_T_M2_Q30_seed1783646009__c6_hga_light__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,ebbf8deb0a83cd7c26dbbbc9b30fd62e6b762f83a2d905d1f2acf5f9f434e997,10,2,30,tight_T,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,41,True
34,v10,v10__round33_v10_tight_T_M2_Q30_seed1783646009__c6_simple_start__3600s,round33_v10_tight_T_M2_Q30_seed1783646009,ebbf8deb0a83cd7c26dbbbc9b30fd62e6b762f83a2d905d1f2acf5f9f434e997,10,2,30,tight_T,C6-SIMPLE-START,simple-start,3600,15,3690,primary,42,True
34,v10,v10__round33_v10_high_imbalance_M3_Q20_seed434104496__c6_hga_full__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,3166610006cbf4d23b08a693dd0742b02f1c82391fc4de2c6b85e02811769dd4,10,3,20,high_imbalance,C6-HGA-FULL,hga-full,3600,15,3690,primary,43,True
34,v10,v10__round33_v10_high_imbalance_M3_Q20_seed434104496__c6_hga_light__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,3166610006cbf4d23b08a693dd0742b02f1c82391fc4de2c6b85e02811769dd4,10,3,20,high_imbalance,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,44,True
34,v10,v10__round33_v10_high_imbalance_M3_Q20_seed434104496__c6_simple_start__3600s,round33_v10_high_imbalance_M3_Q20_seed434104496,3166610006cbf4d23b08a693dd0742b02f1c82391fc4de2c6b85e02811769dd4,10,3,20,high_imbalance,C6-SIMPLE-START,simple-start,3600,15,3690,primary,45,True
34,v10,v10__round33_v10_moderate_M3_Q20_seed935682861__c6_hga_full__3600s,round33_v10_moderate_M3_Q20_seed935682861,8472af5eb9eed0b5049b6dcab6939e877d2386dd4538fbca94ca7068bf4692a4,10,3,20,moderate,C6-HGA-FULL,hga-full,3600,15,3690,primary,46,True
34,v10,v10__round33_v10_moderate_M3_Q20_seed935682861__c6_hga_light__3600s,round33_v10_moderate_M3_Q20_seed935682861,8472af5eb9eed0b5049b6dcab6939e877d2386dd4538fbca94ca7068bf4692a4,10,3,20,moderate,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,47,True
34,v10,v10__round33_v10_moderate_M3_Q20_seed935682861__c6_simple_start__3600s,round33_v10_moderate_M3_Q20_seed935682861,8472af5eb9eed0b5049b6dcab6939e877d2386dd4538fbca94ca7068bf4692a4,10,3,20,moderate,C6-SIMPLE-START,simple-start,3600,15,3690,primary,48,True
34,v10,v10__round33_v10_tight_T_M3_Q20_seed284843780__c6_hga_full__3600s,round33_v10_tight_T_M3_Q20_seed284843780,dfd0641e6a17f92a284f67ec4ad0eae705f34ce20137ac1ee334aeda5178922f,10,3,20,tight_T,C6-HGA-FULL,hga-full,3600,15,3690,primary,49,True
34,v10,v10__round33_v10_tight_T_M3_Q20_seed284843780__c6_hga_light__3600s,round33_v10_tight_T_M3_Q20_seed284843780,dfd0641e6a17f92a284f67ec4ad0eae705f34ce20137ac1ee334aeda5178922f,10,3,20,tight_T,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,50,True
34,v10,v10__round33_v10_tight_T_M3_Q20_seed284843780__c6_simple_start__3600s,round33_v10_tight_T_M3_Q20_seed284843780,dfd0641e6a17f92a284f67ec4ad0eae705f34ce20137ac1ee334aeda5178922f,10,3,20,tight_T,C6-SIMPLE-START,simple-start,3600,15,3690,primary,51,True
34,v10,v10__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_hga_full__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,e594c99b4ec65eafc53e54f924183ebb3c44108042ddecbb4034f7ea4473a7d0,10,3,30,high_imbalance,C6-HGA-FULL,hga-full,3600,15,3690,primary,52,True
34,v10,v10__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_hga_light__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,e594c99b4ec65eafc53e54f924183ebb3c44108042ddecbb4034f7ea4473a7d0,10,3,30,high_imbalance,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,53,True
34,v10,v10__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_simple_start__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,e594c99b4ec65eafc53e54f924183ebb3c44108042ddecbb4034f7ea4473a7d0,10,3,30,high_imbalance,C6-SIMPLE-START,simple-start,3600,15,3690,primary,54,True
34,v10,v10__round33_v10_moderate_M3_Q30_seed2031960658__c6_hga_full__3600s,round33_v10_moderate_M3_Q30_seed2031960658,ea55deb137102f25663ced62fed3b4493452a5d59e15ab65886690cff9869b4e,10,3,30,moderate,C6-HGA-FULL,hga-full,3600,15,3690,primary,55,True
34,v10,v10__round33_v10_moderate_M3_Q30_seed2031960658__c6_hga_light__3600s,round33_v10_moderate_M3_Q30_seed2031960658,ea55deb137102f25663ced62fed3b4493452a5d59e15ab65886690cff9869b4e,10,3,30,moderate,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,56,True
34,v10,v10__round33_v10_moderate_M3_Q30_seed2031960658__c6_simple_start__3600s,round33_v10_moderate_M3_Q30_seed2031960658,ea55deb137102f25663ced62fed3b4493452a5d59e15ab65886690cff9869b4e,10,3,30,moderate,C6-SIMPLE-START,simple-start,3600,15,3690,primary,57,True
34,v10,v10__round33_v10_tight_T_M3_Q30_seed1796239044__c6_hga_full__3600s,round33_v10_tight_T_M3_Q30_seed1796239044,799307906a90a9d38d4607f57a461f1a63a69dac9ffdd64582c6a3fb79c98aac,10,3,30,tight_T,C6-HGA-FULL,hga-full,3600,15,3690,primary,58,True
34,v10,v10__round33_v10_tight_T_M3_Q30_seed1796239044__c6_hga_light__3600s,round33_v10_tight_T_M3_Q30_seed1796239044,799307906a90a9d38d4607f57a461f1a63a69dac9ffdd64582c6a3fb79c98aac,10,3,30,tight_T,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,59,True
34,v10,v10__round33_v10_tight_T_M3_Q30_seed1796239044__c6_simple_start__3600s,round33_v10_tight_T_M3_Q30_seed1796239044,799307906a90a9d38d4607f57a461f1a63a69dac9ffdd64582c6a3fb79c98aac,10,3,30,tight_T,C6-SIMPLE-START,simple-start,3600,15,3690,primary,60,True
34,transfer,transfer__V12_M1__c6_hga_full__3600s,V12_M1,e395cfef336d3407a65f04d7e201aa29ac844a08aff25d1991ce6983e5e9508d,12,1,30,v12,C6-HGA-FULL,hga-full,3600,15,3690,primary,61,True
34,transfer,transfer__V12_M1__c6_hga_light__3600s,V12_M1,e395cfef336d3407a65f04d7e201aa29ac844a08aff25d1991ce6983e5e9508d,12,1,30,v12,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,62,True
34,transfer,transfer__V12_M1__c6_simple_start__3600s,V12_M1,e395cfef336d3407a65f04d7e201aa29ac844a08aff25d1991ce6983e5e9508d,12,1,30,v12,C6-SIMPLE-START,simple-start,3600,15,3690,primary,63,True
34,transfer,transfer__V12_M2__c6_hga_full__3600s,V12_M2,0bb0416cc9540fffbb91299d5c9ed3d6c2363906424005b1c40b4e3829ddf4f0,12,2,30,v12,C6-HGA-FULL,hga-full,3600,15,3690,primary,64,True
34,transfer,transfer__V12_M2__c6_hga_light__3600s,V12_M2,0bb0416cc9540fffbb91299d5c9ed3d6c2363906424005b1c40b4e3829ddf4f0,12,2,30,v12,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,65,True
34,transfer,transfer__V12_M2__c6_simple_start__3600s,V12_M2,0bb0416cc9540fffbb91299d5c9ed3d6c2363906424005b1c40b4e3829ddf4f0,12,2,30,v12,C6-SIMPLE-START,simple-start,3600,15,3690,primary,66,True
34,transfer,transfer__round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6_hga_full__3600s,round32_multi_m_high_imbalance_V20_M2_seed1052706459,4cda9b09c2d0253145e931d7c5a3c317376aca12b040446c3b2db5d8f0bbbb1f,20,2,30,high_imbalance,C6-HGA-FULL,hga-full,3600,15,3690,primary,67,True
34,transfer,transfer__round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6_hga_light__3600s,round32_multi_m_high_imbalance_V20_M2_seed1052706459,4cda9b09c2d0253145e931d7c5a3c317376aca12b040446c3b2db5d8f0bbbb1f,20,2,30,high_imbalance,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,68,True
34,transfer,transfer__round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6_simple_start__3600s,round32_multi_m_high_imbalance_V20_M2_seed1052706459,4cda9b09c2d0253145e931d7c5a3c317376aca12b040446c3b2db5d8f0bbbb1f,20,2,30,high_imbalance,C6-SIMPLE-START,simple-start,3600,15,3690,primary,69,True
34,transfer,transfer__tight_T_seed4101__c6_hga_full__3600s,tight_T_seed4101,57efa512535d9914d51bfa1a16ccfbe602bd5c04080698bc7a7de611bcc54a3d,20,3,30,tight_T,C6-HGA-FULL,hga-full,3600,15,3690,primary,70,True
34,transfer,transfer__tight_T_seed4101__c6_hga_light__3600s,tight_T_seed4101,57efa512535d9914d51bfa1a16ccfbe602bd5c04080698bc7a7de611bcc54a3d,20,3,30,tight_T,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,primary,71,True
34,transfer,transfer__tight_T_seed4101__c6_simple_start__3600s,tight_T_seed4101,57efa512535d9914d51bfa1a16ccfbe602bd5c04080698bc7a7de611bcc54a3d,20,3,30,tight_T,C6-SIMPLE-START,simple-start,3600,15,3690,primary,72,True
34,repeat,repeat__round33_v10_high_imbalance_M1_Q20_seed2098545008__c6_hga_full__repeat1__3600s,round33_v10_high_imbalance_M1_Q20_seed2098545008,004097e7f1323ed8d5a8877b3c1f07e34a2284909502a3f156285dc92fd528ec,10,1,20,high_imbalance,C6-HGA-FULL,hga-full,3600,15,3690,repeat1,73,True
34,repeat,repeat__round33_v10_high_imbalance_M1_Q20_seed2098545008__c6_hga_light__repeat1__3600s,round33_v10_high_imbalance_M1_Q20_seed2098545008,004097e7f1323ed8d5a8877b3c1f07e34a2284909502a3f156285dc92fd528ec,10,1,20,high_imbalance,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,repeat1,74,True
34,repeat,repeat__round33_v10_moderate_M2_Q20_seed1118884127__c6_hga_full__repeat1__3600s,round33_v10_moderate_M2_Q20_seed1118884127,fdc524808524a79c87d04832a5b56653c00691ceab53b57f44568238bd3bc7b8,10,2,20,moderate,C6-HGA-FULL,hga-full,3600,15,3690,repeat1,75,True
34,repeat,repeat__round33_v10_moderate_M2_Q20_seed1118884127__c6_hga_light__repeat1__3600s,round33_v10_moderate_M2_Q20_seed1118884127,fdc524808524a79c87d04832a5b56653c00691ceab53b57f44568238bd3bc7b8,10,2,20,moderate,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,repeat1,76,True
34,repeat,repeat__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_hga_full__repeat1__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,e594c99b4ec65eafc53e54f924183ebb3c44108042ddecbb4034f7ea4473a7d0,10,3,30,high_imbalance,C6-HGA-FULL,hga-full,3600,15,3690,repeat1,77,True
34,repeat,repeat__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_hga_light__repeat1__3600s,round33_v10_high_imbalance_M3_Q30_seed1765289896,e594c99b4ec65eafc53e54f924183ebb3c44108042ddecbb4034f7ea4473a7d0,10,3,30,high_imbalance,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,repeat1,78,True
34,repeat,repeat__V12_M2__c6_hga_full__repeat1__3600s,V12_M2,0bb0416cc9540fffbb91299d5c9ed3d6c2363906424005b1c40b4e3829ddf4f0,12,2,30,v12,C6-HGA-FULL,hga-full,3600,15,3690,repeat1,79,True
34,repeat,repeat__V12_M2__c6_hga_light__repeat1__3600s,V12_M2,0bb0416cc9540fffbb91299d5c9ed3d6c2363906424005b1c40b4e3829ddf4f0,12,2,30,v12,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,repeat1,80,True
34,repeat,repeat__round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6_hga_full__repeat1__3600s,round32_multi_m_high_imbalance_V20_M2_seed1052706459,4cda9b09c2d0253145e931d7c5a3c317376aca12b040446c3b2db5d8f0bbbb1f,20,2,30,high_imbalance,C6-HGA-FULL,hga-full,3600,15,3690,repeat1,81,True
34,repeat,repeat__round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6_hga_light__repeat1__3600s,round32_multi_m_high_imbalance_V20_M2_seed1052706459,4cda9b09c2d0253145e931d7c5a3c317376aca12b040446c3b2db5d8f0bbbb1f,20,2,30,high_imbalance,C6-HGA-LIGHT,hga-light-1000,3600,15,3690,repeat1,82,True
