round_id,selection_order,purpose,instance_id,path,instance_sha256,V,M,Q,scenario,T,lambda,predeclared_before_round34_solver_results
34,1,repeatability,round33_v10_high_imbalance_M1_Q20_seed2098545008,reference/qualification_round33/M1_Q20/round33_v10_high_imbalance_M1_Q20_seed2098545008.txt,004097e7f1323ed8d5a8877b3c1f07e34a2284909502a3f156285dc92fd528ec,10,1,20,high_imbalance,3600.0,0.15,True
34,2,repeatability,round33_v10_moderate_M2_Q20_seed1118884127,reference/qualification_round33/M2_Q20/round33_v10_moderate_M2_Q20_seed1118884127.txt,fdc524808524a79c87d04832a5b56653c00691ceab53b57f44568238bd3bc7b8,10,2,20,moderate,3600.0,0.15,True
34,3,repeatability,round33_v10_high_imbalance_M3_Q30_seed1765289896,reference/qualification_round33/M3_Q30/round33_v10_high_imbalance_M3_Q30_seed1765289896.txt,e594c99b4ec65eafc53e54f924183ebb3c44108042ddecbb4034f7ea4473a7d0,10,3,30,high_imbalance,3600.0,0.15,True
34,4,repeatability,V12_M2,reference/regen_candidate_V12_M2_average.txt,0bb0416cc9540fffbb91299d5c9ed3d6c2363906424005b1c40b4e3829ddf4f0,12,2,30,v12,3600.0,0.15,True
34,5,repeatability,round32_multi_m_high_imbalance_V20_M2_seed1052706459,reference/qualification_round32/V20_M2/round32_multi_m_high_imbalance_V20_M2_seed1052706459.txt,4cda9b09c2d0253145e931d7c5a3c317376aca12b040446c3b2db5d8f0bbbb1f,20,2,30,high_imbalance,3600.0,0.15,True
