round_id,stage,run_id,instance_id,instance_sha256,arm,startup_variant,strict_certificate,strict_certificate_class,certificate_rejection_reason,verifier_passed,lifecycle_valid,fingerprint_match,process_entry_time_seconds,passed
34,stage0_strict_promotion,strict_promotion__V12_M2__p_grb,V12_M2,0bb0416cc9540fffbb91299d5c9ed3d6c2363906424005b1c40b4e3829ddf4f0,P-GRB,,True,engineering_exact_original_problem_optimal,none,True,True,True,171.5921505,True
34,stage0_strict_promotion,strict_promotion__V12_M2__c6_hga_full,V12_M2,0bb0416cc9540fffbb91299d5c9ed3d6c2363906424005b1c40b4e3829ddf4f0,C6-HGA-FULL,hga-full,True,engineering_exact_original_problem_optimal,none,True,True,False,122.9108866,True
