round_id,instance_id,arm,V,M,Q,scenario,primary_stage,primary_run_id,repeat_run_id,primary_strict,repeat_strict,primary_total_seconds,repeat_total_seconds,repeat_minus_primary_seconds,repeat_over_primary_ratio,two_run_coefficient_of_variation,primary_startup_seconds,repeat_startup_seconds,primary_startup_incumbent,repeat_startup_incumbent,startup_incumbent_matches_within_tolerance
34,V12_M2,C6-HGA-FULL,12,2,30,v12,transfer,transfer__V12_M2__c6_hga_full__3600s,repeat__V12_M2__c6_hga_full__repeat1__3600s,True,True,123.0043187,122.8686009,-0.13571779999999478,0.9988966419924572,0.0007806225822985341,6.9298972,6.8549356,0.7185040707549709,0.7185040707549709,True
34,V12_M2,C6-HGA-LIGHT,12,2,30,v12,transfer,transfer__V12_M2__c6_hga_light__3600s,repeat__V12_M2__c6_hga_light__repeat1__3600s,True,True,120.1396815,119.8635599,-0.2761215999999962,0.9977016619608735,0.0016270401570674512,3.9757082,3.951998,0.7185040707549709,0.7185040707549709,True
34,round32_multi_m_high_imbalance_V20_M2_seed1052706459,C6-HGA-FULL,20,2,30,high_imbalance,transfer,transfer__round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6_hga_full__3600s,repeat__round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6_hga_full__repeat1__3600s,True,True,10.715325,10.8413601,0.1260350999999993,1.0117621350728978,0.008268458110706839,6.9134437,6.9462391,4.356924112605589,4.356924112605589,True
34,round32_multi_m_high_imbalance_V20_M2_seed1052706459,C6-HGA-LIGHT,20,2,30,high_imbalance,transfer,transfer__round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6_hga_light__3600s,repeat__round32_multi_m_high_imbalance_V20_M2_seed1052706459__c6_hga_light__repeat1__3600s,True,True,8.5934435,8.6023141,0.00887059999999984,1.0010322520884671,0.0007295359191610464,4.7672149,4.787578,4.356924112605589,4.356924112605589,True
34,round33_v10_high_imbalance_M1_Q20_seed2098545008,C6-HGA-FULL,10,1,20,high_imbalance,v10,v10__round33_v10_high_imbalance_M1_Q20_seed2098545008__c6_hga_full__3600s,repeat__round33_v10_high_imbalance_M1_Q20_seed2098545008__c6_hga_full__repeat1__3600s,True,True,4.7731287,4.7377298,-0.03539889999999968,0.9925837113924878,0.005263626251309332,3.4795241,3.4302988,2.5011685062793667,2.5011685062793667,True
34,round33_v10_high_imbalance_M1_Q20_seed2098545008,C6-HGA-LIGHT,10,1,20,high_imbalance,v10,v10__round33_v10_high_imbalance_M1_Q20_seed2098545008__c6_hga_light__3600s,repeat__round33_v10_high_imbalance_M1_Q20_seed2098545008__c6_hga_light__repeat1__3600s,True,True,3.11523,3.0971914,-0.018038600000000127,0.9942095447206145,0.00410635903839741,1.8114089,1.795528,2.5011685062793667,2.5011685062793667,True
34,round33_v10_high_imbalance_M3_Q30_seed1765289896,C6-HGA-FULL,10,3,30,high_imbalance,v10,v10__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_hga_full__3600s,repeat__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_hga_full__repeat1__3600s,True,True,76.993928,76.9012308,-0.09269720000000348,0.998796045319314,0.0008518373057100755,1.9962081,1.9789953,1.0059157404995958,1.0059157404995958,True
34,round33_v10_high_imbalance_M3_Q30_seed1765289896,C6-HGA-LIGHT,10,3,30,high_imbalance,v10,v10__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_hga_light__3600s,repeat__round33_v10_high_imbalance_M3_Q30_seed1765289896__c6_hga_light__repeat1__3600s,True,True,75.7678393,76.1229481,0.35510879999999645,1.0046868011979853,0.003306320874850043,1.2823497,1.2791107,1.0059157404995958,1.0059157404995958,True
34,round33_v10_moderate_M2_Q20_seed1118884127,C6-HGA-FULL,10,2,20,moderate,v10,v10__round33_v10_moderate_M2_Q20_seed1118884127__c6_hga_full__3600s,repeat__round33_v10_moderate_M2_Q20_seed1118884127__c6_hga_full__repeat1__3600s,True,True,4.4627278,4.4930516,0.030323800000000567,1.006794902436129,0.004788453054425398,2.5106064,2.5396903,0.007531475161479737,0.007531475161479737,True
34,round33_v10_moderate_M2_Q20_seed1118884127,C6-HGA-LIGHT,10,2,20,moderate,v10,v10__round33_v10_moderate_M2_Q20_seed1118884127__c6_hga_light__3600s,repeat__round33_v10_moderate_M2_Q20_seed1118884127__c6_hga_light__repeat1__3600s,True,True,3.5752786,3.5557763,-0.019502300000000083,0.9945452362789294,0.003867648972590147,1.5725227,1.587386,0.007531475161479737,0.007531475161479737,True
