round_id,evidence_origin,instance_id,V,M,Q,scenario,first_improvement_generation,last_improvement_generation,full_stop_generation,post_last_improvement_generations,full_final_fitness,strict_improvement_count,candidate_250_stop_generation,candidate_250_fitness,candidate_250_matches_full,candidate_500_stop_generation,candidate_500_fitness,candidate_500_matches_full,candidate_1000_stop_generation,candidate_1000_fitness,candidate_1000_matches_full,run_id,serial_order,stage,instance_path,instance_sha256,arm,startup_variant,repetition,solver,solver_version,source_commit,executable_sha256,process_cap_seconds,status,strict_certificate,strict_certificate_class,strict_certificate_rejection_reason,total_process_seconds,final_objective,valid_lower_bound,verified_upper_bound,final_relative_gap,work,nodes,threads,emergency_timeout,generation_log_available,first_feasible_generation,first_feasible_seconds,final_selected_generation,last_improvement_seconds,final_logged_generation,final_logged_seconds,initial_fitness,final_fitness
34,historical_round33_frozen_hga_log,round33_v10_high_imbalance_M1_Q20_seed2098545008,10,1,20,high_imbalance,0,6,2006,2000,-2.501168506279367,2,256,-2.501168506279367,True,506,-2.501168506279367,True,1006,-2.501168506279367,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,historical_round33_frozen_hga_log,round33_v10_moderate_M1_Q20_seed256070676,10,1,20,moderate,0,578,2578,2000,-0.466653280915964,2,250,-0.4745860138559337,False,500,-0.4745860138559337,False,1578,-0.466653280915964,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,historical_round33_frozen_hga_log,round33_v10_tight_T_M1_Q20_seed1215342007,10,1,20,tight_T,0,0,2000,2000,-0.9281961668453513,1,250,-0.9281961668453513,True,500,-0.9281961668453513,True,1000,-0.9281961668453513,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,historical_round33_frozen_hga_log,round33_v10_high_imbalance_M1_Q30_seed289447508,10,1,30,high_imbalance,0,196,2196,2000,-3.194142665219807,2,446,-3.194142665219807,True,696,-3.194142665219807,True,1196,-3.194142665219807,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,historical_round33_frozen_hga_log,round33_v10_moderate_M1_Q30_seed82526096,10,1,30,moderate,0,0,2000,2000,-0.5780151685284917,1,250,-0.5780151685284917,True,500,-0.5780151685284917,True,1000,-0.5780151685284917,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,historical_round33_frozen_hga_log,round33_v10_tight_T_M1_Q30_seed1122319721,10,1,30,tight_T,0,0,2000,2000,-1.811523354904172,1,250,-1.811523354904172,True,500,-1.811523354904172,True,1000,-1.811523354904172,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,historical_round33_frozen_hga_log,round33_v10_high_imbalance_M2_Q20_seed1719879984,10,2,20,high_imbalance,0,17,2017,2000,-1.8398450646494318,9,267,-1.8398450646494318,True,517,-1.8398450646494318,True,1017,-1.8398450646494318,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,historical_round33_frozen_hga_log,round33_v10_moderate_M2_Q20_seed1118884127,10,2,20,moderate,0,5,2005,2000,-0.007531475161479809,3,255,-0.007531475161479809,True,505,-0.007531475161479809,True,1005,-0.007531475161479809,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,historical_round33_frozen_hga_log,round33_v10_tight_T_M2_Q20_seed2085634706,10,2,20,tight_T,0,13,2013,2000,-0.7194452911538436,6,263,-0.7194452911538436,True,513,-0.7194452911538436,True,1013,-0.7194452911538436,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,historical_round33_frozen_hga_log,round33_v10_high_imbalance_M2_Q30_seed1244253498,10,2,30,high_imbalance,0,10,2010,2000,-2.365637245709973,4,260,-2.365637245709973,True,510,-2.365637245709973,True,1010,-2.365637245709973,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
