elapsed_seconds,incumbent_UB,global_LB,gap,unresolved_intervals,columns,pricing_engine,large_relaxed_rmp_scope
0,6.629,0,1,0,7560,hybrid,diagnostic_incomplete_ng_relaxed_pricing
