leaf_id,parent_id,child_index,depth,gamma_L,gamma_U,base_lower_bound,current_lower_bound,cutoff,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,lp_native_status,terminal_mip_started,terminal_native_status,closure_source,model_sha256,row_signature,parent_child_coverage_valid,parent_replaced,lower_bound_sources
R,"",-1,0,0,0.19563620654901237,0,0.098725870836317828,0.19563620654901237,replaced,1,1,0,0.098725870836317828,"OPTIMAL",0,"not_run","",27a9e87e4a8326b740f1dee02cbf7575c09b8de54670176387e334d5055fcd2e,27a9e87e4a8326b740f1dee02cbf7575c09b8de54670176387e334d5055fcd2e,1,1,"objective_nonnegative_penalty_and_root_gini_floor;complete_optimal_interval_lp_bound"
R.0,"R",0,1,0,0.097818103274506185,0.098725870836317828,0.10365677986128378,0.19563620654901237,replaced,1,1,0,0.10365677986128378,"OPTIMAL",0,"not_run","",f9af3be9aed548bf9902b0719a7079877638af8b5c26e2b48bcd0b7d9697ea0e,f9af3be9aed548bf9902b0719a7079877638af8b5c26e2b48bcd0b7d9697ea0e,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1,"R",1,1,0.097818103274506185,0.19563620654901237,0.098725870836317828,0.16793102793366332,0.19563620654901237,replaced,1,1,0,0.16793102793366332,"OPTIMAL",0,"not_run","",f67f9c16f7b7ee7f5dcf3696c18cb8a1d3162e2be9a47a3d9f827bf4a5c52ee3,f67f9c16f7b7ee7f5dcf3696c18cb8a1d3162e2be9a47a3d9f827bf4a5c52ee3,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0,"R.0",0,2,0,0.048909051637253093,0.10365677986128378,0.11390810778313859,0.19563620654901237,replaced,1,1,0,0.11390810778313859,"OPTIMAL",0,"not_run","",48b20f554fd5bde4f9072b1ab5ded8d33ab8ff8dcc6e48bae7ef9661380515de,48b20f554fd5bde4f9072b1ab5ded8d33ab8ff8dcc6e48bae7ef9661380515de,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.1,"R.0",1,2,0.048909051637253093,0.097818103274506185,0.10365677986128378,0.13602141227306505,0.19563620654901237,replaced,1,1,0,0.13602141227306505,"OPTIMAL",0,"not_run","",0d802d9d4ac3c0f0b4089608afe4e385ee6f99bc6a5abe449fd6d4a1485ec48c,0d802d9d4ac3c0f0b4089608afe4e385ee6f99bc6a5abe449fd6d4a1485ec48c,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.1.0,"R.1",0,2,0.097818103274506185,0.14672715491175928,0.16793102793366332,0.16793102793366332,0.19563620654901237,open,0,0,0,0,"not_run",0,"not_run","",,,1,0,"inherited_complete_parent_lp_bound"
R.1.1,"R.1",1,2,0.14672715491175928,0.19563620654901237,0.16793102793366332,0.16793102793366332,0.19563620654901237,open,0,0,0,0,"not_run",0,"not_run","",,,1,0,"inherited_complete_parent_lp_bound"
R.0.0.0,"R.0.0",0,3,0,0.024454525818626546,0.11390810778313859,0.12718072622373938,0.19563620654901237,replaced,1,1,0,0.12718072622373938,"OPTIMAL",0,"not_run","",968862717261ef42c79f42ec113357c55dbe8e9960a86dcbca7580f0e2979849,968862717261ef42c79f42ec113357c55dbe8e9960a86dcbca7580f0e2979849,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0.1,"R.0.0",1,3,0.024454525818626546,0.048909051637253093,0.11390810778313859,0.12795074422382444,0.19563620654901237,replaced,1,1,0,0.12795074422382444,"OPTIMAL",0,"not_run","",1bd41b80e2e5d5c9f8ad8b243099c532c5055415843bc0b4cc4d26360965cc72,1bd41b80e2e5d5c9f8ad8b243099c532c5055415843bc0b4cc4d26360965cc72,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.1.0,"R.0.1",0,3,0.048909051637253093,0.073363577455879639,0.13602141227306505,0.13829658349168333,0.19563620654901237,replaced,1,1,0,0.13829658349168333,"OPTIMAL",0,"not_run","",ac500330cf660672b542e3959ffaeed1ad29ded434de2e438a5cead9ea8a4acf,ac500330cf660672b542e3959ffaeed1ad29ded434de2e438a5cead9ea8a4acf,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.1.1,"R.0.1",1,3,0.073363577455879639,0.097818103274506185,0.13602141227306505,0.15224934499153531,0.19563620654901237,replaced,1,1,0,0.15224934499153531,"OPTIMAL",0,"not_run","",47ff1570ee5cb12f39c1aded172a146b86ee324c97b401b870bde1639a5579f6,47ff1570ee5cb12f39c1aded172a146b86ee324c97b401b870bde1639a5579f6,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0.0.0,"R.0.0.0",0,4,0,0.012227262909313273,0.12718072622373938,0.14629997828286342,0.19563620654901237,replaced,1,1,0,0.14629997828286342,"OPTIMAL",0,"not_run","",73338be5a64e3c510b753307b62efc3ec1ec8d99f2c946c855d5a1fa5842796c,73338be5a64e3c510b753307b62efc3ec1ec8d99f2c946c855d5a1fa5842796c,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0.0.1,"R.0.0.0",1,4,0.012227262909313273,0.024454525818626546,0.12718072622373938,0.13356551251543708,0.19563620654901237,replaced,1,1,0,0.13356551251543708,"OPTIMAL",0,"not_run","",1df2314c26a1e8a25039fb108bcdc75fc376d06ae6ec2594dfe300677a306a06,1df2314c26a1e8a25039fb108bcdc75fc376d06ae6ec2594dfe300677a306a06,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0.1.0,"R.0.0.1",0,4,0.024454525818626546,0.036681788727939819,0.12795074422382444,0.13315081183075003,0.19563620654901237,replaced,1,1,0,0.13315081183075003,"OPTIMAL",0,"not_run","",e3f2b4522080170585af014cfc7e432d7393fc99f0a917a9fb1b0eecaaabd1ea,e3f2b4522080170585af014cfc7e432d7393fc99f0a917a9fb1b0eecaaabd1ea,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0.1.1,"R.0.0.1",1,4,0.036681788727939819,0.048909051637253093,0.12795074422382444,0.13497394130883036,0.19563620654901237,replaced,1,1,0,0.13497394130883036,"OPTIMAL",0,"not_run","",aa32db82cfa98633aaa12e3ce3b8c6ccd91c5288fa96a3a4e4b7c24c72141828,aa32db82cfa98633aaa12e3ce3b8c6ccd91c5288fa96a3a4e4b7c24c72141828,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0.0.0.0,"R.0.0.0.0",0,5,0,0.0061136314546566366,0.14629997828286342,0.14629997828286342,0.19563620654901237,open,0,0,0,0,"not_run",0,"not_run","",,,1,0,"inherited_complete_parent_lp_bound"
R.0.0.0.0.1,"R.0.0.0.0",1,5,0.0061136314546566366,0.012227262909313273,0.14629997828286342,0.14629997828286342,0.19563620654901237,open,0,0,0,0,"not_run",0,"not_run","",,,1,0,"inherited_complete_parent_lp_bound"
R.0.0.0.1.0,"R.0.0.0.1",0,5,0.012227262909313273,0.01834089436396991,0.13356551251543708,0.14103417046926175,0.19563620654901237,replaced,1,1,0,0.14103417046926175,"OPTIMAL",0,"not_run","",9a83ee0b25250d54be5324387861c55e41add7da5a69769f3f78432ec64edb15,9a83ee0b25250d54be5324387861c55e41add7da5a69769f3f78432ec64edb15,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0.0.1.1,"R.0.0.0.1",1,5,0.01834089436396991,0.024454525818626546,0.13356551251543708,0.13676511114282683,0.19563620654901237,replaced,1,1,0,0.13676511114282683,"OPTIMAL",0,"not_run","",58cb3726d47530bf94a94e544850d0a960029f90537c32a94927f79fa0753eea,58cb3726d47530bf94a94e544850d0a960029f90537c32a94927f79fa0753eea,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0.1.0.0,"R.0.0.1.0",0,5,0.024454525818626546,0.030568157273283183,0.13315081183075003,0.13624048312373421,0.19563620654901237,replaced,1,1,0,0.13624048312373421,"OPTIMAL",0,"not_run","",b501f2b18dfd33cc2343800a7c59ad215da7f7dfe81ba43640f33230d10693fd,b501f2b18dfd33cc2343800a7c59ad215da7f7dfe81ba43640f33230d10693fd,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0.1.0.1,"R.0.0.1.0",1,5,0.030568157273283183,0.036681788727939819,0.13315081183075003,0.13651461427267089,0.19563620654901237,replaced,1,1,0,0.13651461427267089,"OPTIMAL",0,"not_run","",9d83972f48e9371639617655fa0a4d66e728f8ae6cffd689affe70bf63438563,9d83972f48e9371639617655fa0a4d66e728f8ae6cffd689affe70bf63438563,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0.1.1.0,"R.0.0.1.1",0,5,0.036681788727939819,0.042795420182596453,0.13497394130883036,0.13726909569495274,0.19563620654901237,replaced,1,1,0,0.13726909569495274,"OPTIMAL",0,"not_run","",57c553ffe77a4577f347c351090f7593551bc6476ae95d3421215616632a0dd0,57c553ffe77a4577f347c351090f7593551bc6476ae95d3421215616632a0dd0,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0.1.1.1,"R.0.0.1.1",1,5,0.042795420182596453,0.048909051637253093,0.13497394130883036,0.13847691016803068,0.19563620654901237,replaced,1,1,0,0.13847691016803068,"OPTIMAL",0,"not_run","",41643c003498202c493e273baf773e189bad12ee236fc890261a0ecda745bcdc,41643c003498202c493e273baf773e189bad12ee236fc890261a0ecda745bcdc,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0.1.0.0.0,"R.0.0.1.0.0",0,6,0.024454525818626546,0.027511341545954866,0.13624048312373421,0.13811331761649226,0.19563620654901237,replaced,1,1,0,0.13811331761649226,"OPTIMAL",0,"not_run","",3e9d3cae83c1f7151a8c6dc090aef2e4db057740f89e0728cdfaa0c8ac774200,3e9d3cae83c1f7151a8c6dc090aef2e4db057740f89e0728cdfaa0c8ac774200,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0.1.0.0.1,"R.0.0.1.0.0",1,6,0.027511341545954866,0.030568157273283183,0.13624048312373421,0.13784318724516584,0.19563620654901237,replaced,1,1,0,0.13784318724516584,"OPTIMAL",0,"not_run","",70825fadfe2f6807784c4eacc0d5a7541c4aee8cb76e25092de5b2bf3d47ab43,70825fadfe2f6807784c4eacc0d5a7541c4aee8cb76e25092de5b2bf3d47ab43,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
R.0.0.1.0.1.0,"R.0.0.1.0.1",0,6,0.030568157273283183,0.033624973000611499,0.13651461427267089,0.13802235169291716,0.19563620654901237,replaced,1,1,0,0.13802235169291716,"OPTIMAL",0,"not_run","",fc0eaceb2bf7ecd3edb02d47648eefd74c80abcd56623c902efff54adf2244a4,fc0eaceb2bf7ecd3edb02d47648eefd74c80abcd56623c902efff54adf2244a4,1,1,"inherited_complete_parent_lp_bound;complete_optimal_interval_lp_bound"
