leaf_id,gamma_L,gamma_U,factory_version,factory_signature,canonical_row_signature,model_sha256,global_family_count,interval_family_count,selector_variable_count,contract_valid
R,0,0.048542858871266942,round19_v2_projected_centering,fe12c861fa5d36b7,a559250293b661a4fcbc7c4021d6531380da793474eb94ec626f988e3e6ff2e4,a559250293b661a4fcbc7c4021d6531380da793474eb94ec626f988e3e6ff2e4,6,9,0,1
R.0,0,0.024271429435633471,round19_v2_projected_centering,a9cdd2dac61bd2a1,83d2922704470fc31a71722a86689bb60b07b0c27a6b3a2640c4a2e2a295124c,83d2922704470fc31a71722a86689bb60b07b0c27a6b3a2640c4a2e2a295124c,6,9,0,1
R.0.0,0,0.012135714717816735,round19_v2_projected_centering,25ab74269e1b3da7,97680c542541ae2cac27143b8474cc87953c675269e566d696007ac0f24ef1d7,97680c542541ae2cac27143b8474cc87953c675269e566d696007ac0f24ef1d7,6,9,0,1
R.0.0.0,0,0.0060678573589083677,round19_v2_projected_centering,af53cadd5036bb54,e17cfb3dae6e60b2461105042a0143ebcb50d1e649300e13ac864c9dc77d046c,e17cfb3dae6e60b2461105042a0143ebcb50d1e649300e13ac864c9dc77d046c,6,9,0,1
R.0.0.0.0,0,0.0030339286794541839,round19_v2_projected_centering,504e3e5e7034f84e,2b5956184c041ab118f8bfa76ac805bbdef5e6bb19d07f7cbf3a7b992eb0ba30,2b5956184c041ab118f8bfa76ac805bbdef5e6bb19d07f7cbf3a7b992eb0ba30,6,9,0,1
R.0.0.0.0.0,0,0.0015169643397270919,round19_v2_projected_centering,5c175beeab0e98f0,3d89bc399b3d8382312475f1052eb32434a6efa81778cd470701dca0f3511cfa,3d89bc399b3d8382312475f1052eb32434a6efa81778cd470701dca0f3511cfa,6,9,0,1
R.0.0.0.0.0.0,0,0.00075848216986354597,round19_v2_projected_centering,0f74a2554b94cc56,e9de63638e32e81f25a1430cb6187da11ae795a81fc93c8248d3d2f4d9254fd8,e9de63638e32e81f25a1430cb6187da11ae795a81fc93c8248d3d2f4d9254fd8,6,9,0,1
R.0.0.0.0.0.0.0,0,0.00037924108493177298,round19_v2_projected_centering,e20923173dee14c1,15845698cc926fbcdd1b0603a0b74b8aeb68c6d62f86e1d9838c9d8d7dc1dd2f,15845698cc926fbcdd1b0603a0b74b8aeb68c6d62f86e1d9838c9d8d7dc1dd2f,6,9,0,1
R.0.0.0.0.0.0.0.0,0,0.00018962054246588649,round19_v2_projected_centering,68f4f7cb94e6450d,ff5de35bdd46101e976d8d5b18b52ef638fb66ca2545ad451f74381a555ff78b,ff5de35bdd46101e976d8d5b18b52ef638fb66ca2545ad451f74381a555ff78b,6,9,0,1
R.0.0.0.0.0.0.0.0.0,0,9.4810271232943246e-05,round19_v2_projected_centering,233a1661785e2fbc,0e3ff976a91baadb9b1fd22406927a976af31a53c57128720c03df4bf937e224,0e3ff976a91baadb9b1fd22406927a976af31a53c57128720c03df4bf937e224,6,9,0,1
R.0.0.0.0.0.0.0.0.1,9.4810271232943246e-05,0.00018962054246588649,round19_v2_projected_centering,d106976a8daacefa,7864cfe95795a4eb6634d2ba723bb39a81fe50d31718e00cfe2dba8f11cd9f15,7864cfe95795a4eb6634d2ba723bb39a81fe50d31718e00cfe2dba8f11cd9f15,6,9,0,1
R.0.0.0.0.0.0.0.1,0.00018962054246588649,0.00037924108493177298,round19_v2_projected_centering,adac7a2052594897,ee3ecb7b2389506a19122dfa38a00b540df86355835d7f5ec434fb233a19f660,ee3ecb7b2389506a19122dfa38a00b540df86355835d7f5ec434fb233a19f660,6,9,0,1
R.0.0.0.0.0.0.1,0.00037924108493177298,0.00075848216986354597,round19_v2_projected_centering,f406f66e93118d8c,7d73335996655d980ef9b3213ecd65dc1d736a8647fb5bc0b2849947c88fd69a,7d73335996655d980ef9b3213ecd65dc1d736a8647fb5bc0b2849947c88fd69a,6,9,0,1
R.0.0.0.0.0.1,0.00075848216986354597,0.0015169643397270919,round19_v2_projected_centering,5b60181006b83c6a,6c71f2ce3b9e6e1325743f62deb253c2b9b97ea242966be8a04ed265086f7502,6c71f2ce3b9e6e1325743f62deb253c2b9b97ea242966be8a04ed265086f7502,6,9,0,1
R.0.0.0.0.1,0.0015169643397270919,0.0030339286794541839,round19_v2_projected_centering,45af6a23e59dcf82,53ecc1066d0467046e294a315e32c3bb363028c909ff5343f60ce5de9df251dd,53ecc1066d0467046e294a315e32c3bb363028c909ff5343f60ce5de9df251dd,6,9,0,1
R.0.0.0.1,0.0030339286794541839,0.0060678573589083677,round19_v2_projected_centering,8f8221004aec0c4b,aa050957b3afca6f9b569cea5199aa790a6e0ab20c158281113f74985d0547c4,aa050957b3afca6f9b569cea5199aa790a6e0ab20c158281113f74985d0547c4,6,9,0,1
