instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
high_imbalance_seed6202.txt,20260626,1,greedy,deterministic_tgbc_greedy_mode_0,10.8267,0.686999,67.5981,3,12,71,71,0,"3493.96|3569.22|3534.22",true,0.0022926,true,
high_imbalance_seed6202.txt,20260626,2,greedy,deterministic_tgbc_greedy_mode_1,10.8315,0.688575,67.6192,3,11,71,71,0,"3570.84|3591.54|3590.03",true,0.0043104,false,
high_imbalance_seed6202.txt,20260626,3,greedy,deterministic_tgbc_greedy_mode_2,11.5983,0.697788,72.6698,3,10,75,72,3,"3524.86|3561.27|3567.01",true,0.0069731,false,
