round_id,stage,run_id,serial_order,instance_id,instance_sha256,V,M,Q,T,difficulty_stratum,difficulty_score,arm,startup_variant,total_process_seconds,hga_startup_seconds,startup_to_exact_seconds,exact_phase_seconds,startup_verified_objective,final_objective,valid_lower_bound,verified_upper_bound,final_relative_gap,work,nodes,initial_lp_bounds,initial_lp_count,target_count,targets_reached,requeue_count,split_count,closure_count,strict_certificate,strict_certificate_class,strict_certificate_rejection_reason,original_problem_verifier_passed,threads,gurobi_seed,emergency_timeout,official_unresolved,unresolved_reason,artifact_count,active_station_count,active_fraction,surplus_count,deficit_count,imbalance_l1,fleet_capacity_pressure,support_duration_pressure,plausible_ordered_pair_density,full_service_pair_density,initial_objective_lambda_0_15,trace_event_count,trace_first_process_seconds,trace_last_process_seconds,trajectory_convention,time_to_gap_le_0.5,time_to_gap_le_0.25,time_to_gap_le_0.1,time_to_gap_le_0.05,time_to_gap_le_0.02,time_to_gap_le_0.01,time_to_gap_le_0.005,time_to_gap_le_0.001,time_to_gap_le_0,time_to_incumbent_gap_le_0.5,time_to_incumbent_gap_le_0.25,time_to_incumbent_gap_le_0.1,time_to_incumbent_gap_le_0.05,time_to_incumbent_gap_le_0.01,time_to_incumbent_gap_le_0.001,time_to_incumbent_gap_le_0,observed_proof_gap_auc_seconds,normalized_observed_proof_gap_auc
39,primary,primary__round39_small_easy_V8_M1_Q30_slot01_seed432322553__p_grb,1,round39_small_easy_V8_M1_Q30_slot01_seed432322553,5a944ace5710c686ea8f8ae4abb412324b48c2042cfade1470034f2e0fdc9c59,8,1,30,3600.0,small-easy,51.316725156791534,P-GRB,not_applicable,0.3471442,0.0,0.0,0.3471442,nan,0.02306393542412984,0.02306393542412981,0.02306393542412984,1.3538462536152627e-15,0.323659897802514,300.0,,0,0,0,0,0,0,True,engineering_exact_original_problem_optimal,none,True,1,0,False,False,,8,5,0.625,2,3,23.0,0.7666666666666667,0.5868326212880903,1.0,1.0,0.3384222051993774,44,0.025966600000000003,0.3471442,left_continuous_observed_events_no_interpolation_no_post_final_extension,0.029339700000000003,0.0436598,0.2825532,0.3170475,0.32589260000000003,0.3426889,0.3429028,0.3439514,0.3471442,0.2623226,0.2623226,0.339729,0.339729,0.339729,0.339729,0.339729,0.05001219668464247,0.15571508313357615
39,primary,primary__round39_small_easy_V8_M1_Q30_slot01_seed432322553__c6_hga_light_1000,2,round39_small_easy_V8_M1_Q30_slot01_seed432322553,5a944ace5710c686ea8f8ae4abb412324b48c2042cfade1470034f2e0fdc9c59,8,1,30,3600.0,small-easy,51.316725156791534,C6-HGA-LIGHT-1000,hga-light-1000,1.9861127,1.3401071,1.3435567,0.6425560000000001,0.02306393542412984,0.02306393542412984,0.02306393542412984,0.02306393542412984,0.0,0.3908992764865721,8.0,L0|0|0.0057659838560324599|0.016980181021260074|OPTIMAL;L1|0.0057659838560324599|0.01153196771206492|0.018426884057566043|OPTIMAL;L2|0.01153196771206492|0.017297951568097381|0.020387573867992833|OPTIMAL;L3|0.017297951568097381|0.02306393542412984|0|INFEASIBLE,4,13,2,2,0,2,True,engineering_exact_original_problem_optimal,none,True,1,-1,False,False,,39,5,0.625,2,3,23.0,0.7666666666666667,0.5868326212880903,1.0,1.0,0.3384222051993774,44,1.3534796,1.9861127,left_continuous_observed_events_no_interpolation_no_post_final_extension,1.4209937,1.4697523,1.5502757,1.6493392999999998,1.9252808000000001,1.9600626,1.9608531,1.9608531,1.9608531,1.3534796,1.3534796,1.3534796,1.3534796,1.3534796,1.3534796,1.3534796,0.11007439750426463,0.17399405359008976
39,primary,primary__round39_small_easy_V8_M2_Q20_slot02_seed944712007__p_grb,3,round39_small_easy_V8_M2_Q20_slot02_seed944712007,0d989e34e63d682718ce2d073f84eff141e9321936e9bceb87fb8bb061559b17,8,2,20,3600.0,small-easy,46.73961119998396,P-GRB,not_applicable,0.4219987,0.0,0.0,0.4219987,nan,0.024406570011031435,0.024406570011031442,0.024406570011031435,0.0,0.44003376994004867,525.0,,0,0,0,0,0,0,True,engineering_exact_original_problem_optimal,none,True,1,0,False,False,,8,5,0.625,2,3,23.0,0.575,0.28365259725210323,1.0,1.0,0.27599287824372987,77,0.0324587,0.4219987,left_continuous_observed_events_no_interpolation_no_post_final_extension,0.0369508,0.1622768,0.30908800000000003,0.3995046,0.4159989,0.4171703,0.41887590844726563,0.41887590844726563,0.41887590844726563,0.15214740000000002,0.2706152,0.4150922,0.4150922,0.4150922,0.4150922,0.4150922,0.07324408210071905,0.18802711429049404
39,primary,primary__round39_small_easy_V8_M2_Q20_slot02_seed944712007__c6_hga_light_1000,4,round39_small_easy_V8_M2_Q20_slot02_seed944712007,0d989e34e63d682718ce2d073f84eff141e9321936e9bceb87fb8bb061559b17,8,2,20,3600.0,small-easy,46.73961119998396,C6-HGA-LIGHT-1000,hga-light-1000,2.3900254,1.3902597,1.394465,0.9955603999999998,0.024406570011031435,0.024406570011031435,0.024406570011031435,0.024406570011031435,0.0,0.8696625354401063,28.0,L0|0|0.0061016425027578588|0.016144301072860974|OPTIMAL;L1|0.0061016425027578588|0.012203285005515718|0.018437876067697249|OPTIMAL;L2|0.012203285005515718|0.018304927508273575|0.022039657257245847|OPTIMAL;L3|0.018304927508273575|0.024406570011031435|0|INFEASIBLE,4,13,2,2,0,2,True,engineering_exact_original_problem_optimal,none,True,1,-1,False,False,,39,5,0.625,2,3,23.0,0.575,0.28365259725210323,1.0,1.0,0.27599287824372987,55,1.4053867,2.3900254,left_continuous_observed_events_no_interpolation_no_post_final_extension,1.4940213,1.5587274,1.9002322,2.2737160000000003,2.3719361,2.3719361,2.3719361,2.3723171,2.3809066,1.4053867,1.4053867,1.4053867,1.4053867,1.4053867,1.4053867,1.4053867,0.1874914395749896,0.1904164843155054
39,primary,primary__round39_small_easy_V8_M2_Q30_slot03_seed1019524729__p_grb,5,round39_small_easy_V8_M2_Q30_slot03_seed1019524729,fedf24f3a047b6bdf68c72f8569ee6dd353c138739f006844d621f7e31d9e9cf,8,2,30,3600.0,small-easy,41.73363013779564,P-GRB,not_applicable,0.4413744,0.0,0.0,0.4413744,nan,0.011571906354515056,0.011571906354515021,0.011571906354515056,2.9981636954743645e-15,0.39108441274280636,12.0,,0,0,0,0,0,0,True,engineering_exact_original_problem_optimal,none,True,1,0,False,False,,8,4,0.5,2,2,22.0,0.36666666666666664,0.22904741201221368,1.0,1.0,0.2540038855130594,41,0.0359125,0.4413744,left_continuous_observed_events_no_interpolation_no_post_final_extension,0.0403878,0.3047452,0.4332186,0.4376068,0.4379164408721924,0.4379164408721924,0.4379164408721924,0.4379164408721924,0.4379164408721924,0.2620764,0.2620764,0.2620764,0.2620764,0.2620764,0.2620764,0.2620764,0.11410919409632353,0.28143012721127075
39,primary,primary__round39_small_easy_V8_M2_Q30_slot03_seed1019524729__c6_hga_light_1000,6,round39_small_easy_V8_M2_Q30_slot03_seed1019524729,fedf24f3a047b6bdf68c72f8569ee6dd353c138739f006844d621f7e31d9e9cf,8,2,30,3600.0,small-easy,41.73363013779564,C6-HGA-LIGHT-1000,hga-light-1000,1.8708833,1.1358072,1.1401355,0.7307478000000001,0.011571906354515056,0.011571906354515056,0.011571906354515056,0.011571906354515056,0.0,0.3414208347308303,1.0,L0|0|0.002892976588628764|0.0067198377260797755|OPTIMAL;L1|0.002892976588628764|0.005785953177257528|0.0079532236309364998|OPTIMAL;L2|0.005785953177257528|0.008678929765886292|0.0092457095890019457|OPTIMAL;L3|0.008678929765886292|0.011571906354515056|0.010930683286484905|OPTIMAL,4,20,0,0,5,1,True,engineering_exact_original_problem_optimal,none,True,1,-1,False,False,,52,4,0.5,2,2,22.0,0.36666666666666664,0.22904741201221368,1.0,1.0,0.2540038855130594,34,1.151713,1.8708833,left_continuous_observed_events_no_interpolation_no_post_final_extension,1.2387213,1.3131364,1.3923095,1.544945,1.567853,1.7570951,1.7570951,1.8582605,1.8582605,1.151713,1.151713,1.151713,1.151713,1.151713,1.151713,1.151713,0.13806209787539045,0.19197413724592136
39,primary,primary__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__p_grb,7,round39_small_easy_V10_M1_Q30_slot04_seed1099392856,14f4cca30de0990091cebdfd38bd9bb29b0998737fbfa8a2db8e096847ff6097,10,1,30,3600.0,small-easy,55.05494774903262,P-GRB,not_applicable,0.0487564,0.0,0.0,0.0487564,nan,0.0,0.0,0.0,0.0,0.02713133726856121,1.0,,0,0,0,0,0,0,True,engineering_exact_original_problem_optimal,none,True,1,0,False,False,,8,6,0.6,3,3,21.0,0.7,0.5415168824015034,1.0,1.0,0.2026077608351798,5,0.030586799999999997,0.0487564,left_continuous_observed_events_no_interpolation_no_post_final_extension,0.030586799999999997,0.030586799999999997,0.030586799999999997,0.030586799999999997,0.030586799999999997,0.030586799999999997,0.030586799999999997,0.030586799999999997,0.030586799999999997,0.04544230190734863,0.04544230190734863,0.04544230190734863,0.04544230190734863,0.04544230190734863,0.04544230190734863,0.04544230190734863,0.0,0.0
39,primary,primary__round39_small_easy_V10_M1_Q30_slot04_seed1099392856__c6_hga_light_1000,8,round39_small_easy_V10_M1_Q30_slot04_seed1099392856,14f4cca30de0990091cebdfd38bd9bb29b0998737fbfa8a2db8e096847ff6097,10,1,30,3600.0,small-easy,55.05494774903262,C6-HGA-LIGHT-1000,hga-light-1000,1.3253019,1.3037972,1.3075128,0.01778909999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,True,engineering_exact_original_problem_optimal,none,True,1,-1,False,False,,18,6,0.6,3,3,21.0,0.7,0.5415168824015034,1.0,1.0,0.2026077608351798,3,1.3176723,1.3253019,left_continuous_observed_events_no_interpolation_no_post_final_extension,1.3176723,1.3176723,1.3176723,1.3176723,1.3176723,1.3176723,1.3176723,1.3176723,1.3176723,1.3176723,1.3176723,1.3176723,1.3176723,1.3176723,1.3176723,1.3176723,0.0,0.0
39,primary,primary__round39_small_easy_V10_M2_Q30_slot05_seed332426708__p_grb,9,round39_small_easy_V10_M2_Q30_slot05_seed332426708,63bcc9d48fffb98a4e03ccde4f854719a6dfa351ea53c46c0d1fbb7d3cd64b43,10,2,30,3600.0,small-easy,47.40133187277104,P-GRB,not_applicable,0.5285874,0.0,0.0,0.5285874,nan,0.015268500023226654,0.015268500023226654,0.015268500023226654,0.0,0.5619520501484777,385.0,,0,0,0,0,0,0,True,engineering_exact_original_problem_optimal,none,True,1,0,False,False,,8,5,0.5,2,3,21.0,0.35,0.2650387288067599,1.0,1.0,0.2599593184817028,66,0.0416027,0.5285874,left_continuous_observed_events_no_interpolation_no_post_final_extension,0.048272999999999996,0.3393302,0.4992002,0.5089192,0.5232562000000001,0.5233474,0.5272114999999999,0.5272114999999999,0.5272114999999999,0.3836908,0.4281407,0.4281407,0.4452768,0.4545341,0.4545341,0.4545341,0.14309440433173787,0.2938375770978798
39,primary,primary__round39_small_easy_V10_M2_Q30_slot05_seed332426708__c6_hga_light_1000,10,round39_small_easy_V10_M2_Q30_slot05_seed332426708,63bcc9d48fffb98a4e03ccde4f854719a6dfa351ea53c46c0d1fbb7d3cd64b43,10,2,30,3600.0,small-easy,47.40133187277104,C6-HGA-LIGHT-1000,hga-light-1000,4.6136096,2.0254273,2.0298073,2.5838023000000003,0.015268500023226654,0.015268500023226654,0.015268500023226654,0.015268500023226654,0.0,2.4226676298664764,15.0,L0|0|0.0038171250058066635|0.0085225265171433289|OPTIMAL;L1|0.0038171250058066635|0.007634250011613327|0.010463496080083139|OPTIMAL;L2|0.007634250011613327|0.011451375017419991|0.01255132079354512|OPTIMAL;L3|0.011451375017419991|0.015268500023226654|0.014868136428274191|OPTIMAL,4,28,2,2,6,3,True,engineering_exact_original_problem_optimal,none,True,1,-1,False,False,,66,5,0.5,2,3,21.0,0.35,0.2650387288067599,1.0,1.0,0.2599593184817028,62,2.0390311,4.6136096,left_continuous_observed_events_no_interpolation_no_post_final_extension,2.2359522,2.4388819,2.6999823000000003,3.330368,3.9415115,3.9415115,4.1207633,4.5925167,4.5925167,2.0390311,2.0390311,2.0390311,2.0390311,2.0390311,2.0390311,2.0390311,0.37461041399961365,0.14550358981076458
