run_id,instance_id,difficulty_stratum,arm,metric,threshold,first_observed_process_seconds,convention
primary__round39_small_hard_V12_M1_Q20_slot05_seed180890838__c6_hga_light_1000,round39_small_hard_V12_M1_Q20_slot05_seed180890838,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.1,1.6962584,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M1_Q20_slot05_seed180890838__c6_hga_light_1000,round39_small_hard_V12_M1_Q20_slot05_seed180890838,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.05,1.9546192000000002,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M1_Q20_slot05_seed180890838__c6_hga_light_1000,round39_small_hard_V12_M1_Q20_slot05_seed180890838,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.02,2.5016701,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M1_Q20_slot05_seed180890838__c6_hga_light_1000,round39_small_hard_V12_M1_Q20_slot05_seed180890838,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.01,2.5033142,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M1_Q20_slot05_seed180890838__c6_hga_light_1000,round39_small_hard_V12_M1_Q20_slot05_seed180890838,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.005,2.5077426000000003,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M1_Q20_slot05_seed180890838__c6_hga_light_1000,round39_small_hard_V12_M1_Q20_slot05_seed180890838,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.001,2.512027,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M1_Q20_slot05_seed180890838__c6_hga_light_1000,round39_small_hard_V12_M1_Q20_slot05_seed180890838,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.0,2.5518092,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M1_Q20_slot05_seed180890838__c6_hga_light_1000,round39_small_hard_V12_M1_Q20_slot05_seed180890838,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.5,0.305884,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M1_Q20_slot05_seed180890838__c6_hga_light_1000,round39_small_hard_V12_M1_Q20_slot05_seed180890838,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.25,0.305884,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M1_Q20_slot05_seed180890838__c6_hga_light_1000,round39_small_hard_V12_M1_Q20_slot05_seed180890838,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.1,0.305884,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M1_Q20_slot05_seed180890838__c6_hga_light_1000,round39_small_hard_V12_M1_Q20_slot05_seed180890838,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.05,0.305884,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M1_Q20_slot05_seed180890838__c6_hga_light_1000,round39_small_hard_V12_M1_Q20_slot05_seed180890838,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.01,2.5518092,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M1_Q20_slot05_seed180890838__c6_hga_light_1000,round39_small_hard_V12_M1_Q20_slot05_seed180890838,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.001,2.5518092,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M1_Q20_slot05_seed180890838__c6_hga_light_1000,round39_small_hard_V12_M1_Q20_slot05_seed180890838,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.0,2.5518092,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__p_grb,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,P-GRB,proof_gap,0.5,7.9706893999999995,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__p_grb,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,P-GRB,proof_gap,0.25,55.3149502,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__p_grb,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,P-GRB,proof_gap,0.1,61.0814101,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__p_grb,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,P-GRB,proof_gap,0.05,63.104274,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__p_grb,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,P-GRB,proof_gap,0.02,63.5882855,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__p_grb,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,P-GRB,proof_gap,0.01,63.635345,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__p_grb,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,P-GRB,proof_gap,0.005,63.6564349,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__p_grb,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,P-GRB,proof_gap,0.001,63.6638525,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__p_grb,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,P-GRB,proof_gap,0.0,63.67016313542175,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__p_grb,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,P-GRB,incumbent_gap,0.5,0.4149555,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__p_grb,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,P-GRB,incumbent_gap,0.25,0.4331888,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__p_grb,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,P-GRB,incumbent_gap,0.1,7.537646199999999,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__p_grb,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,P-GRB,incumbent_gap,0.05,20.4904591,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__p_grb,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,P-GRB,incumbent_gap,0.01,21.1963488,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__p_grb,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,P-GRB,incumbent_gap,0.001,36.1459986,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__p_grb,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,P-GRB,incumbent_gap,0.0,36.1459986,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_light_1000,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.5,1.3930746999999999,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_light_1000,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.25,6.4959687,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_light_1000,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.1,6.7704117,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_light_1000,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.05,7.5466547,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_light_1000,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.02,7.5466547,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_light_1000,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.01,7.5466547,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_light_1000,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.005,7.5466547,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_light_1000,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.001,11.1923061,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_light_1000,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.0,11.1923061,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_light_1000,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.5,0.3205169,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_light_1000,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.25,0.3205169,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_light_1000,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.1,0.3205169,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_light_1000,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.05,0.3205169,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_light_1000,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.01,0.3205169,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_light_1000,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.001,0.3205169,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M2_Q20_slot06_seed258908503__c6_hga_light_1000,round39_small_hard_V12_M2_Q20_slot06_seed258908503,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.0,0.3205169,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,P-GRB,proof_gap,0.5,167.8701561,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,P-GRB,proof_gap,0.25,607.7327085,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,P-GRB,proof_gap,0.1,1756.6731995,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,P-GRB,proof_gap,0.05,2095.6558476,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,P-GRB,proof_gap,0.02,2166.297672,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,P-GRB,proof_gap,0.01,2171.5081132,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,P-GRB,proof_gap,0.005,2172.7280003,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,P-GRB,proof_gap,0.001,2173.3508654,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,P-GRB,proof_gap,0.0,2173.481498309265,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,P-GRB,incumbent_gap,0.5,0.7750116,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,P-GRB,incumbent_gap,0.25,1.0359862000000002,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,P-GRB,incumbent_gap,0.1,1.0664282,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,P-GRB,incumbent_gap,0.05,2.2362739,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,P-GRB,incumbent_gap,0.01,2.2362739,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,P-GRB,incumbent_gap,0.001,9.5214038,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__p_grb,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,P-GRB,incumbent_gap,0.0,9.5214038,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_light_1000,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.5,5.3857849,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_light_1000,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.25,66.6000748,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_light_1000,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.1,77.8527921,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_light_1000,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.05,77.8527921,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_light_1000,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.02,77.8527921,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_light_1000,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.01,77.8527921,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_light_1000,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.005,77.8527921,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_light_1000,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.001,77.8527921,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_light_1000,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.0,nan,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_light_1000,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.5,1.1066362,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_light_1000,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.25,1.1066362,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_light_1000,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.1,1.1066362,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_light_1000,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.05,1.1066362,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_light_1000,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.01,1.1066362,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_light_1000,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.001,1.1066362,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q20_slot07_seed621538683__c6_hga_light_1000,round39_small_hard_V12_M3_Q20_slot07_seed621538683,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.0,1.1066362,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,P-GRB,proof_gap,0.5,613.5964502,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,P-GRB,proof_gap,0.25,2987.7754685,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,P-GRB,proof_gap,0.1,5541.8658467,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,P-GRB,proof_gap,0.05,6245.865174099999,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,P-GRB,proof_gap,0.02,6384.1194602,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,P-GRB,proof_gap,0.01,6393.0016602,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,P-GRB,proof_gap,0.005,6395.3725723,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,P-GRB,proof_gap,0.001,6396.7239358,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,P-GRB,proof_gap,0.0,nan,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,P-GRB,incumbent_gap,0.5,1.0310792,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,P-GRB,incumbent_gap,0.25,1.7087381,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,P-GRB,incumbent_gap,0.1,2.9651238,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,P-GRB,incumbent_gap,0.05,2.9651238,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,P-GRB,incumbent_gap,0.01,5.1971707,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,P-GRB,incumbent_gap,0.001,5.1971707,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__p_grb,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,P-GRB,incumbent_gap,0.0,5.28681,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_light_1000,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.5,3.8105405,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_light_1000,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.25,7.070246699999999,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_light_1000,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.1,70.150885,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_light_1000,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.05,70.150885,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_light_1000,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.02,74.5144787,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_light_1000,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.01,75.5010298,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_light_1000,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.005,75.602534,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_light_1000,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.001,75.6239773,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_light_1000,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-HGA-LIGHT-1000,proof_gap,0.0,75.6239773,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_light_1000,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.5,1.1593201,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_light_1000,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.25,1.1593201,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_light_1000,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.1,1.1593201,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_light_1000,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.05,1.1593201,left_continuous_observed_events_no_interpolation_no_post_final_extension
primary__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__c6_hga_light_1000,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,small-hard,C6-HGA-LIGHT-1000,incumbent_gap,0.01,1.1593201,left_continuous_observed_events_no_interpolation_no_post_final_extension
